Taxkey,Address,lat,lng
231-0909-000,2615 W VICTORY LA,43.1012479,-87.94606259999999
251-9999-111,4312 N 76TH ST,43.09574,-88.00665699999999
251-0181-000,7361 W BECKETT AV,43.09152599999999,-88.004251
185-9990-210,5371 N 91ST ST,43.115627,-88.02635200000002
153-0324-000,6333 N 77TH ST,43.132972,-88.007645
315-0140-000,2752 N BARTLETT AV,43.0686001,-87.888993
319-0649-000,2450 N CRAMER ST,43.062697,-87.88643599999999
321-2114-000,816 E CLARKE ST,43.0656589,-87.9010315
321-0008-000,2500 N FRATNEY ST,43.0640107,-87.9014481
354-0624-000,1845 N HUMBOLDT AV,43.055447,-87.898392
316-0358-000,1912 E LINNWOOD AV,43.07302,-87.886191
389-1707-000,2522 W WELLS ST,43.0405169,-87.9457149
332-0304-100,8225 W CENTER ST,43.0676569,-88.01584299999999
253-0523-100,4334 N 92ND ST,43.09592,-88.02722000000001
216-9987-100,10416 W HAMPTON AV,43.10531599999999,-88.04272399999999
216-9986-110,4810 N 105TH ST,43.1052408,-88.04310149999999
203-0075-000,420 W HAMPTON AV,43.104429,-87.915193
289-1053-000,5235 W ROOSEVELT DR,43.07985499999999,-87.979293
286-0284-000,3384 N 28TH ST,43.0809729,-87.9482022
471-1057-000,1964 S 30TH ST,43.008911,-87.95131800000001
305-0430-000,2865 N HARTUNG AV,43.0715029,-87.9944323
527-9953-100,8239 W OKLAHOMA AV,42.987875,-88.016188
525-1542-000,9915 W OKLAHOMA AV,42.98755999999999,-88.036688
497-0700-000,2501 S 11TH ST,42.999078,-87.926454
668-0313-000,5624 S MARILYN ST,42.94254900000001,-87.95361700000001
577-9912-100,2040 W BOLIVAR AV,42.967033,-87.94029599999999
507-0801-000,2977 S 7TH ST,42.9902777,-87.9205072
500-0348-000,2416 S LOGAN AV,43.00024699999999,-87.89634099999999
352-0782-000,1212 W VINE ST,43.054147,-87.92761999999999
