Taxkey,Address,lat,lng
175-0901-000,7329 W THURSTON AV,43.12077,-88.003098
188-0320-110,7334 W CUSTER AV,43.1153804,-88.0030623
250-0936-000,4237 N 63RD ST,43.094466,-87.99105
250-0936-000,4237 N 63RD ST,43.094466,-87.99105
174-0745-000,5725 N 64TH ST,43.12182199999999,-87.991406
190-9798-000,5227 N 58TH ST,43.112715,-87.985309
214-9987-100,8520 W APPLETON AV,43.106627,-88.0175749
189-0084-000,5252 N 66TH ST,43.113314,-87.99324399999999
250-0019-000,4208 N 64TH ST,43.0938779,-87.99162199999999
150-9920-000,6255 N 105TH ST,43.1314319,-88.04320500000001
250-0918-000,4302 N 64TH ST,43.0956059,-87.991591
251-0413-000,4149 N 72ND ST,43.092922,-88.002174
211-0334-000,5175 N 67TH ST,43.111568,-87.99517999999999
213-0314-000,8140 W KATHRYN AV,43.109069,-88.013081
212-0612-000,7137 W FOND DU LAC AV,43.108905,-88.00090999999999
211-0709-000,4855 N 64TH ST,43.1060613,-87.99164359999999
176-0072-000,5669 N 79TH ST,43.121162,-88.010074
251-0436-000,4149 N 71ST ST,43.092939,-88.000979
175-0746-000,5852 N 71ST ST,43.1243848,-87.9994265
250-1091-000,4251 N 61ST ST,43.094748,-87.988497
176-0225-000,5868 N 78TH ST,43.12474599999999,-88.008062
226-9982-000,4550 N 65TH ST,43.100309,-87.99276499999999
225-1267-000,4529 N 71ST ST,43.099836,-88.00103399999999
211-0558-000,5048 N 68TH ST,43.109543,-87.995739
226-0804-000,4463 N 67TH ST,43.098672,-87.99601
212-0636-000,7102 W MEDFORD AV,43.1079418,-88.00054659999999
213-0528-000,8131 W KATHRYN AV,43.108843,-88.01239699999999
212-0670-000,6932 W MEDFORD AV,43.10590699999999,-87.997861
212-0670-000,6932 W MEDFORD AV,43.10590699999999,-87.997861
226-1120-000,4376 N 65TH ST,43.09711,-87.99282099999999
226-0687-000,4640 N 66TH ST,43.101812,-87.99410309999999
175-0677-000,5940 N 71ST ST,43.125877,-87.999329
