Taxkey,Address,lat,lng
460-1571-000,1633 S PEARL ST,43.0136332,-87.93550619999999
431-0217-200,1127 S 3RD ST,43.0194575,-87.9142682
433-1316-000,818 S 20TH ST,43.02223439999999,-87.9378613
469-9962-000,1837 W BECHER ST,43.006346,-87.936624
469-2614-000,1958 S CONGO AV,43.009237,-87.935637
460-1518-000,1707 W LAPHAM ST,43.0138559,-87.93444099999999
468-1228-000,2018 S 12TH ST,43.007832,-87.926684
469-3105-000,2230-B S 17TH ST,43.003969,-87.934122
469-3014-000,1825 W GRANT ST,43.004526,-87.93633899999999
497-0098-000,2422 S 12TH ST,43.000728,-87.926948
460-1770-000,1825 S 18TH ST,43.01062599999999,-87.935744
469-0672-000,1437 W BECHER ST,43.0064144,-87.9308441
462-0119-000,223 W MITCHELL ST,43.0121326,-87.9133516
461-0507-000,1732 S 7TH ST,43.011528,-87.919501
468-0304-000,1914-A S 8TH ST,43.009757,-87.920955
432-0700-000,918 W MINERAL ST,43.02147799999999,-87.92313299999999
