Taxkey,Address,lat,lng
195-9922-000,1301 W SHERIDAN CT,43.1167735,-87.9268146
245-2123-000,2316 W ROOSEVELT DR,43.0960422,-87.9414595
244-0957-000,1804 W OLIVE ST,43.094182,-87.9333908
243-0815-000,4188 N 13TH ST,43.093391,-87.9266695
171-9714-000,5917 N 41ST ST,43.12521599999999,-87.963748
102-9948-110,3710 W GOOD HOPE RD,43.148997,-87.958451
190-0807-000,5443 N 53RD ST,43.116665,-87.97910499999999
170-0106-000,3200 W BOBOLINK AV,43.124951,-87.953317
193-0452-000,2701 W VILLARD AV,43.111574,-87.94675099999999
190-1516-000,5457 N 54TH ST,43.11694,-87.98033
196-0151-100,5448 N 13TH ST,43.116368,-87.926166
196-0163-000,5494 N 12TH ST,43.117247,-87.9249899
102-9962-100,3911 W CALUMET RD,43.155472,-87.960269
170-0002-000,5929 N 34TH ST,43.125326,-87.95523999999999
171-0352-000,5739 N 37TH ST,43.122317,-87.95898
196-0125-000,5511 N 11TH ST,43.117696,-87.9245
102-0001-100,7552 N 43RD ST,43.155204,-87.964643
206-0650-000,4908 N 25TH ST,43.106858,-87.943778
170-9960-000,3207 W ORIOLE DR,43.123586,-87.95326899999999
191-0046-000,5236 N 47TH ST,43.112809,-87.97100999999999
158-0218-000,6027 N 36TH ST,43.127334,-87.957662
171-9831-000,5640 N 37TH ST,43.120168,-87.958309
209-0189-000,5116 N 50TH ST,43.1105469,-87.97476999999999
245-1502-000,4272 N 24TH PL,43.094353,-87.94315
191-0404-100,5354 N 51ST BL,43.115026,-87.97587
102-0047-000,4117 W PORTAGE ST,43.154496,-87.9631069
230-0033-000,4422 N 30TH ST,43.097746,-87.950141
171-0404-000,5715 N 39TH ST,43.121845,-87.96141519999999
190-1105-000,5401 N 51ST BL,43.115822,-87.976682
190-1105-000,5401 N 51ST BL,43.115822,-87.976682
231-0232-000,4757 N 23RD ST,43.1037409,-87.9407521
246-0212-000,4276 N 29TH ST,43.094457,-87.949032
190-1925-000,5509 N 54TH ST,43.11778899999999,-87.980324
210-0427-000,4872 N 55TH ST,43.106343,-87.980988
191-0407-000,5334 N 51ST BL,43.1146079,-87.975944
209-0188-000,5122 N 50TH ST,43.1106791,-87.9747945
158-0379-000,3809 W DOUGLAS AV,43.1309685,-87.96003189999999
190-1520-000,5431 N 54TH ST,43.1164047,-87.9802378
208-0195-000,4106 W FAIRMOUNT AV,43.10849169999999,-87.96416450000001
208-0195-000,4106 W FAIRMOUNT AV,43.10849169999999,-87.96416450000001
244-0929-000,4215 N 16TH ST,43.0942099,-87.930983
170-0808-000,5754 N 35TH ST,43.122614,-87.95581899999999
170-0808-000,5754 N 35TH ST,43.122614,-87.95581899999999
102-0237-000,4020 W HEMLOCK ST,43.153053,-87.9622289
231-0590-000,4574 N 22ND ST,43.1004782,-87.9391042
244-0971-000,4220 N 19TH PL,43.0946349,-87.93520199999999
244-0017-000,4248 N 19TH PL,43.095215,-87.935186
244-1154-000,4168 N 16TH ST,43.0930324,-87.9304082
123-0758-000,6920 N SUSSEX ST,43.143234,-87.958747
231-0213-000,4761 N 24TH ST,43.10375,-87.942019
191-9845-000,5305 N SHERMAN BL,43.11394000000001,-87.96683200000001
206-0691-000,4883 N 24TH PL,43.106259,-87.943246
192-0554-000,5475 N 35TH ST,43.117205,-87.95669699999999
171-9679-000,5846 N 41ST ST,43.123976,-87.963048
195-0010-100,1722 W LAWN AV,43.11457799999999,-87.9323
245-2036-000,4198 N 22ND ST,43.0940656,-87.9390568
244-0676-000,4067-A N 15TH ST,43.09097,-87.92985399999999
243-0060-000,4057 N 12TH ST,43.090728,-87.926158
192-0421-000,5260-A N 34TH ST,43.113235,-87.954831
171-9973-000,5846 N 38TH ST,43.123963,-87.959441
123-0111-000,3909 W GOOD HOPE RD,43.148092,-87.960774
195-0011-000,1716 W LAWN AV,43.11450019999999,-87.93214789999999
190-1022-000,5478 N 52ND ST,43.1173748,-87.9772109
137-9906-200,6515 N 42ND ST,43.136183,-87.96498299999999
170-0308-000,2938-A W BOBOLINK AV,43.12498900000001,-87.94972899999999
123-0433-000,3901 W CHEYENNE ST,43.142013,-87.959761
206-0188-000,2514 W HAMPTON AV,43.1047541,-87.9447017
193-0117-000,5260 N 28TH ST,43.11319,-87.947383
205-0452-000,4944 N 20TH ST,43.107534,-87.936233
243-1023-000,4152-A N 13TH ST,43.092557,-87.926643
209-0364-000,4725 W VILLARD AV,43.1116219,-87.97228
192-0557-000,5463 N 35TH ST,43.1169654,-87.9566018
192-0393-000,5279 N 33RD ST,43.113596,-87.954313
193-0239-000,5543 N 33RD ST,43.1183842,-87.95419869999999
244-1107-000,4169 N 16TH ST,43.093027,-87.931029
192-0731-100,5374 N 38TH ST,43.1153956,-87.9597285
192-0009-000,5519 N 37TH ST,43.1179159,-87.9590231
206-0614-000,5046 N 25TH ST,43.1093649,-87.943713
230-0678-000,4466 N 28TH ST,43.098633,-87.94767399999999
208-1321-000,5119 N 39TH ST,43.110309,-87.961771
210-0495-000,5046 N 54TH ST,43.1093649,-87.97971199999999
205-0612-100,4918 N 19TH PL,43.1069109,-87.93492599999999
192-0122-000,5566 N 39TH ST,43.1188969,-87.96076699999999
102-0108-000,7452 N 38TH ST,43.15326,-87.95922
102-0119-000,3805 W HEMLOCK ST,43.15243,-87.959586
123-9940-100,7111 N 42ND ST,43.1468935,-87.9646137
196-0124-000,1100 W BIRCH AV,43.1175441,-87.92450140000001
102-0136-000,7500 N 39TH ST,43.154154,-87.960853
170-0817-000,5750 N 34TH ST,43.1225989,-87.9547305
102-0032-000,7518 N 38TH ST,43.154457,-87.95963599999999
102-0246-000,7506 N 42ND ST,43.154235,-87.96336199999999
170-0818-000,5760 N 34TH ST,43.12273,-87.9546189
137-9930-200,4105 W KIEHNAU AV,43.1366579,-87.9636438
102-0240-000,4116 W HEMLOCK ST,43.153185,-87.9630291
205-0423-000,1912 W FAIRMOUNT AV,43.1085319,-87.93454899999999
196-0154-000,5427 N 12TH ST,43.116081,-87.92585
102-0238-000,4030 W HEMLOCK ST,43.15309999999999,-87.9624879
194-0133-000,2227 W LAWN AV,43.114129,-87.93953599999999
209-0250-000,4951 N 48TH ST,43.107629,-87.973035
193-0707-000,5227 N TEUTONIA AV,43.1125,-87.95049700000001
232-0311-000,4681 N GREEN BAY AV,43.1022589,-87.93073900000002
102-0022-000,3925 W CALUMET RD,43.155493,-87.960844
123-0210-000,3828 W ROCHELLE AV,43.1475456,-87.95998259999999
231-0238-000,4758 N 23RD ST,43.1037279,-87.940156
232-0532-000,4718 N 19TH ST,43.10299699999999,-87.93383999999999
209-0902-000,4932 N 50TH ST,43.107272,-87.97478799999999
209-0904-000,4927 N 49TH ST,43.107152,-87.974273
