Taxkey,Address,lat,lng
193-0005-000,5244 N TEUTONIA AV,43.112851,-87.949637
193-0107-000,5318 N 29TH ST,43.1142333,-87.948523
208-0591-000,4863 N HOPKINS ST,43.105977,-87.9608949
170-0203-000,5882 N 32ND ST,43.124588,-87.952625
244-1020-000,4171 N 19TH PL,43.093333,-87.935945
230-0045-000,2839 W ATKINSON AV,43.0983532,-87.9490247
230-0398-000,3112 W GLENDALE AV,43.1010927,-87.95223879999999
230-0141-000,4576 N 31ST ST,43.10066150000001,-87.95146869999999
170-9955-100,5804 N TEUTONIA AV,43.122966,-87.95079199999999
230-0507-000,2705 W COURTLAND AV,43.1023591,-87.9469871
187-0003-100,7939 W FOND DU LAC AV,43.116485,-88.01084499999999
187-0303-000,8030 W SHERIDAN AV,43.116842,-88.011999
177-0127-100,8613 W FOND DU LAC AV,43.122408,-88.018175
178-0435-100,5658 N 94TH ST,43.1208079,-88.029202
152-0402-000,6234 N 91ST ST,43.13136,-88.024901
177-0202-000,8726 W CARMEN AV,43.123773,-88.02117799999999
153-0334-000,8217 W BENDER AV,43.132029,-88.01368699999999
186-0405-100,8708 W VILLARD AV,43.112553,-88.021957
185-0563-000,5523 N 91ST ST,43.1183404,-88.0263135
320-0533-000,2645 N NEWHALL ST,43.067232,-87.890743
321-2245-000,1021 E WRIGHT ST,43.0637549,-87.89824329999999
321-2241-000,2464 N BREMEN ST,43.063462,-87.9000499
321-0538-000,905 E CLARKE ST,43.065401,-87.90009599999999
321-0645-000,900 E MEINECKE AV,43.062275,-87.90022499999999
320-0201-000,2576 N HUMBOLDT BL,43.06545999999999,-87.8974549
321-2116-000,808 E CLARKE ST,43.06589899999999,-87.90121599999999
321-2116-000,808 E CLARKE ST,43.06589899999999,-87.90121599999999
314-0281-000,2845 N FRATNEY ST,43.07032299999999,-87.901922
320-1404-100,1127 E WALWORTH ST,43.0608896,-87.8969893
320-0032-100,2554 N BARTLETT AV,43.065085,-87.888886
355-0671-000,1916 N WARREN AV,43.05649260000001,-87.89342169999999
319-0905-000,2629 N MARYLAND AV,43.06674599999999,-87.883428
319-0223-000,2313 E WEBSTER PL,43.06472460000001,-87.8812961
319-0313-000,2634 N STOWELL AV,43.066871,-87.878962
