Taxkey,Address,lat,lng
359-1479-000,1522 N PROSPECT AV,43.0495192,-87.89335419999999
359-1526-000,1522 N PROSPECT AV,43.0495192,-87.89335419999999
360-1764-000,1653 N JACKSON ST,43.051958,-87.90503199999999
318-0501-000,2408 N TERRACE AV,43.061537,-87.87688399999999
360-1606-000,601 E OGDEN AV,43.0477618,-87.9043205
360-1613-000,601 E OGDEN AV,43.0477618,-87.9043205
360-1591-000,601 E OGDEN AV,43.0477618,-87.9043205
360-1603-000,601 E OGDEN AV,43.0477618,-87.9043205
360-1614-000,601 E OGDEN AV,43.0477618,-87.9043205
360-1627-000,601 E OGDEN AV,43.0477618,-87.9043205
355-1548-000,1920 N FARWELL AV,43.055515,-87.88973999999999
355-1563-000,1920 N FARWELL AV,43.055515,-87.88973999999999
078-0171-000,7980 N 107TH ST,43.16179,-88.042688
078-0179-000,7984 N 107TH ST,43.16179,-88.042688
078-0173-000,7980 N 107TH ST,43.16179,-88.042688
078-0175-000,7980 N 107TH ST,43.16179,-88.042688
360-1303-000,1003 E LYON ST,43.048721,-87.89896499999999
360-1324-000,1025 E LYON ST,43.048721,-87.89896499999999
360-1325-000,1021 E LYON ST,43.048721,-87.89896499999999
360-1271-000,1680 N ASTOR ST,43.052491,-87.899237
320-1701-000,2536 N BARTLETT AV,43.064711,-87.888895
503-1932-000,3100 S SUPERIOR ST,42.988345,-87.8726159
466-1589-000,2121114 S KINNICKINNIC AV,42.9956484,-87.89618209999999
501-0579-110,2525 S SHORE DR,42.9993421,-87.8884186
501-0584-000,252521F S SHORE DR,42.9940871,-87.88229989999999
501-0475-100,2525 S SHORE DR,42.9993421,-87.8884186
501-0478-000,25254B S SHORE DR,42.9940871,-87.88229989999999
501-0568-000,252519B S SHORE DR,42.9940871,-87.88229989999999
354-1130-000,1971 N RIVERWALK WA,43.05754,-87.900024
354-1146-000,2005 N RIVERWALK WA,43.05754,-87.900024
354-1147-000,2009 N RIVERWALK WA,43.05754,-87.900024
354-1177-000,2050 N COMMERCE ST,43.0575376,-87.8996442
354-1142-000,2022 N FRATNEY ST,43.05754,-87.900024
319-1027-100,2222 E BELLEVIEW PL,43.0661276,-87.8821462
319-1024-000,2222 E BELLEVIEW PL,43.0661276,-87.8821462
392-2865-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2800-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2715-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2742-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2744-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2806-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2851-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2816-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2817-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2818-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2722-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2789-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2790-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2794-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2819-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2854-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2710-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2827-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2765-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2746-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
392-2720-000,270 E HIGHLAND AV,43.04523349999999,-87.90901699999999
