Taxkey,Address,lat,lng
388-1720-000,2932 W STATE ST,43.043572,-87.9516639
401-0213-000,3406 W ST PAUL AV,43.0349946,-87.95685139999999
363-3223-000,1821 W MC KINLEY AV,43.0486837,-87.9636092
389-1526-000,853 N 21ST ST,43.04140599999999,-87.939645
364-2503-000,1246 N 26TH ST,43.0469506,-87.945995
364-1425-000,2465 W MC KINLEY AV,43.0486837,-87.9636092
389-1123-000,1035 N 21ST ST,43.044079,-87.939424
401-0138-000,424 N 32ND ST,43.0354435,-87.9538314
365-1394-000,3317 W MC KINLEY BL,43.046948,-87.95590399999999
364-1458-000,1242 N 24TH PL,43.0468602,-87.94384029999999
401-0044-000,3001 W ST PAUL AV,43.034493,-87.95173799999999
364-1503-000,2109 W MC KINLEY AV,43.0486837,-87.9636092
389-1593-000,2217 W WELLS ST,43.0400894,-87.9410666
401-0121-000,3002 W ST PAUL AV,43.034987,-87.95174899999999
363-3229-000,1727 W MC KINLEY AV,43.0486837,-87.9636092
388-1539-000,2836 W STATE ST,43.043567,-87.950109
389-0506-000,814 N 26TH ST,43.0407,-87.94601899999999
388-0671-000,3303 W KILBOURN AV,43.041399,-87.9554
401-0603-000,3205 W MICHIGAN ST,43.037265,-87.954206
388-0678-000,832 N 34TH ST,43.04104359999999,-87.956144
388-1414-100,3022 W STATE ST,43.043574,-87.95248099999999
364-1456-000,2425 W MC KINLEY AV,43.0486837,-87.9636092
389-0203-000,1003 N 21ST ST,43.0433949,-87.939264
389-0202-000,1011 N 21ST ST,43.043534,-87.939261
388-0672-000,3307 W KILBOURN AV,43.0414,-87.95556400000001
389-1147-000,1118 N 22ND ST,43.0448903,-87.9400459
365-0102-000,2719 W MC KINLEY BL,43.046974,-87.94835599999999
389-1503-000,2035 W WELLS ST,43.040041,-87.938988
