ADDRESS,ZIP CODE,lat,lng
253 BAY 14TH   STREET                    ,11214,40.6039342,-74.0110954
8659 16TH AVENUE                         ,11214,40.608749,-74.00825999999999
55 BAY 14TH   STREET                     ,11214,40.60781799999999,-74.00656599999999
15 BAY 23RD   STREET                     ,11214,40.604518,-73.99917599999999
8672 21ST   AVENUE                       ,11214,40.602029,-73.99772999999999
68 BAY 28 STREET                         ,11214,40.601607,-73.996901
45 BAY 28TH   STREET                     ,11214,40.601736,-73.996071
149 BAY 13 STREET                        ,11214,40.606483,-74.00929099999999
141 BAY 13TH STREET                      ,11214,40.606592,-74.0091769
121 BAY 28TH STREET                      ,11214,40.600109,-73.997755
8758 BAY PARKWAY                         ,11214,40.5989382,-73.9973593
159 BAY 29TH   STREET                    ,11214,40.59913299999999,-73.9976381
1869 CROPSEY AVENUE                      ,11214,40.60169860000001,-74.0052881
1859-1861 CROPSEY AVENUE                 ,11214,40.60185269999999,-74.0055307
194 BAY 22ND STREET                      ,11214,40.60175599999999,-74.003933
65 BAY 19TH   STREET                     ,11214,40.605422,-74.00297499999999
"1265 SHORE PARKWAY, C2                   ",11214,40.60148239999999,-74.0103532
"8853 BAY 16TH STREET, 3D                 ",11214,40.6029246,-74.0093852
"304 BAY 17TH STREET, 3B                  ",11214,40.6016071,-74.0099407
"8909 BAY 16TH STREET, 3D                 ",11214,40.6019264,-74.01040069999999
"268 BAY 17TH STREET, A2                  ",11214,40.60224210000001,-74.0092765
"8867 BAY 16TH STREET, 3C                 ",11214,40.6026771,-74.00962849999999
"8853 BAY 16TH STREET, 2A                 ",11214,40.6029246,-74.0093852
"1259 SHORE PARKWAY, D3                   ",11214,40.6015706,-74.0104977
"280 BAY 19TH STREET, B                   ",11214,40.60127689999999,-74.0079607
"290 BAY 19TH STREET, A                   ",11214,40.6010986,-74.0081378
"254 BAY19TH STREET, A                    ",11214,40.6018142,-74.00744639999999
"294 BAY 19TH STREET, B                   ",11214,40.60102,-74.00821890000002
"256 BAY 19TH STREET, 256B                ",11214,40.601804,-74.0074429
"249 BAY 19TH STREET, B                   ",11214,40.60174300000001,-74.0070622
"287 BAY 19TH STREET, B                   ",11214,40.6009389,-74.007881
"8986 15TH AVENUE, 1B                     ",11228,40.6039229,-74.01755519999999
"381 BAY 8TH STREET, 2B                   ",11228,40.6042417,-74.0179864
"377 BAY 8TH STREET, 1B                   ",11228,40.6043126,-74.0178814
"377 BAY 8TH STREET, 2B                   ",11228,40.6043186,-74.017901
"1051 SHORE PARKWAY, 1B                   ",11228,40.6034649,-74.0164717
"1553 INDEPENDENCE AVE, 1B                ",11228,40.6036001,-74.0154261
"1039 SHORE PARKWAY, 2B                   ",11228,40.603506,-74.016881
"1525 INDEPENDENCE AVENUE, 2B             ",11228,40.6038112,-74.016308
"1553 INDEPENDENCE AVENUE, 2B             ",11228,40.6036001,-74.0154261
"1051 SHORE PARKWAY, 2B                   ",11228,40.6034649,-74.0164717
"8971 15TH AVENUE, 1B                     ",11228,40.6039689,-74.01701539999999
"1059 SHORE PARKWAY, 1A                   ",11228,40.6033439,-74.0162522
"8977 15TH AVENUE, 2B                     ",11228,40.6038834,-74.0171167
"1571 INDEPENDENCE AVE, IB                ",11228,40.603489,-74.0148226
"1521 INDEPENDENCE AVENUE, A1             ",11228,40.6038408,-74.0164303
"1559 INDEPENDENCE AVENUE, 2B             ",11228,40.6035544,-74.0151921
"30 BAY 29TH   STREET, 3J                 ",11214,40.6020441,-73.995176
"200 BAY 22ND   STREET, B2                ",11214,40.601642,-74.00404999999999
"8814 BAY PARKWAY, 1H                     ",11214,40.597739,-73.9986289
"8814 BAY PARKWAY, 1E                     ",11214,40.597739,-73.9986289
8686 BAY PARKWAY                         ,11214,40.600222,-73.99604699999999
1642 BATH AVENUE                         ,11214,40.605644,-74.0095879
2064 BATH AVE                            ,11214,40.600053,-73.9999253
2150 BATH AVENUE                         ,11214,40.598769,-73.998139
15 BAY 29TH   STREET                     ,11214,40.601858,-73.994771
15 BAY 29 STREET                         ,11214,40.601858,-73.994771
120 BAY 29TH STREET                      ,11214,40.6001059,-73.997305
122 BAY 29TH   STREET                    ,11214,40.5999225,-73.99719360000002
189 BAY 23RD   STREET                    ,11214,40.601244,-74.002625
"153 BAY 26TH STREET, 1A                  ",11214,40.6005077,-73.9997872
8660-8662 18TH AVENUE                    ,11214,40.606327,-74.004035
2076 86TH   STREET                       ,11214,40.6033301,-73.9965902
8746 20TH AVENUE                         ,11214,40.601889,-74.001451
269 BAY 8TH STREET                       ,11228,40.6063202,-74.01578909999999
8655 BAY 16TH   STREET                   ,11214,40.606896,-74.005042
70 BAY 20TH   STREET                     ,11214,40.605148,-74.002813
8750 18TH   AVENUE                       ,11214,40.6044582,-74.0058202
8756 18TH   AVENUE                       ,11214,40.6043168,-74.0059488
832 67TH   STREET                        ,11220,40.630792,-74.01311199999999
6652 BERGEN PLACE                        ,11220,40.639572,-74.02837699999999
154 SENATOR STREET                       ,11220,40.638316,-74.029332
162 SENATOR STREET                       ,11220,40.638255,-74.029134
139 68TH   STREET                        ,11220,40.638261,-74.030113
640 67TH   STREET                        ,11220,40.633197,-74.01695699999999
633 68TH STREET                          ,11220,40.632886,-74.01712200000001
733 68TH STREET                          ,11220,40.631428,-74.0147439
94 68TH STREET                           ,11220,40.638348,-74.032107
6806 BLISS TERRACE                       ,11220,40.6383494,-74.031914
6808 MADELINE COURT                      ,11220,40.637043,-74.027686
449 BAY RIDGE AVENUE                     ,11220,40.634179,-74.0220049
516 68TH STREET                          ,11220,40.6337339,-74.020319
6816 VISTA PLACE                         ,11220,40.63321,-74.01973799999999
6809 6 AVENUE                            ,11220,40.632644,-74.018097
625 BAY RIDGE AVENUE                     ,11220,40.632183,-74.017652
6935 RIDGE BOULEVARD                     ,11209,40.635585,-74.028718
6905 RIDGE BLVD                          ,11209,40.63627,-74.028441
21 BAY RIDGE PLACE                       ,11209,40.635701,-74.027862
540 BAY RIDGE AVENUE                     ,11220,40.632746,-74.01998499999999
872 BAY RIDGE AVENUE                     ,11220,40.629069,-74.013261
7011 NARROWS AVENUE                      ,11209,40.637079,-74.033965
7019 LOUISE TERRACE                      ,11209,40.6362787,-74.0322269
73 MACKAY PLACE                          ,11209,40.636615,-74.033052
44 MACKAY PLACE                          ,11209,40.6365569,-74.0342883
7020 RIDGECREST TERRACE                  ,11209,40.6358827,-74.0311308
7013 RIDGE CREST TERRACE                 ,11209,40.635905,-74.030543
7036 PERRY TERRACE                       ,11209,40.6351985,-74.03046920000001
7107 RIDGE COURT                         ,11209,40.633684,-74.0256239
456 OVINGTON AVENUE                      ,11209,40.632715,-74.022504
556 OVINGTON AVENUE                      ,11209,40.631664,-74.019941
