Address,lat,lng
4076 GRACE AVENUE                        ,40.891751,-73.8448389
4049 EDSON AVENUE                        ,40.891117,-73.844222
4090 EDSON AVENUE                        ,40.892529,-73.844157
4095 BAYCHESTER AVE                      ,40.89258299999999,-73.843825
4049 BAYCHESTER AVENUE                   ,40.891545,-73.843434
4047 BAYCHESTER AVENUE                   ,40.891492,-73.843414
4066 BAYCHESTER AVENUE                   ,40.892138,-73.843041
4026 DE REIMER AVENUE                    ,40.891129,-73.841752
4067 WILDER AVENUE                       ,40.892373,-73.841855
4016 WILDER AVENUE                       ,40.890958,-73.840752
2057 STRANG AVE                          ,40.8906311,-73.8405374
2089 STRANG AVENUE                       ,40.891126,-73.83931
4055A HILL AVE                           ,40.8925,-73.839973
4076 SETON AVENUE                        ,40.8933139,-73.8378826
4039 AMUNDSON AVENUE                     ,40.892567,-73.837143
4035 AMUNDSON AVENUE                     ,40.892438,-73.83709499999999
4022 AMUNDSON AVENUE                     ,40.892327,-73.836501
2306 PALMER AVENUE                       ,40.8612595,-73.825857
2223 BOLLER AVENUE                       ,40.8606358,-73.8250541
3300 BOLLER AVENUE                       ,40.879139,-73.834116
3434 BOLLER AVENUE                       ,40.881121,-73.835184
3412 ROPES AVENUE                        ,40.8877509,-73.817461
2571 PELHAM BAY PARK WEST                ,40.888049,-73.817055
3556 ROPES AVENUE                        ,40.889564,-73.818867
2577 HOLLERS AVENUE                      ,40.8886393,-73.8173499
2573 HOLLERS AVENUE                      ,40.888675,-73.817651
1305 NEEDHAM AVENUE                      ,40.878133,-73.852543
1443 OAKLEY STREET                       ,40.8798456,-73.8506922
1457 OAKLEY STREET                       ,40.8801381,-73.8501035
1450 OAKLEY STREET                       ,40.879639,-73.850172
1432 NEEDHAM AVENUE                      ,40.8789768,-73.849964
3531 TIEMANN AVENUE                      ,40.879151,-73.84486199999999
3456 KINGSLAND AVENUE                    ,40.878533,-73.844906
3423 WICKHAM AVENUE                      ,40.878298,-73.84237399999999
3415 WICKHAM AVENUE                      ,40.878046,-73.84223899999999
3341 FISH AVENUE                         ,40.874918,-73.849671
3313 FISH AVENUE                         ,40.874024,-73.84917999999999
3362 FENTON AVE                          ,40.875934,-73.847566
1754 GIVAN AVENUE                        ,40.875727,-73.841397
3019 EASTCHESTER ROAD                    ,40.86989,-73.843285
1605 ARNOW AVENUE                        ,40.868249,-73.840661
1950 GIVAN AVENUE                        ,40.8771473,-73.8374911
1317 EAST 223 STREET                     ,40.8802403,-73.8433977
1355 EAST 224 STREET                     ,40.880572,-73.842291
1229 EAST 224TH STREET                   ,40.8818833,-73.845441
1118 E 225TH ST                          ,40.883659,-73.848578
3525 PALMER AVENUE                       ,40.882407,-73.83756699999999
3849 AMUNDSON AVENUE                     ,40.8881749,-73.8354729
3944 HILL AVENUE                         ,40.8900657,-73.8385581
4000 EDSON AVENUE                        ,40.890121,-73.843289
4004 EDSON AVENUE                        ,40.890243,-73.843334
4085 DEREIMER AVENUE                     ,40.892623,-73.84288099999999
4036 WILDER AVENUE                       ,40.8916679,-73.84105960000001
4065 SETON AVENUE                        ,40.892943,-73.838258
3450 BOLLER AVENUE                       ,40.881276,-73.835118
3703 PRATT AVENUE                        ,40.8864474,-73.835009
EAST 219 STREET                          ,40.88175469999999,-73.8570644
1449 NEEDHAM AVENUE                      ,40.8792093,-73.8499647
1475 HICKS STREET                        ,40.879256,-73.848665
3530 MICKLE AVENUE                       ,40.879214,-73.84653329999999
EASTCHESTER ROAD                         ,40.8643221,-73.84338199999999
2743 WICKHAM AVENUE                      ,40.866493,-73.83639699999999
1810 BARTOW AVENUE                       ,40.867131,-73.83589599999999
3241 BAYCHESTER                          ,40.87693,-73.83671799999999
3951 HILL AVENUE                         ,40.890021,-73.839013
PRATT AVENUE                             ,40.8879879,-73.8344561
N/A SECOR AVENUE                         ,40.8878616,-73.8323566
2074 EDENWALD AVENUE                     ,40.893289,-73.840788
BASSETT AVENUE                           ,40.8516534,-73.8422345
HUNTER AVENUE                            ,40.5782573,-74.09759799999999
3489 KINGSLAND AVENUE                    ,40.879109,-73.84579599999999
4063 SETON AVENUE                        ,40.8928439,-73.83822099999999
3410 WICKHAM AVENUE                      ,40.87798189999999,-73.8418998
3402 WICKHAM AVENUE                      ,40.877804,-73.8417994
3310 PALMER AVENUE                       ,40.878965,-73.834626
3300 PALMER AVENUE                       ,40.8787621,-73.83470489999999
"3410 DE REIMER AVENUE, 10B               ",40.88012459999999,-73.8365863
"3410 DE REIMER AVE, 6M                   ",40.88012459999999,-73.8365863
"3410 DEREIMER AVENUE, 12D                ",40.88012459999999,-73.8365863
3586 BOSTON ROAD                         ,40.8787453,-73.8434927
3619 PROVOST AVENUE                      ,40.886664,-73.828586
3511 BOSTON ROAD                         ,40.8775059,-73.84583099999999
1959 STRANG AVENUE                       ,40.89029499999999,-73.843006
3920 MERRITT AVENUE                      ,40.889875,-73.828914
3931 MULVEY AVENUE                       ,40.889942,-73.8287
4001 BOSTON ROAD                         ,40.885635,-73.83196000000001
2325 HOLLERS AVENUE                      ,40.8851193,-73.8259341
3450 BAYCHESTER                          ,40.8804732,-73.8378208
HOLLERS AVENUE                           ,40.885651,-73.8235211
N/A NOELL AVENUE                         ,40.88482,-73.82612329999999
3101 EASTCHESTER ROAD                    ,40.8713278,-73.8439545
