Taxkey,Project,Address,Style,YearBld,Story,Units,FinSqft,BedRms,FullBath,HalfBath,SaleDate,Sale $,Nbhd,Ald
315-1526-000,RIVERVIEW SIX,2904 N CAMBRIDGE AV,APARTMENT,2006,1.0,1,"1,200",2,2,0,2015-05,"158,000",5407,3
397-0285-100,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"2,754",2,1,0,2015-08,"605,000",5395,4
397-0318-000,RIVERWALK PLAZA,201 N WATER ST,APARTMENT,1889,1.0,1,"1,653",1,2,0,2015-05,"285,000",5395,4
397-0267-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,645",0,2,0,2015-11,"302,500",5395,4
397-0250-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,397",1,2,0,2015-12,"250,000",5395,4
397-0286-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,397",2,2,0,2015-03,"270,000",5395,4
397-0307-000,RIVERWALK PLAZA,201 N WATER ST,APARTMENT,1889,1.0,1,"1,129",2,2,0,2015-10,"247,500",5395,4
397-0257-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,109",1,1,0,2015-10,"240,000",5395,4
397-0266-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,109",1,1,0,2015-08,"215,000",5395,4
397-0275-000,RIVERWALK PLAZA,141 N WATER ST,APARTMENT,1894,1.0,1,"1,109",1,1,0,2015-08,"217,500",5395,4
397-0301-000,RIVERWALK PLAZA,201 N WATER ST,APARTMENT,1889,1.0,1,907,1,1,0,2015-04,"167,000",5395,4
397-0301-000,RIVERWALK PLAZA,201 N WATER ST,APARTMENT,1889,1.0,1,907,1,1,0,2015-12,"168,500",5395,4
431-1223-000,ROXWELL LOFTS,1017 S 2ND ST,APARTMENT,1895,1.0,1,522,0,1,0,2015-06,"90,000",5383,12
145-0373-000,ROYAL ORLEANS,6542 N BOURBON ST,TOWN HOUSE,1972,2.0,1,"1,122",3,1,1,2015-02,"25,000",5140,2
145-0376-000,ROYAL ORLEANS,6548 N BOURBON ST,TOWN HOUSE,1972,2.0,1,"1,122",3,1,1,2015-03,"25,000",5140,2
043-0653-000,SERVITE COLONY,76017 W DONNA CT,APARTMENT,1980,1.0,1,"1,004",2,1,1,2015-09,"7,000",5078,9
043-0663-000,SERVITE COLONY,76251 W DONNA CT,APARTMENT,1980,1.0,1,940,2,1,1,2015-11,"25,000",5078,9
043-0645-000,SERVITE COLONY,76307 W DEAN RD,APARTMENT,1980,1.0,1,899,2,1,1,2015-10,"19,500",5078,9
043-0647-000,SERVITE COLONY,76011 W DONNA CT,APARTMENT,1980,1.0,1,868,2,1,1,2015-06,"21,000",5078,9
043-0823-000,SERVITE MANOR,8069 W MANOR CR,MIXED,1990,2.0,1,"1,149",2,1,1,2015-02,"43,000",5073,9
043-0178-000,SERVITE WOODS (ATRIUM),8603101 N SERVITE DR,MIXED STYLES,1974,2.0,1,"1,496",2,1,1,2015-08,"40,000",5070,9
043-0188-000,SERVITE WOODS (ATRIUM),8611111 N SERVITE DR,MIXED STYLES,1974,1.0,1,"1,496",2,1,1,2015-05,"55,000",5070,9
043-0196-000,SERVITE WOODS (ATRIUM),8607119 N SERVITE DR,MIXED STYLES,1974,1.0,1,"1,040",2,2,0,2015-12,"28,500",5070,9
043-0279-000,SERVITE WOODS (ATRIUM),8619214 N SERVITE DR,MIXED STYLES,1974,1.0,1,"1,040",2,2,0,2015-07,"24,500",5070,9
043-0194-000,SERVITE WOODS (ATRIUM),8607117 N SERVITE DR,MIXED STYLES,1974,1.0,1,"1,024",2,2,0,2015-11,"22,000",5070,9
043-0264-000,SERVITE WOODS (ATRIUM),8619115 N SERVITE DR,MIXED STYLES,1974,1.0,1,"1,024",2,2,0,2015-09,"31,000",5070,9
043-0304-000,SERVITE WOODS (ATRIUM),8631119 N SERVITE DR,MIXED STYLES,1974,1.0,1,914,2,1,1,2015-03,"38,000",5070,9
043-0311-000,SERVITE WOODS (ATRIUM),8629208 N SERVITE DR,MIXED STYLES,1974,1.0,1,914,2,1,1,2015-12,"18,000",5070,9
043-0388-000,SERVITE WOODS (TOWNHOUSES),8622 N SERVITE DR,TOWN HOUSE,1974,2.0,1,"1,436",3,1,1,2015-07,"50,000",5068,9
043-0389-000,SERVITE WOODS (TOWNHOUSES),8608 N SERVITE DR,TOWN HOUSE,1974,2.0,1,"1,422",3,1,1,2015-11,"56,000",5068,9
043-0501-000,SERVITE WOODS (TRILEVEL & BILEVEL),7812 W HEATHER AV,BILEVEL,1978,2.0,1,"1,424",2,2,0,2015-12,"45,000",5069,9
043-0539-000,SERVITE WOODS (TRILEVEL & BILEVEL),7819 W HEATHER AV,TRILEVEL,1978,1.5,1,"1,292",1,2,0,2015-09,"45,000",5069,9
043-0556-000,SERVITE WOODS (TRILEVEL & BILEVEL),7603 W HEATHER AV,TRILEVEL,1978,1.5,1,"1,292",1,2,0,2015-12,"42,000",5069,9
525-1471-000,SHAKER HEIGHTS,9822 W MORGAN AV,TOWN HOUSE,1966,2.0,1,"1,260",3,1,1,2015-03,"58,000",5299,11
525-1478-100,SHAKER HEIGHTS,9806 W MORGAN AV,TOWN HOUSE,1966,2.0,1,"1,260",3,1,1,2015-12,"64,000",5299,11
353-1538-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,910",2,2,0,2015-07,"274,000",5971,6
353-1573-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,694",2,2,0,2015-05,"265,000",5971,6
353-1558-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,436",2,2,0,2015-11,"230,000",5971,6
353-1549-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,109",2,2,0,2015-03,"218,000",5971,6
353-1537-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,006",2,1,0,2015-11,"146,000",5971,6
353-1547-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,"1,006",1,1,0,2015-06,"159,500",5971,6
353-1554-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,914,1,1,0,2015-05,"136,000",5971,6
353-1570-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,914,1,1,0,2015-12,"138,500",5971,6
353-1523-000,SHOEWORKS LOFTS,1924 N HUBBARD ST,APARTMENT,1945,1.0,1,860,1,1,0,2015-07,"140,500",5971,6
500-1392-000,ST CLAIR CONDOMINIUM,2439 S ST CLAIR ST,TOWNHOUSE,2002,1.0,1,"1,100",2,1,1,2015-07,"130,000",5288,14
500-1394-000,ST CLAIR CONDOMINIUM,2445 S ST CLAIR ST,TOWNHOUSE,2002,1.0,1,"1,100",2,1,1,2015-02,"157,000",5288,14
318-0514-000,ST. REGIS CONDOMINIUMS,2633 N HACKETT AV,APARTMENT,1912,1.0,1,"1,641",2,1,1,2015-11,"225,000",5612,3
355-1617-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,"1,868",2,2,0,2015-09,"317,000",5855,3
355-1662-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,"1,439",2,2,0,2015-06,"280,000",5855,3
355-1628-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,910,1,1,0,2015-11,"175,000",5855,3
355-1698-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,910,1,1,0,2015-03,"185,000",5855,3
355-1616-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-04,"175,400",5855,3
355-1633-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-06,"162,000",5855,3
355-1647-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-05,"172,000",5855,3
355-1658-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-05,"172,900",5855,3
355-1660-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-09,"176,000",5855,3
355-1664-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-08,"175,500",5855,3
355-1672-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-10,"177,000",5855,3
355-1689-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-12,"173,500",5855,3
355-1706-000,STERLING CONDOMINIUM,1550 E ROYALL PL,APARTMENT,2005,1.0,1,895,1,1,0,2015-07,"185,500",5855,3
318-0422-000,STONEHENGE,2664 N HACKETT AV,APARTMENT,1912,1.0,1,"2,650",2,1,0,2015-12,"420,000",5610,3
404-0773-000,STORY HILL CONDOMINIUM,5128 W BLUE MOUND RD,APARTMENT,2006,1.0,1,"1,637",2,2,0,2015-04,"194,000",5260,10
404-0776-000,STORY HILL CONDOMINIUM,5128 W BLUE MOUND RD,APARTMENT,2006,1.0,1,"1,402",2,2,0,2015-07,"197,000",5260,10
397-0434-000,STRAUSS HAUS CONDOMINIUM,236 N WATER ST,APARTMENT,1906,1.0,1,"4,250",3,2,0,2015-11,"585,000",5381,4
356-1045-000,SUMMIT HOUSE,19199E N SUMMIT AV,APARTMENT,1965,1.0,1,"1,332",3,2,0,2015-10,"215,000",5850,3
356-1013-000,SUMMIT HOUSE,19193C N SUMMIT AV,APARTMENT,1965,1.0,1,"1,026",2,1,1,2015-03,"147,500",5850,3
356-1047-000,SUMMIT HOUSE,191910B N SUMMIT AV,APARTMENT,1965,1.0,1,607,1,1,0,2015-01,"100,000",5850,3
393-0953-000,TERRACE ROW CONDOMINIUMS,765 E KILBOURN AV,TOWNHOUSW,0,4.0,1,"3,459",0,0,0,2015-02,"750,000",5892,4
393-0952-000,TERRACE ROW CONDOMINIUMS,775 E KILBOURN AV,TOWNHOUSE,2008,4.0,1,"3,458",2,3,2,2015-03,"1,000,000",5892,4
397-0361-000,TRANSPORTATION DISTRICT,418 N 3RD ST,APARTMENT,1894,1.0,1,"1,758",2,2,0,2015-06,"288,700",5391,4
397-0367-000,TRANSPORTATION DISTRICT,418 N 3RD ST,APARTMENT,1894,1.0,1,"1,733",2,2,0,2015-09,"467,500",5391,4
397-0360-000,TRANSPORTATION DISTRICT,418 N 3RD ST,APARTMENT,1894,1.0,1,"1,626",2,2,0,2015-06,"230,000",5391,4
397-0352-000,TRANSPORTATION DISTRICT,418 N 3RD ST,APARTMENT,1894,1.0,1,"1,492",3,2,0,2015-10,"275,000",5391,4
397-0345-000,TRANSPORTATION DISTRICT,418150 N 3RD ST,APARTMENT,1894,1.0,1,"1,178",1,1,0,2015-08,"205,000",5391,4
044-0351-000,TRINITY COURT CONDOMINIUMS,7019 W HUMMINGBIRD CT,Townhouse,1989,1.0,1,"1,278",2,2,0,2015-03,"100,000",5083,9
354-1217-000,TROSTEL SQUARE CONDOMINIUMS,1805 N RIVERWALK WA,APARTMENT,2002,3.0,1,"2,784",3,3,1,2015-07,"430,000",5963,6
354-1213-000,TROSTEL SQUARE CONDOMINIUMS,1787 N RIVERWALK WA,APARTMENT,2002,3.0,1,"1,599",2,2,1,2015-06,"345,000",5963,6
552-1541-100,TUDOR VILLAGE,2200 W HOWARD AV,RANCH,1953,1.0,1,837,2,1,0,2015-09,"52,000",5313,13
354-1678-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,"1,313",2,2,0,2015-12,"179,900",5826,6
354-1681-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,"1,308",2,2,0,2015-02,"156,200",5826,6
354-1635-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,995,2,2,0,2015-06,"165,000",5826,6
354-1648-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,903,1,1,1,2015-10,"145,000",5826,6
354-1647-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,892,1,1,1,2015-12,"133,000",5826,6
354-1664-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,841,1,1,0,2015-08,"130,000",5826,6
354-1661-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,768,1,1,0,2015-03,"129,900",5826,6
354-1637-000,UNION POINT CONDOMINIUM,2080 N COMMERCE ST,APARTMENT,2007,1.0,1,726,1,1,0,2015-03,"130,000",5826,6
393-0831-000,UNIVERSITY CLUB TOWER CONDOS,825 N PROSPECT AV,APARTMENT,2007,1.0,1,"3,743",2,2,2,2015-12,"1,675,000",5994,4
393-0834-000,UNIVERSITY CLUB TOWER CONDOS,825 N PROSPECT AV,APARTMENT,2007,1.0,1,"3,345",2,2,1,2015-05,"1,500,000",5994,4
393-0805-000,UNIVERSITY CLUB TOWER CONDOS,825 N PROSPECT AV,APARTMENT,2007,1.0,1,"2,684",2,2,1,2015-10,"977,500",5994,4
393-0812-000,UNIVERSITY CLUB TOWER CONDOS,825 N PROSPECT AV,APARTMENT,2007,1.0,1,"2,447",2,2,1,2015-12,"925,000",5994,4
393-0826-000,UNIVERSITY CLUB TOWER CONDOS,825 N PROSPECT AV,APARTMENT,2007,1.0,1,"2,068",1,2,0,2015-07,"670,000",5994,4
360-1494-000,VAN BUREN CITYLOFTS,1325204 N VAN BUREN ST,APARTMENT,1922,1.0,1,"1,570",2,2,0,2015-09,"348,000",5974,4
360-1506-000,VAN BUREN CITYLOFTS,1325309 N VAN BUREN ST,APARTMENT,1922,1.0,1,"1,542",1,2,0,2015-06,"417,500",5974,4
262-0703-100,VILLA DU COURS (ATRIUM),90343 W LISBON AV,MIXED STYLES,1975,2.0,1,"1,159",2,1,1,2015-12,"47,000",5221,5
262-0707-000,VILLA DU COURS (ATRIUM),90347 W LISBON AV,MIXED STYLES,1975,1.0,1,928,2,1,0,2015-09,"45,000",5221,5
262-0708-000,VILLA DU COURS (ATRIUM),90348 W LISBON AV,MIXED STYLES,1975,1.0,1,928,2,1,0,2015-08,"53,500",5221,5
262-0716-000,VILLA DU COURS (ATRIUM),903416 W LISBON AV,MIXED STYLES,1975,1.0,1,928,2,1,0,2015-11,"50,900",5221,5
262-0773-000,VILLA DU COURS (ELEVATOR),9002109 W LISBON AV,APARTMENT,1974,1.0,1,"1,067",2,2,0,2015-04,"46,000",5220,5
262-0797-000,VILLA DU COURS (ELEVATOR),9002309 W LISBON AV,APARTMENT,1974,1.0,1,"1,067",2,2,0,2015-08,"44,000",5220,5
262-0842-000,VILLA DU COURS (ELEVATOR),3749106 N 88TH ST,APARTMENT,1974,1.0,1,"1,067",2,2,0,2015-07,"49,900",5220,5
262-0877-000,VILLA DU COURS (ELEVATOR),3765105 N 88TH ST,APARTMENT,1974,1.0,1,"1,067",2,2,0,2015-01,"40,000",5220,5
262-0932-000,VILLA DU COURS (ELEVATOR),3635306 N TUCKER PL,APARTMENT,1974,1.0,1,"1,067",1,2,0,2015-06,"47,500",5220,5
262-0953-000,VILLA DU COURS (ELEVATOR),3609205 N TUCKER PL,APARTMENT,1974,1.0,1,"1,067",2,2,0,2015-02,"40,000",5220,5
262-0861-000,VILLA DU COURS (ELEVATOR),3749301 N 88TH ST,APARTMENT,1974,1.0,1,"1,015",2,1,1,2015-10,"40,000",5220,5
262-0867-000,VILLA DU COURS (ELEVATOR),3749307 N 88TH ST,APARTMENT,1974,1.0,1,"1,015",2,1,1,2015-09,"48,000",5220,5
262-0898-000,VILLA DU COURS (ELEVATOR),3765306 N 88TH ST,APARTMENT,1974,1.0,1,"1,015",2,1,1,2015-02,"43,500",5220,5
262-0939-000,VILLA DU COURS (ELEVATOR),3609101 N TUCKER PL,APARTMENT,1974,1.0,1,"1,015",2,1,1,2015-09,"47,000",5220,5
262-0879-000,VILLA DU COURS (ELEVATOR),3765107 N 88TH ST,APARTMENT,1974,1.0,1,990,2,1,1,2015-06,"42,880",5220,5
262-0790-000,VILLA DU COURS (ELEVATOR),9002302 W LISBON AV,APARTMENT,1974,1.0,1,981,2,1,1,2015-06,"33,900",5220,5
262-0904-100,VILLA DU COURS (ELEVATOR),3635102 N TUCKER PL,APARTMENT,1974,1.0,1,981,2,1,1,2015-07,"55,500",5220,5
262-0798-000,VILLA DU COURS (ELEVATOR),9002 W LISBON AV,APARTMENT,1974,1.0,1,863,1,1,0,2015-07,"40,100",5220,5
262-0936-000,VILLA DU COURS (ELEVATOR),3635310 N TUCKER PL,APARTMENT,1974,1.0,1,863,1,1,0,2015-08,"33,000",5220,5
355-1354-000,WALLARD MANOR/Kane Place,1704 E KANE PL,APARTMENT,1911,1.0,1,"1,464",3,1,1,2015-03,"181,500",5810,3
396-0374-000,WAREHOUSE 525 CONDOMINIUM,525 E CHICAGO ST,WAREHOUSE,1916,1.0,1,878,1,1,0,2015-03,"181,000",5386,4
396-0375-000,WAREHOUSE 525 CONDOMINIUM,525 E CHICAGO ST,WAREHOUSE,1916,1.0,1,813,1,1,0,2015-09,"168,250",5386,4
397-0461-000,WAREHOUSE LOFTS,413 N 2ND ST,APARTMENT,1894,1.0,1,"1,697",2,2,0,2015-04,"325,000",5398,4
397-0459-000,WAREHOUSE LOFTS,413 N 2ND ST,APARTMENT,1894,1.0,1,"1,379",2,2,0,2015-06,"256,500",5398,4
397-0454-000,WAREHOUSE LOFTS,413 N 2ND ST,APARTMENT,1894,1.0,1,"1,124",2,2,0,2015-07,"182,000",5398,4
428-0954-100,WATER STREET LOFTS CONDOMINIUM,210 S WATER ST,APARTMENT,2006,1.0,1,"1,450",2,2,0,2015-10,"285,000",5396,12
428-0661-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,"1,333",2,2,0,2015-09,"303,500",5396,12
428-0642-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,"1,215",2,2,0,2015-03,"250,000",5396,12
428-0663-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,945,1,1,0,2015-11,"243,000",5396,12
428-0667-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,935,1,1,0,2015-06,"197,000",5396,12
428-0636-100,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,932,1,1,0,2015-07,"197,500",5396,12
428-0635-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,907,1,1,0,2015-02,"184,800",5396,12
428-0630-111,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,827,2,2,0,2015-01,"149,900",5396,12
428-0934-000,WATER STREET LOFTS CONDOMINIUM,210 S WATER ST,APARTMENT,2006,1.0,1,716,1,1,0,2015-06,"158,000",5396,12
428-0644-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,638,1,1,0,2015-06,"141,000",5396,12
428-0646-000,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,638,1,1,0,2015-08,"149,900",5396,12
428-0657-100,WATER STREET LOFTS CONDOMINIUM,200 S WATER ST,APARTMENT,1875,1.0,1,638,1,1,0,2015-06,"149,200",5396,12
428-0708-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,"2,774",2,1,0,2015-10,"847,500",5394,12
428-0724-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,"2,774",2,1,0,2015-04,"745,000",5394,12
428-0736-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,"1,240",2,1,0,2015-08,"455,000",5394,12
428-0737-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,"1,240",2,1,0,2015-01,"360,000",5394,12
428-0688-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,"1,140",2,1,0,2015-08,"405,000",5394,12
428-0707-000,WATERFRONT CONDO,130 S WATER ST,APARTMENT,2004,1.0,1,971,2,1,0,2015-05,"240,000",5394,12
501-0637-000,WATERS EDGE,2710B S SHORE DR,MIXED STYLES,1987,2.0,1,"1,673",2,2,1,2015-02,"327,500",5292,14
319-1342-000,WATERTOWER ROW,2571 N FARWELL AV,townhse,2001,3.5,1,"1,620",2,2,1,2015-06,"258,500",5510,3
354-0979-000,WESTERN LEATHER LOFTS,904111 E PEARSON ST,APARTMENT,1889,2.0,1,"1,737",2,1,1,2015-07,"290,000",5982,3
354-1021-000,WESTERN LEATHER LOFTS,904504 E PEARSON ST,APARTMENT,1889,1.0,1,"1,677",2,2,0,2015-06,"395,000",5982,3
354-1016-000,WESTERN LEATHER LOFTS,904403 E PEARSON ST,APARTMENT,1889,1.0,1,"1,643",2,2,0,2015-01,"270,000",5982,3
354-0989-000,WESTERN LEATHER LOFTS,904121 E PEARSON ST,APARTMENT,1889,2.0,1,"1,147",2,1,1,2015-10,"199,900",5982,3
354-0996-000,WESTERN LEATHER LOFTS,904302 E PEARSON ST,APARTMENT,1889,1.0,1,"1,140",2,2,1,2015-10,"215,000",5982,3
354-1013-000,WESTERN LEATHER LOFTS,904324 E PEARSON ST,APARTMENT,1889,1.0,1,595,1,1,0,2015-05,"113,700",5982,3
354-1012-000,WESTERN LEATHER LOFTS,904323 E PEARSON ST,APARTMENT,1889,1.0,1,561,1,1,0,2015-07,"110,000",5982,3
354-1004-000,WESTERN LEATHER LOFTS,904315 E PEARSON ST,APARTMENT,1889,1.0,1,535,0,1,0,2015-05,"87,500",5982,3
354-1006-000,WESTERN LEATHER LOFTS,904317 E PEARSON ST,APARTMENT,1889,1.0,1,535,0,1,0,2015-05,"91,500",5982,3
044-0108-000,WHISPERING HILLS (ELEVATOR),8735 N 72ND ST,APARTMENT,1973,1.0,1,"1,127",2,2,0,2015-09,"37,500",5081,9
044-0178-000,WHISPERING HILLS (TOWNHOUSE),7259 W WABASH AV,TOWN HOUSE,1973,1.5,1,"1,490",3,1,1,2015-07,"65,000",5082,9
044-0182-000,WHISPERING HILLS (TOWNHOUSE),7269 W WABASH AV,TOWN HOUSE,1973,1.5,1,"1,490",3,1,1,2015-06,"66,000",5082,9
044-0131-000,WHISPERING HILLS (TOWNHOUSE),8711 N 72ND ST,TOWN HOUSE,1973,2.0,1,"1,460",3,1,1,2015-09,"81,000",5082,9
044-0136-000,WHISPERING HILLS (TOWNHOUSE),8721 N 72ND ST,TOWN HOUSE,1973,2.0,1,"1,460",3,1,1,2015-09,"72,000",5082,9
044-0227-000,WHISPERING HILLS (TOWNHOUSE),8647 N 72ND ST,TOWN HOUSE,1973,1.5,1,"1,210",2,1,1,2015-06,"57,900",5082,9
044-0112-000,WHISPERING HILLS (WALK-UP),8725 N 72ND ST,BILEVEL,1972,2.0,1,"1,002",2,1,1,2015-04,"34,500",5080,9
044-0125-000,WHISPERING HILLS (WALK-UP),8729 N 72ND ST,BILEVEL,1972,1.0,1,955,2,1,1,2015-06,"32,900",5080,9
044-0051-000,WHISPERING HILLS (WALK-UP),8753 N 72ND ST,BILEVEL,1972,1.0,1,788,1,1,0,2015-12,"19,700",5080,9
044-0066-000,WHISPERING HILLS (WALK-UP),8759 N 72ND ST,BILEVEL,1972,1.0,1,788,1,1,0,2015-05,"21,900",5080,9
593-0240-000,WHITNALL ARMS,4295J S WHITNALL AV,TOWN HOUSE,1969,2.0,1,956,2,1,1,2015-03,"59,500",5325,13
538-1625-000,WHITNALL SQUARE,3429 S PINE AV,APARTMENT,1970,1.0,1,810,2,1,0,2015-10,"50,000",5310,14
538-1644-000,WHITNALL SQUARE,3449 S PINE AV,APARTMENT,1970,1.0,1,810,2,1,0,2015-03,"57,500",5310,14
538-1646-000,WHITNALL SQUARE,3449 S PINE AV,APARTMENT,1970,1.0,1,810,2,1,0,2015-08,"54,000",5310,14
643-2150-000,WILLOW CREEK,1631E W EDGERTON AV,TOWN HOUSE,1973,2.5,1,"1,334",3,1,1,2015-06,"66,000",5340,13
643-2152-000,WILLOW CREEK,1631G W EDGERTON AV,TOWN HOUSE,1973,2.5,1,"1,334",3,1,1,2015-11,"75,000",5340,13
643-2187-000,WILLOW CREEK,5225K S 13TH ST,TOWN HOUSE,1973,2.5,1,"1,334",3,1,1,2015-04,"69,900",5340,13
643-2002-000,WILLOW CREEK,1621J W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-09,"48,000",5340,13
643-2002-000,WILLOW CREEK,1621J W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-12,"55,000",5340,13
643-2012-000,WILLOW CREEK,1611B W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-12,"66,000",5340,13
643-2051-000,WILLOW CREEK,1511F W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-12,"40,000",5340,13
643-2054-000,WILLOW CREEK,1521A W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-05,"46,000",5340,13
643-2071-000,WILLOW CREEK,1411F W EDGERTON AV,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-11,"65,000",5340,13
643-2127-000,WILLOW CREEK,5131F S 13TH ST,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-01,"60,000",5340,13
643-2144-000,WILLOW CREEK,5141L S 13TH ST,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-04,"65,800",5340,13
643-2193-000,WILLOW CREEK,5225S S 13TH ST,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-09,"68,900",5340,13
643-2254-000,WILLOW CREEK,5209F S 13TH ST,TOWN HOUSE,1973,2.0,1,980,3,1,1,2015-10,"47,500",5340,13
356-1371-000,WINDSOR COACHHOUSE CONDOS,2007 E WINDSOR PL,Duplex,1903,2.0,1,"1,787",3,2,0,2015-11,"257,000",5909,3
391-0830-000,WISCONSIN TOWER,606 W WISCONSIN AV,Apartment,1929,1.0,1,"1,982",2,2,1,2015-08,"209,000",5999,4
391-0804-000,WISCONSIN TOWER,606 W WISCONSIN AV,Apartment,1929,1.0,1,"1,199",2,2,0,2015-10,"191,000",5999,4
391-0772-000,WISCONSIN TOWER,606 W WISCONSIN AV,Apartment,1929,1.0,1,796,1,1,0,2015-07,"118,000",5999,4
391-0784-000,WISCONSIN TOWER,606 W WISCONSIN AV,Apartment,1929,1.0,1,714,1,1,0,2015-02,"89,000",5999,4
391-0795-000,WISCONSIN TOWER,606 W WISCONSIN AV,Apartment,1929,1.0,1,714,1,1,0,2015-06,"92,500",5999,4
034-0764-000,WOODLANDS,9020H N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,249",4,1,1,2015-07,"18,900",5060,9
034-1075-000,WOODLANDS,9021A N SWAN RD,TOWN HOUSE,1970,2.5,1,"1,249",4,1,1,2015-06,"17,000",5060,9
034-0369-000,WOODLANDS,8872A N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,124",4,1,1,2015-03,"12,000",5060,9
034-0316-000,WOODLANDS,8836F N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-05,"15,000",5060,9
