Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
505-1112-000,3001 S HOWELL AV,Cape Cod,1953,1.0,"3,030",Stone,4,3,1,"8,970",2015-10,"245,000",4580,14
539-0750-000,3174 S LOGAN AV,Cape Cod,1956,1.5,"2,073",Brick,4,3,0,"5,535",2015-05,"264,900",4580,14
503-0892-100,2951 S SUPERIOR ST,Cape Cod,1985,1.5,"1,756",Aluminum / Vinyl,3,2,0,"7,020",2015-10,"375,000",4560,14
504-0475-000,1222 E DAKOTA ST,Cape Cod,1952,1.5,"1,577",Aluminum / Vinyl,3,1,0,"5,200",2015-01,"132,000",4500,14
547-0602-000,1530 E TRIPOLI AV,Cape Cod,1950,1.0,"1,571",Stone,4,2,0,"7,062",2015-06,"227,900",4620,14
547-0570-000,1518 E HOWARD AV,Cape Cod,1950,1.5,"1,472",Aluminum / Vinyl,4,2,0,"4,860",2015-06,"154,000",4620,14
539-0435-000,835 E HOLT AV,Cape Cod,1953,1.5,"1,448",Aluminum / Vinyl,4,2,0,"5,400",2015-06,"149,500",4580,14
548-0623-000,3551 S PINE AV,Cape Cod,1941,1.0,"1,445",Aluminum / Vinyl,4,2,0,"4,838",2015-05,"202,000",4620,14
547-1214-000,3554 S HERMAN ST,Cape Cod,1950,1.0,"1,440",Aluminum / Vinyl,4,1,0,"5,640",2015-07,"124,500",4620,14
504-1113-000,2954 S CLEMENT AV,Cape Cod,1949,1.0,"1,435",Frame,4,1,1,"5,700",2015-03,"139,900",4500,14
539-1016-000,3521 S LENOX ST,Cape Cod,1949,1.5,"1,422",Aluminum / Vinyl,4,2,0,"6,076",2015-06,"209,500",4620,14
539-0050-000,3172 S CALIFORNIA ST,Cape Cod,1949,1.0,"1,407",Stone,2,2,0,"5,250",2015-10,"182,000",4580,14
539-1009-000,831 E MORGAN AV,Cape Cod,1950,1.0,"1,380",Aluminum / Vinyl,3,1,1,"5,760",2015-07,"142,000",4620,14
582-0311-000,1531 E VAN BECK AV,Cape Cod,1949,1.0,"1,372",Aluminum / Vinyl,4,2,0,"8,479",2015-07,"125,000",4620,14
548-0821-000,631 E MORGAN AV,Cape Cod,1944,1.0,"1,344",Aluminum / Vinyl,3,1,1,"4,687",2015-05,"105,000",4620,14
547-1239-000,3541 S LOGAN AV,Cape Cod,1941,1.0,"1,343",Aluminum / Vinyl,3,2,0,"5,828",2015-05,"149,000",4620,14
503-0272-000,2756 S FULTON ST,Cape Cod,1946,1.5,"1,335",Brick,4,1,0,"4,500",2015-05,"206,000",4540,14
537-0206-000,3444 S 3RD ST,Cape Cod,1953,1.0,"1,313",Aluminum / Vinyl,4,1,0,"6,000",2015-10,"118,000",4580,14
536-0294-000,3347 S 8TH ST,Cape Cod,1954,1.0,"1,309",Brick,3,1,0,"3,660",2015-12,"97,900",4520,14
582-1107-000,1402 E VAN BECK AV,Cape Cod,1948,1.0,"1,289",Brick,3,1,0,"6,240",2015-05,"149,000",4620,14
540-1208-000,3434 S AHMEDI AV,Cape Cod,1953,1.0,"1,282",Brick,4,2,0,"4,800",2015-06,"169,000",4580,14
539-0928-000,3450 S LENOX ST,Cape Cod,1963,1.0,"1,277",Frame,4,2,0,"3,690",2015-07,"149,900",4580,14
547-1227-000,3579 S HERMAN ST,Cape Cod,1950,1.0,"1,180",Aluminum / Vinyl,5,1,1,"5,781",2015-10,"181,750",4620,14
582-1242-000,1131 E VAN BECK AV,Cape Cod,1953,1.0,"1,173",Aluminum / Vinyl,4,1,1,"3,720",2015-04,"140,000",4700,14
546-0458-000,3754 S ALABAMA AV,Cape Cod,1937,1.0,"1,163",Brick,3,1,0,"7,200",2015-11,"109,000",4620,14
582-1108-000,1403 E VAN BECK AV,Cape Cod,1948,1.0,"1,163",Block,3,1,0,"7,228",2015-09,"138,000",4620,14
539-0449-000,1021 E HOLT AV,Cape Cod,1952,1.0,"1,154",Aluminum / Vinyl,3,1,1,"4,800",2015-08,"160,000",4580,14
538-1116-000,3280 S GRIFFIN AV,Cape Cod,1950,1.0,"1,148",Aluminum / Vinyl,3,1,1,"5,074",2015-10,"159,000",4580,14
538-1254-000,3151 S BRISBANE AV,Cape Cod,1947,1.0,"1,136",Aluminum / Vinyl,3,1,0,"4,300",2015-01,"112,000",4580,14
538-1240-000,3120 S AUSTIN ST,Cape Cod,1947,1.0,"1,132",Aluminum / Vinyl,3,1,0,"4,500",2015-05,"135,000",4580,14
539-0912-000,3421 S HERMAN ST,Cape Cod,1954,1.0,"1,129",Brick,3,1,0,"5,043",2015-06,"139,000",4580,14
540-1209-000,3430 S AHMEDI AV,Cape Cod,1953,1.0,"1,123",Brick,2,1,0,"4,800",2015-06,"151,000",4580,14
538-0633-000,3277 S BURRELL ST,Cape Cod,1948,1.0,"1,116",Aluminum / Vinyl,3,1,0,"4,945",2015-01,"118,000",4580,14
547-1204-000,3547 S CLEMENT AV,Cape Cod,1941,1.0,"1,102",Aluminum / Vinyl,3,1,1,"6,674",2015-05,"129,900",4620,14
538-0628-000,3254 S CHASE AV,Cape Cod,1948,1.0,"1,082",Aluminum / Vinyl,3,1,0,"5,060",2015-12,"144,900",4580,14
537-0190-111,3422 S 4TH ST,Cape Cod,1953,1.0,"1,081",Aluminum / Vinyl,3,1,1,"5,040",2015-05,"110,000",4580,14
547-9995-100,1525 E MORGAN AV,Cape Cod,1953,1.0,"1,037",Aluminum / Vinyl,2,1,0,"6,780",2015-06,"123,000",4620,14
548-0812-000,519 E MORGAN AV,Cape Cod,1944,1.0,"1,016",Brick,3,1,1,"4,578",2015-07,"148,000",4620,14
547-0540-000,1226 E TRIPOLI AV,Cape Cod,1950,1.0,"1,009",Aluminum / Vinyl,3,1,0,"5,625",2015-04,"127,900",4620,14
539-0567-000,1021 E OHIO AV,Cape Cod,1947,1.0,"1,006",Brick,3,1,0,"4,800",2015-06,"126,900",4580,14
539-1032-000,3521 S HERMAN ST,Cape Cod,1950,1.0,975,Aluminum / Vinyl,3,1,0,"5,904",2015-10,"118,000",4620,14
582-1120-000,1415 E NORWICH ST,Cape Cod,1948,1.0,962,Block,3,1,1,"7,200",2015-06,"118,000",4620,14
503-0282-000,2700 S FULTON ST,Cape Cod,1952,1.0,954,Brick,2,1,0,"3,500",2015-11,"154,900",4540,14
581-0002-000,444 E VAN BECK AV,Cape Cod,1937,1.0,951,Stone,2,1,0,"5,560",2015-08,"152,000",4700,14
547-1407-000,1533 E SAVELAND AV,Cape Cod,1941,1.0,827,Aluminum / Vinyl,3,1,0,"4,800",2015-08,"110,000",4620,14
547-9925-000,1430 E SAVELAND AV,Cape Cod,1952,1.0,787,Brick,2,1,0,"4,940",2015-04,"131,500",4620,14
541-1005-000,3121 S SUPERIOR ST,Colonial,1922,2.0,"2,246",Brick,3,1,2,"7,200",2015-08,"397,500",4560,14
540-0241-100,3295 S ELLEN ST,Colonial,2007,3.0,"1,955",Aluminum / Vinyl,3,3,1,"4,600",2015-10,"274,900",4610,14
548-0043-000,3759 S AUSTIN ST,Colonial,1950,2.0,"1,817",Masonry / Frame,3,1,1,"11,236",2015-09,"198,500",4620,14
548-0373-000,3817 S GRIFFIN AV,Colonial,1957,2.0,"1,554",Aluminum / Vinyl,3,1,1,"6,976",2015-06,"195,000",4620,14
503-0444-000,1817 E NOCK ST,Colonial,1921,2.0,"1,521",Frame,3,1,1,"4,000",2015-07,"256,000",4540,14
547-0347-121,1116 E HOWARD AV,Colonial,2008,2.0,"1,511",Aluminum / Vinyl,3,2,1,"3,605",2015-10,"206,900",4620,14
538-1111-000,3257 S ADAMS AV,Colonial,1947,2.0,"1,378",Aluminum / Vinyl,3,1,1,"4,838",2015-07,"184,000",4580,14
547-1242-000,3559 S LOGAN AV,Colonial,1942,2.0,"1,377",Aluminum / Vinyl,2,1,1,"5,828",2015-12,"147,500",4620,14
505-0155-000,430 E FREMONT PL,Colonial,1949,2.0,"1,374",Aluminum / Vinyl,3,1,1,"5,400",2015-07,"214,000",4500,14
536-1741-000,903 W OKLAHOMA AV,Colonial,2007,2.0,"1,274",Aluminum / Vinyl,3,1,1,"3,089",2015-06,"130,000",4520,14
547-1268-000,3552 S PINE AV,Colonial,1940,2.0,"1,248",Aluminum / Vinyl,3,1,1,"5,828",2015-05,"195,000",4620,14
548-0634-000,3563 S TAYLOR AV,Colonial,1942,2.0,"1,186",Frame,2,1,0,"4,956",2015-08,"129,900",4620,14
581-0106-000,4006 S WHITNALL AV,Colonial,1938,2.0,"1,144",Stucco,2,1,0,"6,004",2015-01,"138,000",4700,14
541-0050-000,2620 E OHIO AV,Colonial,1938,2.0,"1,118",Aluminum / Vinyl,2,1,1,"3,540",2015-08,"218,000",4600,14
548-0609-000,3534 S TAYLOR AV,Colonial,1942,2.0,"1,098",Aluminum / Vinyl,2,1,0,"4,838",2015-08,"148,500",4620,14
538-0427-000,3329 S TAYLOR AV,Colonial,1938,2.0,"1,056",Aluminum / Vinyl,2,1,0,"4,200",2015-03,"135,000",4580,14
466-1410-100,2253 S WINCHESTER ST,Cottage,1900,2.0,"1,430",Aluminum / Vinyl,3,2,0,"7,680",2015-12,"225,000",4510,14
501-0356-000,2450 S WENTWORTH AV,Cottage,1900,2.0,"1,368",Aluminum / Vinyl,4,1,1,"4,500",2015-12,"156,000",4540,14
466-0412-000,2152 S WINCHESTER ST,Cottage,1850,1.0,"1,267",Aluminum / Vinyl,3,2,0,"3,132",2015-06,"137,000",4510,14
541-0306-000,3448 S ILLINOIS AV,Cottage,1922,1.0,"1,176",Aluminum / Vinyl,4,1,0,"3,660",2015-03,"143,500",4600,14
499-1933-000,715 E CONWAY ST,Cottage,1892,1.0,960,Frame,3,2,0,"2,160",2015-06,"150,000",4910,14
500-0231-000,2437 S LOGAN AV,Cottage,1898,1.0,920,Aluminum / Vinyl,2,1,0,"3,750",2015-05,"115,500",4910,14
