Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
458-9912-000,1636 S 34TH ST,Dplx Bungalow,1926,1.5,"1,650",Aluminum / Vinyl,4,2,1,"4,752",2015-08,"104,000",4060,8
494-0404-000,3321 W LINCOLN AV,Duplex N/S,2005,2.0,"2,993",Aluminum / Vinyl,6,5,0,"6,735",2015-10,"160,000",4000,8
435-0912-000,1319 S LAYTON BL,Duplex O/S,1921,2.0,"3,468",Brick,5,2,0,"5,715",2015-12,"115,000",4000,8
435-1259-000,3200 W GREENFIELD AV,Duplex O/S,1907,2.0,"2,892",Aluminum / Vinyl,6,2,0,"3,300",2015-06,"80,000",4060,8
435-0443-000,1104 S 35TH ST,Duplex O/S,1911,2.0,"2,490",Frame,4,2,0,"3,960",2015-09,"45,000",4060,8
471-0674-000,2202 S 30TH ST,Duplex O/S,1909,2.0,"2,476",Aluminum / Vinyl,4,2,0,"3,750",2015-10,"63,000",4000,8
434-0454-000,1219 S 21ST ST,Duplex O/S,1906,2.0,"2,446",Aluminum / Vinyl,6,2,0,"4,200",2015-12,"31,900",4050,8
434-1525-000,724 S 23RD ST,Duplex O/S,1900,2.0,"2,376",Aluminum / Vinyl,5,2,0,"5,600",2015-02,"57,000",4050,8
458-0793-000,1955 S 31ST ST,Duplex O/S,1914,2.0,"2,304",Aluminum / Vinyl,6,2,1,"3,840",2015-11,"120,000",4000,8
471-0657-000,2924 W LINCOLN AV,Duplex O/S,1906,1.5,"2,097",Aluminum / Vinyl,6,2,0,"3,600",2015-08,"71,000",4000,8
470-2631-000,2601 W GRANT ST,Duplex O/S,1907,1.5,"2,025",Frame,5,3,0,"3,750",2015-06,"74,500",4120,8
424-0237-000,602 S 28TH ST,Duplex O/S,1907,2.0,"2,010",Aluminum / Vinyl,5,2,0,"3,600",2015-10,"80,000",4060,8
495-0112-000,2820 W HAYES AV,Duplex O/S,1908,1.5,"1,841",Aluminum / Vinyl,5,2,0,"3,600",2015-05,"75,100",4000,8
434-0368-000,2511 W SCOTT ST,Duplex O/S,1899,2.0,"1,824",Aluminum / Vinyl,5,2,0,"2,530",2015-06,"10,000",4050,8
434-0368-000,2511 W SCOTT ST,Duplex O/S,1899,2.0,"1,824",Aluminum / Vinyl,5,2,0,"2,530",2015-06,"16,750",4050,8
424-0232-000,620 S 28TH ST,Duplex O/S,1911,1.5,"1,781",Frame,5,2,0,"3,600",2015-12,"67,900",4060,8
471-0038-000,2827 W BURNHAM ST,Duplex O/S,1921,1.5,"1,670",Frame,4,2,0,"3,276",2015-09,"88,000",4060,8
435-1401-000,2923 W PIERCE ST,Duplex O/S,1905,2.0,"1,652",Aluminum / Vinyl,5,2,0,"3,750",2015-11,"48,000",4060,8
436-0333-000,3731 W HILDA PL,Duplex O/S,1904,1.5,"1,643",Aluminum / Vinyl,3,2,0,"3,600",2015-10,"18,500",4060,8
459-1442-000,2607 W ORCHARD ST,Duplex O/S,1883,2.0,"1,620",Aluminum / Vinyl,5,2,0,"3,300",2015-09,"50,900",4100,8
471-1073-000,1954 S 29TH ST,Duplex O/S,1913,1.5,"1,594",Aluminum / Vinyl,3,2,0,"4,130",2015-10,"93,000",4000,8
436-0326-000,1013 S 37TH ST,Duplex O/S,1912,2.0,"1,560",Frame,2,2,0,"1,280",2015-07,"36,000",4060,8
459-0932-000,2216 W MITCHELL ST,Duplex-Cottage,1905,1.0,"2,878",Frame,6,1,1,"3,750",2015-12,"33,100",4120,8
459-1005-000,1647 S 20TH ST,Duplex-Cottage,1893,1.0,"1,822",Aluminum / Vinyl,4,2,0,"4,200",2015-08,"31,000",4100,8
470-2762-000,1945 S 23RD ST,Duplex-Cottage,1892,1.0,"1,690",Frame,5,2,0,"4,290",2015-05,"45,000",4120,8
470-1609-000,2012 W LINCOLN AV,Duplex-Cottage,1906,1.0,"1,680",Aluminum / Vinyl,5,2,0,"3,000",2015-09,"48,000",4120,8
459-0440-000,2005 W LAPHAM ST,Duplex-Cottage,1901,1.0,"1,670",Aluminum / Vinyl,5,2,0,"3,510",2015-01,"49,000",4100,8
459-1121-000,2317 W MITCHELL ST,Duplex-Cottage,1906,1.0,"1,669",Frame,5,2,0,"3,690",2015-11,"45,000",4120,8
436-0058-000,743 S 36TH ST,Duplex-Cottage,1905,1.5,"1,661",Aluminum / Vinyl,4,2,0,"3,540",2015-07,"106,100",4060,8
434-1102-000,705 S 25TH ST,Duplex-Cottage,1891,1.0,"1,496",Aluminum / Vinyl,3,2,0,"4,270",2015-10,"30,000",4050,8
459-1035-000,2107 W MITCHELL ST,Duplex-Cottage,1892,1.0,"1,006",Frame,3,2,0,"3,750",2015-11,"10,000",4100,8
471-1031-000,2014 S 31ST ST,Milwaukee Bungalow,1916,1.5,"2,637",Brick,3,1,1,"6,000",2015-12,"101,000",4000,8
435-0878-000,2802 W GREENFIELD AV,Milwaukee Bungalow,1917,1.5,"2,186",Stucco,5,2,0,"3,960",2015-06,"83,000",4060,8
457-9847-000,1629 S 37TH ST,Milwaukee Bungalow,1928,1.0,"1,746",Aluminum / Vinyl,3,3,0,"4,165",2015-09,"70,000",4060,8
471-0803-000,2113 S 30TH ST,Milwaukee Bungalow,1922,1.0,"1,626",Brick,3,1,0,"3,960",2015-09,"73,000",4000,8
470-0601-000,2603 W LEGION ST,Milwaukee Bungalow,1927,1.0,"1,594",Aluminum / Vinyl,4,1,1,"2,525",2015-02,"85,000",4120,8
457-0315-000,3630 W ORCHARD ST,Milwaukee Bungalow,1924,1.0,"1,549",Aluminum / Vinyl,3,2,0,"5,000",2015-10,"113,000",4060,8
472-0321-000,2158 S 36TH ST,Milwaukee Bungalow,1928,1.0,"1,419",Aluminum / Vinyl,3,1,0,"4,500",2015-11,"87,000",4000,8
458-9913-000,1632 S 34TH ST,Milwaukee Bungalow,1926,1.0,"1,413",Aluminum / Vinyl,4,1,1,"4,752",2015-11,"87,100",4060,8
457-9890-000,1663 S 35TH ST,Milwaukee Bungalow,1926,1.0,"1,160",Aluminum / Vinyl,3,1,0,"3,750",2015-06,"65,500",4060,8
458-9918-000,3327 W LAPHAM ST,Milwaukee Bungalow,1924,1.0,"1,151",Aluminum / Vinyl,3,3,0,"3,911",2015-07,"85,000",4060,8
494-0230-000,2649 S 30TH ST,Milwaukee Bungalow,1924,1.0,"1,123",Aluminum / Vinyl,3,1,0,"3,600",2015-05,"86,000",4000,8
458-1107-000,1578 S 30TH ST,Milwaukee Bungalow,1923,1.0,"1,117",Stucco,2,1,0,"4,500",2015-11,"75,000",4060,8
435-1212-000,3132 W MADISON ST,Milwaukee Bungalow,1928,1.0,"1,097",Aluminum / Vinyl,3,1,0,"3,600",2015-06,"81,500",4060,8
472-9955-000,2151 S 37TH ST,Milwaukee Bungalow,1929,1.0,"1,082",Aluminum / Vinyl,4,1,0,"4,880",2015-07,"80,000",4000,8
457-9829-000,3751 W LAPHAM ST,Ranch,1949,1.0,780,Stone,2,1,0,"6,003",2015-09,"84,500",4060,8
470-2313-000,2052 S 25TH ST,Residence O/S,1911,2.0,"2,220",Aluminum / Vinyl,3,1,1,"4,200",2015-09,"52,500",4120,8
435-0690-000,1017 S 28TH ST,Residence O/S,1913,2.0,"2,024",Frame,4,1,1,"4,760",2015-01,"89,000",4060,8
435-0699-000,2903 W NATIONAL AV,Residence O/S,1918,2.0,"1,903",Brick,3,1,1,"6,345",2015-03,"98,500",4060,8
495-0252-000,2448 S 30TH ST,Residence O/S,1906,1.0,"1,792",Aluminum / Vinyl,3,2,0,"7,500",2015-02,"96,000",4000,8
435-0145-000,803 S 31ST ST,Residence O/S,1909,2.0,"1,718",Aluminum / Vinyl,4,2,0,"4,550",2015-04,"100,000",4060,8
458-0432-000,1739 S 29TH ST,Residence O/S,1915,1.5,"1,551",Aluminum / Vinyl,2,2,0,"5,400",2015-07,"68,000",4060,8
458-0872-000,3105 W GRANT ST,Residence O/S,1922,1.5,"1,535",Aluminum / Vinyl,3,1,1,"2,795",2015-09,"63,000",4000,8
457-1104-000,1557 S 35TH ST,Residence O/S,1900,1.0,"1,526",Frame,3,1,2,"3,750",2015-10,"104,000",4060,8
458-0861-000,2150 S 32ND ST,Residence O/S,1916,1.5,"1,488",Frame,3,1,2,"3,840",2015-07,"81,000",4000,8
436-0338-000,3749 W HILDA PL,Residence O/S,1905,1.5,"1,440",Frame,3,1,0,"3,360",2015-09,"84,900",4060,8
495-0146-000,2934 W HAYES AV,Residence O/S,1890,1.0,"1,416",Aluminum / Vinyl,3,2,0,"3,600",2015-06,"85,000",4000,8
471-0684-000,2241 S 30TH ST,Residence O/S,1900,1.0,"1,294",Frame,4,1,0,"3,600",2015-12,"80,000",4000,8
471-0936-000,2007 S 28TH ST,Residence O/S,1912,1.0,"1,288",Aluminum / Vinyl,5,1,0,"3,600",2015-12,"70,000",4000,8
494-0109-000,2558 S 28TH ST,Residence O/S,1883,1.0,"1,224",Aluminum / Vinyl,5,1,0,"3,600",2015-08,"44,800",4000,8
471-0153-000,2126 S 33RD ST,Residence O/S,1920,1.0,"1,179",Aluminum / Vinyl,3,1,0,"5,969",2015-10,"79,900",4000,8
458-1617-000,3212 W LAPHAM ST,Residence O/S,1902,1.0,"1,158",Aluminum / Vinyl,4,1,0,"3,600",2015-11,"98,900",4060,8
457-0117-000,1502 S 36TH ST,Residence O/S,1892,1.0,"1,155",Aluminum / Vinyl,3,2,0,"3,750",2015-05,"76,200",4060,8
471-0809-000,2139 S 30TH ST,Residence O/S,1921,1.0,"1,152",Aluminum / Vinyl,2,2,0,"4,200",2015-01,"78,800",4000,8
470-2710-000,1955 S MUSKEGO AV,Residence O/S,1888,1.0,"1,063",Aluminum / Vinyl,2,2,0,"3,600",2015-07,"41,500",4120,8
458-1516-000,1439 S 33RD ST,Residence O/S,1900,1.0,"1,024",Aluminum / Vinyl,3,1,1,"4,167",2015-06,"77,250",4060,8
472-0190-000,2068 S 36TH ST,Residence O/S,1885,1.0,"1,012",Aluminum / Vinyl,3,1,0,"3,750",2015-09,"35,000",4000,8
470-2217-000,2054 S 24TH ST,Residence O/S,1898,1.0,911,Aluminum / Vinyl,2,1,0,"3,600",2015-05,"75,000",4120,8
435-0235-000,3110 W SCOTT ST,Rm or Rooming House,1911,2.0,"1,320",Frame,4,2,0,0,2015-05,"80,000",4060,8
434-0479-000,1335 S 21ST ST,Rm or Rooming House,1880,1.0,"1,225",Frame,4,1,0,0,2015-09,"80,000",4050,8
459-0523-000,1821 S PEARL ST,Rm or Rooming House,1906,1.0,820,Aluminum / Vinyl,2,1,0,0,2015-10,"38,000",4100,8
470-0411-000,2221 S 21ST ST,Rm or Rooming House,1904,1.0,666,Aluminum / Vinyl,2,1,0,0,2015-02,"62,000",4120,8
459-1034-000,2103 W MITCHELL ST,Triplex,1929,2.0,"3,768",Block,6,3,0,"3,750",2015-03,"66,000",4100,8
434-0500-000,1329 S 24TH ST,Triplex,1880,2.0,"3,158",Aluminum / Vinyl,8,3,0,"3,750",2015-09,"65,000",4050,8
470-3110-000,1986 S 21ST ST,Triplex,1900,2.0,"2,727",Aluminum / Vinyl,8,3,0,"3,510",2015-10,"75,000",4120,8
435-0163-000,3200 W NATIONAL AV,Triplex,1912,1.5,"2,559",Stucco,5,3,0,"5,445",2015-11,"130,000",4060,8
459-0031-000,1520 S 21ST ST,Triplex,1900,1.0,"1,852",Aluminum / Vinyl,3,3,0,"2,190",2015-06,"60,000",4100,8
494-0588-000,3403 W ARTHUR AV,Triplex,1909,1.5,"1,557",Aluminum / Vinyl,4,3,0,"3,600",2015-08,"80,000",4000,8
470-4004-000,2185 S MUSKEGO AV,Triplex,1898,1.0,"1,413",Aluminum / Vinyl,3,3,0,"2,538",2015-11,"55,000",4120,8
