Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
195-9922-000,1301 W SHERIDAN CT,Cape Cod,1956,1.0,"1,685",Frame,3,2,1,"5,777",2015-08,"162,000",1220,1
245-2123-000,2316 W ROOSEVELT DR,Cape Cod,2014,1.0,"1,666",Fiber-Cement,4,2,0,"4,800",2015-08,"94,000",1620,1
244-0957-000,1804 W OLIVE ST,Cape Cod,1936,1.5,"1,596",Stone,3,1,1,"4,712",2015-12,"71,000",1620,1
243-0815-000,4188 N 13TH ST,Cape Cod,1938,1.0,"1,517",Brick,4,2,0,"4,800",2015-12,"52,000",1620,1
171-9714-000,5917 N 41ST ST,Cape Cod,1936,1.5,"1,505",Aluminum / Vinyl,2,2,0,"7,100",2015-09,"72,000",0900,1
102-9948-110,3710 W GOOD HOPE RD,Cape Cod,1935,1.0,"1,478",Aluminum / Vinyl,3,2,0,"15,071",2015-11,"150,100",0380,1
190-0807-000,5443 N 53RD ST,Cape Cod,1941,1.0,"1,408",Aluminum / Vinyl,3,1,1,"6,885",2015-03,"34,500",1140,1
170-0106-000,3200 W BOBOLINK AV,Cape Cod,1952,1.0,"1,391",Aluminum / Vinyl,3,1,0,"8,424",2015-07,"78,500",0900,1
193-0452-000,2701 W VILLARD AV,Cape Cod,1947,1.0,"1,359",Brick,4,1,0,"5,060",2015-01,"47,000",1200,1
190-1516-000,5457 N 54TH ST,Cape Cod,1952,1.0,"1,344",Aluminum / Vinyl,5,2,0,"6,885",2015-05,"40,000",1140,1
196-0151-100,5448 N 13TH ST,Cape Cod,1955,1.0,"1,308",Aluminum / Vinyl,4,1,1,"6,750",2015-02,"92,500",1220,1
196-0163-000,5494 N 12TH ST,Cape Cod,1953,1.0,"1,288",Aluminum / Vinyl,4,1,0,"6,000",2015-07,"86,000",1220,1
102-9962-100,3911 W CALUMET RD,Cape Cod,1947,1.0,"1,280",Aluminum / Vinyl,4,2,0,"8,500",2015-10,"79,000",0380,1
170-0002-000,5929 N 34TH ST,Cape Cod,1951,1.0,"1,278",Brick,3,1,1,"6,000",2015-07,"65,000",0900,1
171-0352-000,5739 N 37TH ST,Cape Cod,1953,1.0,"1,248",Aluminum / Vinyl,3,1,0,"4,800",2015-09,"31,000",0900,1
196-0125-000,5511 N 11TH ST,Cape Cod,1940,1.0,"1,245",Aluminum / Vinyl,4,2,0,"6,750",2015-07,"150,000",1220,1
102-0001-100,7552 N 43RD ST,Cape Cod,1950,1.5,"1,242",Aluminum / Vinyl,2,2,0,"6,890",2015-12,"97,000",0380,1
206-0650-000,4908 N 25TH ST,Cape Cod,1937,1.5,"1,212",Brick,3,2,0,"5,670",2015-05,"62,000",1340,1
170-9960-000,3207 W ORIOLE DR,Cape Cod,1958,1.0,"1,194",Frame,2,1,0,"4,386",2015-09,"47,000",0900,1
191-0046-000,5236 N 47TH ST,Cape Cod,1952,1.0,"1,184",Aluminum / Vinyl,4,1,0,"4,960",2015-03,"30,000",1140,1
158-0218-000,6027 N 36TH ST,Cape Cod,1951,1.0,"1,179",Stone,3,2,0,"4,840",2015-06,"60,900",0900,1
171-9831-000,5640 N 37TH ST,Cape Cod,1953,1.0,"1,175",Brick,3,1,0,"5,760",2015-01,"59,900",0900,1
209-0189-000,5116 N 50TH ST,Cape Cod,1954,1.0,"1,159",Aluminum / Vinyl,4,2,0,"4,920",2015-04,"13,000",1150,1
245-1502-000,4272 N 24TH PL,Cape Cod,1950,1.0,"1,150",Aluminum / Vinyl,3,1,1,"5,209",2015-09,"58,000",1500,1
191-0404-100,5354 N 51ST BL,Cape Cod,1938,1.0,"1,140",Aluminum / Vinyl,3,1,0,"5,850",2015-06,"69,000",1140,1
102-0047-000,4117 W PORTAGE ST,Cape Cod,1954,1.0,"1,137",Aluminum / Vinyl,3,1,0,"10,440",2015-05,"112,000",0380,1
230-0033-000,4422 N 30TH ST,Cape Cod,1944,1.0,"1,116",Stucco,3,1,0,"4,800",2015-10,"58,867",1500,1
171-0404-000,5715 N 39TH ST,Cape Cod,1940,1.0,"1,093",Aluminum / Vinyl,3,2,0,"5,400",2015-07,"64,745",0900,1
190-1105-000,5401 N 51ST BL,Cape Cod,1951,1.0,"1,092",Aluminum / Vinyl,4,1,0,"7,586",2015-09,"37,700",1140,1
190-1105-000,5401 N 51ST BL,Cape Cod,1951,1.0,"1,092",Aluminum / Vinyl,4,1,0,"7,586",2015-09,"64,750",1140,1
231-0232-000,4757 N 23RD ST,Cape Cod,1947,1.0,"1,070",Aluminum / Vinyl,3,1,0,"4,920",2015-09,"33,300",1340,1
246-0212-000,4276 N 29TH ST,Cape Cod,1952,1.0,"1,059",Aluminum / Vinyl,3,2,0,"4,800",2015-11,"50,000",1500,1
190-1925-000,5509 N 54TH ST,Cape Cod,1951,1.0,"1,027",Aluminum / Vinyl,4,1,0,"5,984",2015-07,"78,500",1140,1
210-0427-000,4872 N 55TH ST,Cape Cod,1953,1.0,"1,014",Aluminum / Vinyl,4,1,0,"6,160",2015-02,"74,000",1140,1
191-0407-000,5334 N 51ST BL,Cape Cod,1940,1.0,"1,003",Brick,3,1,1,"6,500",2015-08,"36,000",1140,1
209-0188-000,5122 N 50TH ST,Cape Cod,1954,1.0,972,Frame,3,1,0,"4,920",2015-03,"20,000",1150,1
158-0379-000,3809 W DOUGLAS AV,Cape Cod,1952,1.0,891,Aluminum / Vinyl,3,1,0,"5,160",2015-07,"20,000",0900,1
190-1520-000,5431 N 54TH ST,Cape Cod,1953,1.0,784,Aluminum / Vinyl,2,1,0,"6,885",2015-07,"48,000",1140,1
208-0195-000,4106 W FAIRMOUNT AV,Colonial,1953,2.0,"2,032",Aluminum / Vinyl,4,1,1,"9,920",2015-03,"17,200",1440,1
208-0195-000,4106 W FAIRMOUNT AV,Colonial,1953,2.0,"2,032",Aluminum / Vinyl,4,1,1,"9,920",2015-04,"30,000",1440,1
244-0929-000,4215 N 16TH ST,Colonial,1938,2.0,"1,740",Stone,3,1,1,"5,248",2015-10,"13,500",1620,1
170-0808-000,5754 N 35TH ST,Colonial,1965,2.0,"1,630",Aluminum / Vinyl,4,1,1,"5,760",2015-08,"16,000",0900,1
170-0808-000,5754 N 35TH ST,Colonial,1965,2.0,"1,630",Aluminum / Vinyl,4,1,1,"5,760",2015-10,"51,000",0900,1
102-0237-000,4020 W HEMLOCK ST,Colonial,1966,2.0,"1,595",Aluminum / Vinyl,4,1,1,"10,548",2015-02,"125,000",0380,1
231-0590-000,4574 N 22ND ST,Colonial,1947,2.0,"1,575",Aluminum / Vinyl,4,1,1,"8,018",2015-05,"65,000",1620,1
244-0971-000,4220 N 19TH PL,Colonial,1938,2.0,"1,540",Brick,3,1,1,"5,715",2015-06,"81,000",1620,1
244-0017-000,4248 N 19TH PL,Colonial,1937,2.0,"1,488",Masonry / Frame,3,1,1,"5,207",2015-03,"46,000",1620,1
244-1154-000,4168 N 16TH ST,Colonial,1940,2.0,"1,443",Masonry / Frame,3,1,1,"4,960",2015-10,"15,000",1620,1
123-0758-000,6920 N SUSSEX ST,Colonial,1960,2.0,"1,237",Frame,3,1,1,"7,157",2015-07,"87,900",0600,1
231-0213-000,4761 N 24TH ST,Colonial,1948,2.0,982,Aluminum / Vinyl,2,1,0,"4,800",2015-05,"29,045",1340,1
191-9845-000,5305 N SHERMAN BL,Cottage,1915,2.0,"1,338",Aluminum / Vinyl,3,1,0,"4,800",2015-03,"18,500",1140,1
206-0691-000,4883 N 24TH PL,Cottage,1922,1.0,"1,058",Aluminum / Vinyl,3,1,0,"5,080",2015-05,"60,500",1340,1
192-0554-000,5475 N 35TH ST,Cottage,1923,1.0,778,Aluminum / Vinyl,3,1,0,"1,050",2015-12,"15,000",1160,1
171-9679-000,5846 N 41ST ST,Cottage,1900,1.0,720,Frame,2,1,0,"6,350",2015-06,"42,760",0900,1
195-0010-100,1722 W LAWN AV,Dplx Bungalow,1930,2.0,"2,168",Frame,4,2,0,"6,600",2015-12,"62,000",1200,1
245-2036-000,4198 N 22ND ST,Dplx Bungalow,1931,1.5,"2,155",Brick,4,2,0,"4,838",2015-08,"72,000",1620,1
244-0676-000,4067-A N 15TH ST,Dplx Bungalow,1925,1.5,"2,026",Brick,4,2,0,"4,960",2015-05,"51,500",1620,1
243-0060-000,4057 N 12TH ST,Dplx Bungalow,1929,1.5,"1,919",Brick,4,2,0,"4,250",2015-08,"58,000",1620,1
192-0421-000,5260-A N 34TH ST,Dplx Bungalow,1926,1.5,"1,761",Frame,3,2,0,"4,800",2015-12,"30,000",1160,1
171-9973-000,5846 N 38TH ST,Dplx Bungalow,1926,1.0,"1,746",Aluminum / Vinyl,4,2,0,"5,120",2015-06,"39,500",0900,1
123-0111-000,3909 W GOOD HOPE RD,Duplex N/S,1950,1.0,"2,894",Stucco,4,2,0,"21,780",2015-05,"140,000",0600,1
195-0011-000,1716 W LAWN AV,Duplex N/S,1952,2.0,"2,144",Stone,4,2,0,"5,160",2015-11,"65,000",1200,1
