Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
365-1343-000,3132 W MC KINLEY BL,Colonial,1907,2.0,"2,326",Block,4,2,0,"3,300",2014-05,"130,000",2300,4
390-1145-000,1903 W HIGHLAND AV,Colonial,1982,2.0,"1,222",Frame,4,1,1,"8,100",2014-10,"55,200",3040,4
389-1841-000,2449 W HIGHLAND AV,Colonial,1978,2.0,"1,162",Frame,4,1,1,"10,688",2014-08,"47,000",3040,4
388-0649-000,956 N 35TH ST,Duplex O/S,1897,2.0,"3,568",Frame,6,2,0,"4,880",2014-06,"45,000",2300,4
365-1367-000,3206 W MC KINLEY BL,Duplex O/S,1904,2.0,"2,968",Frame,6,3,0,"4,800",2014-09,"68,000",2300,4
401-0044-000,3001 W ST PAUL AV,Duplex O/S,1899,2.0,"2,784",Aluminum / Vinyl,6,2,0,"3,600",2014-03,"56,000",2160,4
388-1703-000,2923 W HIGHLAND BL,Residence O/S,1901,2.0,"5,113",Brick,8,4,1,"10,010",2014-08,"138,600",2300,4
365-1488-000,1241 N 29TH ST,Residence O/S,1910,2.0,"3,058",Stucco,4,2,0,"2,745",2014-07,"25,000",2300,4
388-0603-000,953 N 33RD ST,Residence O/S,1895,2.0,"3,056",Frame,6,3,0,"4,920",2014-09,"150,000",2300,4
365-1524-000,2808 W JUNEAU AV,Residence O/S,1910,2.0,"2,252",Aluminum / Vinyl,4,2,0,"5,040",2014-12,"117,000",2300,4
400-0050-000,531 N 26TH ST,Residence O/S,1885,2.0,"2,208",Aluminum / Vinyl,4,2,0,"3,809",2014-05,"47,500",3040,4
389-0809-100,1128 N 25TH ST,Residence O/S,1902,2.0,"1,919",Aluminum / Vinyl,4,1,1,"6,300",2014-09,"103,000",3040,4
401-2082-000,3128 W ST PAUL AV,Residence O/S,1909,1.5,"1,889",Brick,4,1,0,"6,960",2014-07,"69,500",2160,4
389-1503-000,2035 W WELLS ST,Residence O/S,1890,1.5,"1,837",Aluminum / Vinyl,4,2,0,"2,560",2014-05,"82,500",3040,4
388-0631-000,943 N 34TH ST,Residence O/S,1896,2.0,"1,524",Frame,3,1,0,"4,920",2014-12,"77,000",2300,4
364-2505-100,1238 N 26TH ST,Residence O/S,1892,1.0,940,Aluminum / Vinyl,2,1,0,"6,600",2014-01,"37,992",3040,4
364-2505-100,1238 N 26TH ST,Residence O/S,1892,1.0,940,Aluminum / Vinyl,2,1,0,"6,600",2014-09,"48,400",3040,4
390-0552-000,1316 W HIGHLAND AV,Triplex,1905,2.0,"2,280",Aluminum / Vinyl,5,3,0,"3,000",2014-06,"60,000",3040,4
