Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
556-0329-000,3777 S 51ST ST,Cape Cod,1939,1.5,"1,480",Stucco,4,2,0,"5,000",2016-02,"160,500",4420,11
533-0350-000,3400 S 33RD ST,Cape Cod,1951,1.5,"1,415",Aluminum / Vinyl,4,2,0,"7,416",2016-02,"145,000",4400,11
510-0429-000,3054 S 34TH ST,Cape Cod,1947,1.0,"1,272",Stucco,3,1,1,"5,625",2016-03,"99,900",4320,11
490-1036-000,2561 S 61ST ST,Cape Cod,1953,1.0,"1,161",Brick,4,1,0,"4,880",2016-03,"50,000",4240,11
532-0421-000,3169 S 39TH ST,Cape Cod,1950,1.0,"1,149",Brick,3,1,0,"4,920",2016-03,"147,000",4410,11
530-0538-000,3264 S 55TH ST,Cape Cod,1954,1.0,"1,120",Aluminum / Vinyl,3,2,1,"5,292",2016-01,"152,000",4420,11
553-0075-000,3509 S 33RD ST,Cape Cod,1954,1.0,"1,083",Aluminum / Vinyl,3,1,0,"5,400",2016-01,"139,000",4400,11
510-0387-000,3036 S 32ND ST,Cape Cod,1948,1.0,"1,080",Aluminum / Vinyl,3,1,0,"3,960",2016-01,"98,000",4320,11
559-0109-000,3539 S 83RD ST,Cape Cod,1943,1.0,"1,003",Aluminum / Vinyl,3,1,0,"7,980",2016-02,"73,000",4340,11
512-0535-000,2769 S 47TH ST,Cape Cod,1945,1.5,984,Stone,2,1,0,"4,920",2016-02,"75,000",4320,11
512-0738-000,2732 S 46TH ST,Cape Cod,1941,1.0,879,Aluminum / Vinyl,2,1,0,"5,040",2016-01,"118,000",4320,11
553-0154-000,3614 S 35TH ST,Cape Cod,1940,1.0,859,Aluminum / Vinyl,2,1,0,"5,400",2016-01,"75,000",4400,11
554-0052-000,3818 S CENTENNIAL CR,Colonial,2001,2.0,"2,564",Fiber-Cement,3,2,2,"7,170",2016-03,"299,000",4425,11
513-1041-000,5617 W CLEVELAND AV,Colonial,2002,2.0,"2,259",Aluminum / Vinyl,3,2,1,"8,858",2016-02,"195,000",4240,11
558-0509-000,7338 W EDEN PL,Colonial,1958,2.0,"2,081",Masonry / Frame,3,1,1,"7,571",2016-02,"157,300",4330,11
571-0552-000,7123 W WATERFORD AV,Colonial,1985,2.0,"1,858",Aluminum / Vinyl,4,3,1,"7,700",2016-02,"230,000",4430,11
511-0021-000,3031 S 41ST ST,Colonial,1954,2.0,"1,220",Masonry / Frame,3,1,1,"2,854",2016-01,"86,000",4320,11
490-9873-000,6730 W HARRISON AV,Cottage,1917,1.0,"1,203",Aluminum / Vinyl,5,1,0,"5,080",2016-01,"83,900",4240,11
492-0703-000,2593 S 51ST ST,Duplex N/S,1960,1.0,"2,416",Stone,4,2,0,"8,529",2016-01,"160,000",4280,11
531-0604-000,3119 S 43RD ST,Duplex N/S,1951,2.0,"2,164",Masonry / Frame,4,2,0,"4,961",2016-03,"133,500",4410,11
491-1017-000,2637 S 51ST ST,Duplex N/S,1954,2.0,"2,101",Aluminum / Vinyl,4,2,1,"9,409",2016-03,"145,600",4280,11
490-1234-000,2636 S 64TH ST,Duplex N/S,1957,2.0,"1,950",Aluminum / Vinyl,4,2,0,"5,550",2016-01,"140,000",4240,11
560-0348-100,3759 S 91ST ST,Duplex N/S,1958,2.0,"1,909",Aluminum / Vinyl,4,2,0,"7,920",2016-01,"151,000",4350,11
533-1019-000,3224 W VERONA CT,Duplex N/S,1956,1.5,"1,866",Brick,5,2,1,"6,318",2016-02,"94,000",4400,11
514-0603-000,2952 S 61ST ST,Duplex N/S,1954,2.0,"1,554",Aluminum / Vinyl,4,2,0,"6,069",2016-01,"122,200",4240,11
532-0415-000,3162 S 40TH ST,Duplex O/S,1940,1.5,"1,592",Stucco,3,2,0,"4,920",2016-03,"127,500",4410,11
491-1118-000,5421 W ANDOVER RD,Ranch,1955,1.0,"1,596",Brick,2,1,1,"9,126",2016-01,"190,000",4280,11
556-9927-100,5730 W HOWARD AV,Ranch,1946,1.0,"1,527",Stone,2,2,0,"10,440",2016-02,"153,000",4420,11
526-0634-000,9000 W BURDICK AV,Ranch,1961,1.0,"1,516",Aluminum / Vinyl,3,1,1,"7,364",2016-03,"210,000",4340,11
571-0106-000,7503 W HOWARD AV,Ranch,1954,1.0,"1,374",Stone,3,2,0,"9,750",2016-02,"75,000",4340,11
556-0475-100,3845 S 53RD ST,Ranch,1956,1.0,"1,368",Brick,3,1,1,"9,680",2016-03,"149,000",4420,11
490-1276-000,6200 W CLEVELAND AV,Ranch,1955,1.0,"1,314",Brick,3,1,1,"8,440",2016-01,"139,000",4240,11
526-0162-000,8717 W BURDICK AV,Ranch,1963,1.0,"1,280",Brick,3,1,1,"7,200",2016-01,"149,900",4340,11
