Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
352-1976-100,2228 N 15TH ST,Colonial,2005,2.0,"2,240",Aluminum / Vinyl,4,2,1,"8,550",2015-12,"103,900",3000,15
328-0506-000,2339 N SHERMAN BL,Colonial,1912,2.0,"2,214",Brick,4,1,1,"6,400",2015-03,"114,600",2500,15
351-1101-000,1961 N 19TH ST,Colonial,2004,2.0,"1,838",Aluminum / Vinyl,3,2,1,"3,455",2015-07,"123,250",3000,15
308-0501-000,2870 N GRANT BL,Colonial,1922,2.0,"1,639",Brick,3,2,1,"5,950",2015-08,"55,600",2500,15
347-1061-000,2236 N 51ST ST,Colonial,1920,2.0,"1,456",Aluminum / Vinyl,3,1,1,"4,440",2015-10,"87,000",2540,15
348-1129-000,2164 N 36TH ST,Colonial,2008,2.0,"1,232",Aluminum / Vinyl,3,1,0,"4,800",2015-07,"37,000",2380,15
350-3782-000,2333 W BROWN ST,Colonial,2003,2.0,"1,152",Aluminum / Vinyl,3,1,1,"5,770",2015-03,"68,000",3000,15
324-9991-000,1534 W WRIGHT ST,Cottage,1897,1.5,"1,427",Aluminum / Vinyl,2,1,0,"1,854",2015-10,"7,500",2940,15
364-0827-100,2459 W WALNUT ST,Cottage,1886,1.0,"1,108",Aluminum / Vinyl,4,1,0,"5,185",2015-12,"48,000",3000,15
323-0046-000,2564A N 10TH ST,Cottage,1890,1.0,860,Aluminum / Vinyl,2,0,1,"2,160",2015-09,"5,000",2940,15
347-0905-000,2217 N SHERMAN BL,Dplx Bungalow,1915,2.0,"3,740",Brick,6,2,0,"6,750",2015-09,"50,000",2500,15
310-1877-100,2728 N 25TH ST,Dplx Bungalow,1917,2.0,"2,778",Aluminum / Vinyl,4,2,0,"5,354",2015-01,"20,000",2950,15
349-1403-000,1739 N 34TH ST,Dplx Bungalow,1924,2.0,"2,754",Aluminum / Vinyl,4,2,0,"5,400",2015-07,"22,000",2400,15
328-1629-000,2666 N 45TH ST,Dplx Bungalow,1921,2.0,"2,690",Aluminum / Vinyl,6,2,0,"4,956",2015-11,"37,500",2520,15
310-2606-000,2877 N 26TH ST,Dplx Bungalow,1921,2.0,"2,676",Aluminum / Vinyl,6,2,0,"4,250",2015-01,"25,000",2950,15
328-0113-000,2409 N 49TH ST,Dplx Bungalow,1922,2.0,"2,670",Aluminum / Vinyl,6,2,0,"5,160",2015-10,"80,250",2520,15
312-2437-000,2821 N 10TH ST,Dplx Bungalow,1912,2.0,"2,600",Aluminum / Vinyl,6,2,0,"4,290",2015-08,"33,500",2870,15
328-0415-000,2635 N 47TH ST,Dplx Bungalow,1923,2.0,"2,560",Aluminum / Vinyl,6,2,0,"5,054",2015-06,"164,500",2520,15
366-0006-000,1333 N 40TH ST,Dplx Bungalow,1923,2.0,"2,553",Frame,5,2,0,"7,110",2015-05,"65,000",2380,15
328-0435-000,2645 N 48TH ST,Dplx Bungalow,1922,2.0,"2,528",Aluminum / Vinyl,4,2,0,"4,750",2015-01,"20,000",2520,15
347-1011-000,2206 N 49TH ST,Dplx Bungalow,1919,2.0,"2,464",Aluminum / Vinyl,4,2,0,"4,800",2015-02,"49,000",2520,15
328-1015-000,2503 N 48TH ST,Dplx Bungalow,1929,1.5,"2,463",Brick,4,2,0,"5,000",2015-07,"125,000",2520,15
327-1598-000,2603 N 37TH ST,Dplx Bungalow,1912,2.0,"2,440",Aluminum / Vinyl,6,2,0,"3,120",2015-09,"29,500",2380,15
328-0215-000,2629 N 48TH ST,Dplx Bungalow,1922,2.0,"2,378",Aluminum / Vinyl,4,2,0,"4,375",2015-05,"27,500",2520,15
328-0646-000,2362 N 45TH ST,Dplx Bungalow,1915,2.0,"2,270",Frame,4,2,0,"4,320",2015-12,"16,500",2520,15
365-0640-000,1713 N 29TH ST,Dplx Bungalow,1924,2.0,"2,191",Aluminum / Vinyl,4,2,0,"4,050",2015-07,"28,000",2420,15
347-0464-000,2167 N 47TH ST,Dplx Bungalow,1910,2.0,"2,140",Frame,5,2,0,"3,600",2015-12,"45,000",2520,15
328-1823-000,2519 N 49TH ST,Dplx Bungalow,1922,1.5,"1,946",Aluminum / Vinyl,3,2,0,"5,850",2015-09,"42,000",2520,15
310-9967-000,2736 N 24TH PL,Dplx Bungalow,1925,1.5,"1,898",Aluminum / Vinyl,4,2,0,"4,588",2015-11,"11,500",2950,15
366-1021-000,1621 N 38TH ST,Duplex O/S,1907,2.0,"3,011",Aluminum / Vinyl,6,2,0,"3,720",2015-10,"25,000",2380,15
349-2403-000,1731 N 33RD ST,Duplex O/S,1905,2.0,"2,910",Aluminum / Vinyl,6,2,0,"4,200",2015-08,"70,000",2400,15
349-1172-000,2104 N 29TH ST,Duplex O/S,1907,2.0,"2,702",Aluminum / Vinyl,4,2,0,"3,600",2015-10,"25,000",2420,15
311-0514-100,2770 N 15TH ST,Duplex O/S,1914,2.0,"2,612",Aluminum / Vinyl,6,2,0,"5,580",2015-02,"17,500",2950,15
365-1088-000,1511 N 33RD ST,Duplex O/S,1897,2.0,"2,532",Frame,6,2,0,"3,600",2015-08,"25,000",2400,15
349-2401-000,1741 N 33RD ST,Duplex O/S,1906,2.0,"2,482",Frame,4,2,0,"4,200",2015-03,"35,500",2400,15
348-1070-000,2139 N 36TH ST,Duplex O/S,1907,2.0,"2,440",Aluminum / Vinyl,6,2,0,"3,600",2015-08,"15,000",2380,15
365-1032-000,1638 N 35TH ST,Duplex O/S,1903,2.0,"2,401",Frame,4,2,0,"3,600",2015-10,"20,000",2400,15
310-2506-000,2851 N 24TH PL,Duplex O/S,1915,2.0,"2,287",Aluminum / Vinyl,4,2,0,"3,904",2015-05,"25,000",2950,15
309-0398-000,2773 N 27TH ST,Duplex O/S,1900,2.0,"2,260",Aluminum / Vinyl,4,2,0,"3,600",2015-08,"58,500",2950,15
326-0319-100,2505 N 33RD ST,Duplex O/S,1913,2.0,"2,260",Aluminum / Vinyl,4,2,0,"5,770",2015-12,"9,500",2400,15
326-0906-000,2413A N 33RD ST,Duplex O/S,1912,2.0,"2,172",Frame,4,2,0,"3,360",2015-07,"27,000",2400,15
325-1334-000,2485 W CENTER ST,Duplex O/S,1918,2.0,"2,142",Aluminum / Vinyl,4,2,0,"2,880",2015-06,"40,000",2940,15
325-0486-000,2408 N 22ND ST,Duplex O/S,1890,2.0,"2,136",Aluminum / Vinyl,4,2,0,"3,780",2015-04,"19,500",2940,15
326-1548-000,2444 N 35TH ST,Duplex O/S,1907,2.0,"2,078",Aluminum / Vinyl,4,2,0,"3,600",2015-10,"9,000",2400,15
349-1595-000,3212 W VINE ST,Duplex O/S,1917,2.0,"2,004",Aluminum / Vinyl,4,2,0,"2,400",2015-03,"25,000",2400,15
349-1595-000,3212 W VINE ST,Duplex O/S,1917,2.0,"2,004",Aluminum / Vinyl,4,2,0,"2,400",2015-12,"9,300",2400,15
347-1090-000,2162 N 51ST ST,Duplex O/S,1919,2.0,"1,940",Aluminum / Vinyl,4,2,0,"4,800",2015-07,"135,000",2540,15
366-1711-000,1413 N 37TH ST,Duplex O/S,1907,2.0,"1,914",Aluminum / Vinyl,4,2,0,"1,520",2015-06,"40,000",2380,15
348-0468-000,2218 N 42ND ST,Duplex O/S,1907,1.5,"1,576",Frame,3,2,0,"3,600",2015-04,"9,500",2380,15
347-1036-000,2222 N HI MOUNT BL,Milwaukee Bungalow,1924,1.5,"2,435",Brick,5,2,0,"6,762",2015-06,"209,000",2540,15
327-0781-000,2536 N GRANT BL,Milwaukee Bungalow,1921,1.5,"2,194",Brick,4,1,1,"5,950",2015-06,"141,400",2500,15
328-0001-000,2465 N 47TH ST,Milwaukee Bungalow,1921,1.0,"1,909",Stucco,4,1,0,"5,187",2015-07,"110,000",2520,15
328-1014-000,2509 N 48TH ST,Milwaukee Bungalow,1921,1.0,"1,848",Frame,4,1,0,"5,000",2015-06,"27,000",2520,15
308-0827-000,2809 N 38TH ST,Milwaukee Bungalow,1920,1.0,"1,812",Aluminum / Vinyl,4,2,0,"4,800",2015-07,"78,000",1780,15
328-0749-000,2528 N 46TH ST,Milwaukee Bungalow,1918,1.0,"1,682",Frame,4,2,1,"5,000",2015-06,"93,900",2520,15
350-2710-000,2112 W BROWN ST,Milwaukee Bungalow,1922,1.0,"1,675",Aluminum / Vinyl,4,2,1,"4,025",2015-03,"31,000",3000,15
327-0509-000,2425 N GRANT BL,Milwaukee Bungalow,1914,1.0,"1,485",Frame,3,1,0,"7,500",2015-12,"80,000",2500,15
348-1228-000,3908 W ROBERTS ST,Milwaukee Bungalow,1925,1.0,"1,444",Brick,4,1,0,"4,800",2015-07,"30,000",2380,15
