Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
227-0908-000,4767 N 52ND ST,Cape Cod,1963,1.5,"1,779",Brick,4,2,1,"5,461",2014-09,"68,000",1150,7
288-0499-000,3132 N 48TH ST,Cape Cod,1939,1.0,"1,714",Stone,3,1,0,"5,250",2014-08,"108,000",1840,7
266-0647-000,3625 N 58TH BL,Cape Cod,1950,1.5,"1,685",Brick,4,2,0,"4,920",2014-10,"100,000",1830,7
227-0035-111,4708 N 53RD ST,Cape Cod,1945,1.0,"1,682",Aluminum / Vinyl,4,3,0,"8,280",2014-10,"84,000",1150,7
247-0827-000,3730 W HOPE AV,Cape Cod,1950,1.5,"1,649",Frame,3,1,1,"6,360",2014-01,"62,000",1680,7
267-0398-000,4455 W HOWIE PL,Cape Cod,1931,1.0,"1,609",Brick,3,1,0,"5,160",2014-12,"87,600",1820,7
247-0564-000,4083 N MONTREAL ST,Cape Cod,1956,1.0,"1,607",Brick,3,1,1,"4,800",2014-01,"119,900",1680,7
266-0461-000,3715 N 52ND ST,Cape Cod,1948,1.5,"1,539",Stone,4,1,0,"4,800",2014-10,"82,000",1830,7
266-0107-000,3824 N 54TH BL,Cape Cod,1948,1.0,"1,500",Aluminum / Vinyl,3,2,0,"4,800",2014-01,"104,500",1830,7
266-0407-000,3712 N 55TH ST,Cape Cod,1941,1.0,"1,459",Aluminum / Vinyl,4,2,0,"4,800",2014-05,"105,000",1830,7
267-0994-000,3625 N 50TH ST,Cape Cod,1936,1.0,"1,397",Brick,3,1,0,"4,840",2014-04,"80,500",1820,7
266-0176-000,3850 N 56TH ST,Cape Cod,1947,1.0,"1,395",Brick,4,2,0,"4,440",2014-07,"106,000",1830,7
266-0555-000,3608 N 55TH ST,Cape Cod,1940,1.0,"1,389",Aluminum / Vinyl,2,1,0,"4,920",2014-12,"98,500",1830,7
288-1054-000,3408 N 50TH ST,Cape Cod,1932,1.5,"1,377",Brick,2,2,1,"4,800",2014-09,"124,000",1840,7
289-1023-000,3208 N 53RD ST,Cape Cod,1935,1.0,"1,365",Stone,3,1,0,"4,800",2014-08,"124,000",1850,7
227-0350-000,4466 N 54TH ST,Cape Cod,1937,1.5,"1,361",Aluminum / Vinyl,3,1,1,"4,920",2014-06,"75,900",1560,7
267-0769-000,4740 W SCRANTON PL,Cape Cod,1936,1.5,"1,350",Brick,3,1,0,"4,800",2014-09,"95,400",1820,7
268-1294-000,3608 W ROOSEVELT DR,Cape Cod,1952,1.0,"1,339",Brick,3,1,0,"4,800",2014-01,"40,000",1740,7
268-1009-000,3628 N 37TH ST,Cape Cod,1939,1.0,"1,333",Aluminum / Vinyl,3,1,0,"5,280",2014-12,"51,900",1740,7
210-0232-100,4921 N 56TH ST,Cape Cod,1964,1.0,"1,311",Aluminum / Vinyl,4,1,1,"5,600",2014-10,"67,000",1140,7
247-0010-000,4315 N 42ND ST,Cape Cod,1941,1.5,"1,287",Brick,3,1,1,"5,031",2014-08,"75,000",1680,7
269-0407-000,3947 N 29TH ST,Cape Cod,1946,1.0,"1,194",Aluminum / Vinyl,3,1,0,"4,920",2014-03,"64,000",2840,7
249-0467-000,5323 W LEON TR,Cape Cod,1950,1.0,"1,172",Stucco,3,1,0,"4,800",2014-09,"67,000",1560,7
210-0152-000,4826 N 58TH ST,Cape Cod,1953,1.0,"1,137",Aluminum / Vinyl,3,1,0,"6,160",2014-09,"56,900",1140,7
228-0112-000,4655 N 46TH ST,Cape Cod,1952,1.0,"1,092",Aluminum / Vinyl,2,1,0,"5,934",2014-07,"34,000",1150,7
248-0016-000,4302 N 48TH ST,Cape Cod,1942,1.0,"1,092",Aluminum / Vinyl,3,1,0,"5,600",2014-07,"24,900",1680,7
267-0430-000,4557 W SPENCER PL,Cape Cod,1937,1.5,"1,064",Brick,2,1,0,"5,120",2014-01,"62,000",1820,7
228-1225-000,4549 N 45TH ST,Cape Cod,1950,1.0,948,Aluminum / Vinyl,4,1,0,"6,028",2014-09,"47,000",1150,7
268-1009-000,3628 N 37TH ST,Cape Cod,1939,1.0,889,Aluminum / Vinyl,2,1,0,"5,280",2014-02,"36,000",1740,7
266-0086-000,3950 N 54TH ST,Colonial,1946,2.0,"2,354",Stone,3,2,1,"6,944",2014-05,"153,000",1830,7
266-0106-000,3818 N 54TH BL,Colonial,1951,2.0,"2,083",Masonry / Frame,4,1,2,"4,800",2014-07,"96,500",1830,7
288-1131-000,3292 N 51ST BL,Colonial,1931,2.0,"2,062",Brick,3,2,1,"6,171",2014-02,"169,600",1850,7
288-1093-000,3336 N 51ST BL,Colonial,1937,2.0,"2,042",Brick,3,1,1,"6,050",2014-03,"125,000",1850,7
267-0841-000,4828 W ROOSEVELT DR,Colonial,1931,2.0,"1,807",Brick,3,1,1,"4,778",2014-06,"74,900",1820,7
289-0802-000,5215 W TOWNSEND ST,Colonial,1942,2.0,"1,751",Masonry / Frame,3,1,1,"5,640",2014-08,"144,000",1850,7
266-0389-000,3764 N 56TH ST,Colonial,1940,2.0,"1,709",Brick,3,1,1,"4,773",2014-05,"103,800",1830,7
288-0955-000,3151 N 49TH ST,Colonial,1941,2.0,"1,428",Aluminum / Vinyl,4,1,1,"4,800",2014-04,"125,000",1840,7
268-1344-000,3862 N 38TH ST,Colonial,1937,2.0,"1,294",Masonry / Frame,3,1,0,"4,800",2014-09,"59,000",1740,7
268-0175-000,3939 N 41ST ST,Colonial,1938,2.0,"1,227",Aluminum / Vinyl,3,1,1,"5,310",2014-12,"76,950",1740,7
307-0211-000,2723 N 50TH ST,Dplx Bungalow,1923,2.0,"2,721",Frame,6,2,0,"5,160",2014-10,"62,000",2510,7
307-0903-100,2757 N SHERMAN BL,Dplx Bungalow,1923,2.0,"2,682",Aluminum / Vinyl,6,2,0,"5,850",2014-07,"80,000",2500,7
307-1032-000,2756 N 48TH ST,Dplx Bungalow,1925,2.0,"2,623",Aluminum / Vinyl,4,2,0,"4,960",2014-09,"105,000",2510,7
288-0115-000,3160 N 46TH ST,Dplx Bungalow,1929,2.0,"2,602",Aluminum / Vinyl,6,2,0,"4,800",2014-07,"79,000",1840,7
289-1048-000,3301 N 52ND ST,Dplx Bungalow,1941,1.5,"2,414",Stone,4,2,1,"4,800",2014-02,"102,000",1850,7
308-0784-000,2902 N 39TH ST,Dplx Bungalow,1923,1.5,"2,269",Aluminum / Vinyl,4,2,0,"4,800",2014-08,"48,727",1780,7
308-0784-000,2902 N 39TH ST,Dplx Bungalow,1923,1.5,"2,269",Aluminum / Vinyl,4,2,0,"4,800",2014-08,"50,000",1780,7
288-0602-000,3451 N 44TH ST,Dplx Bungalow,1927,1.5,"2,106",Brick,4,2,0,"4,760",2014-08,"73,000",1840,7
289-1015-000,3235 N 52ND ST,Dplx Bungalow,1939,1.5,"2,036",Brick,3,2,0,"4,800",2014-08,"113,000",1850,7
270-0959-000,3812 N 26TH ST,Dplx Bungalow,1920,1.5,"1,908",Aluminum / Vinyl,3,2,0,"3,564",2014-06,"27,500",2840,7
227-0701-000,4453 N 55TH ST,Dplx Bungalow,1929,1.5,"1,763",Frame,2,2,0,"4,840",2014-02,"65,000",1560,7
287-1333-100,3179 N 39TH ST,Dplx Bungalow,1920,1.5,"1,626",Aluminum / Vinyl,2,2,0,"6,480",2014-09,"30,000",1780,7
285-1451-000,3354 N 27TH ST,Dplx Bungalow,1920,1.0,"1,526",Aluminum / Vinyl,4,2,0,"4,290",2014-07,"15,500",2960,7
307-0107-000,2969 N SHERMAN BL,Duplex N/S,1947,2.0,"2,772",Brick,4,2,0,"6,500",2014-09,"75,000",2500,7
227-0041-100,4649 N 52ND ST,Duplex N/S,1961,2.0,"2,396",Brick,5,2,1,"5,842",2014-08,"67,000",1150,7
266-0377-000,5500 W NASH ST,Duplex N/S,1951,2.0,"2,016",Brick,4,2,0,"4,662",2014-02,"68,000",1830,7
248-0218-000,4108 N 50TH ST,Duplex N/S,1957,2.0,"1,772",Aluminum / Vinyl,4,2,0,"3,600",2014-11,"48,900",1680,7
310-1009-000,2945 N 23RD ST,Duplex O/S,1892,2.0,"2,028",Aluminum / Vinyl,4,2,0,"3,750",2014-08,"23,000",2950,7
286-1046-000,3275 N 29TH ST,Duplex O/S,1917,1.5,"1,710",Aluminum / Vinyl,4,2,0,"4,200",2014-02,"35,000",2960,7
309-0145-100,3053 N 28TH ST,Duplex O/S,1910,1.5,"1,636",Aluminum / Vinyl,4,2,0,"7,500",2014-11,"20,100",2960,7
307-0023-000,2939 N 46TH ST,Milwaukee Bungalow,1924,1.0,"2,023",Brick,4,2,0,"4,920",2014-06,"80,900",2510,7
307-0636-000,3025 N 44TH ST,Milwaukee Bungalow,1927,1.0,"1,982",Brick,3,1,1,"5,376",2014-05,"77,500",2510,7
288-0080-000,3238 N 46TH ST,Milwaukee Bungalow,1929,1.0,"1,806",Brick,3,2,0,"4,800",2014-08,"100,500",1840,7
289-0985-000,3147 N 52ND ST,Milwaukee Bungalow,1931,1.0,"1,778",Brick,4,2,1,"4,800",2014-06,"125,000",1850,7
288-0425-000,3287 N 47TH ST,Milwaukee Bungalow,1931,1.0,"1,683",Brick,3,1,0,"6,250",2014-05,"108,700",1840,7
288-1007-000,3260 N 50TH ST,Milwaukee Bungalow,1926,1.0,"1,634",Aluminum / Vinyl,3,2,0,"4,800",2014-05,"114,000",1840,7
307-0621-000,3052 N 44TH ST,Milwaukee Bungalow,1926,1.0,"1,619",Aluminum / Vinyl,3,2,1,"5,040",2014-05,"78,000",2510,7
270-0204-000,3747 N 26TH ST,Milwaukee Bungalow,1914,1.0,"1,524",Stucco,4,1,0,"4,515",2014-07,"18,000",2840,7
287-1513-000,3422 N 40TH ST,Milwaukee Bungalow,1929,1.0,"1,508",Aluminum / Vinyl,4,1,0,"4,324",2014-09,"32,500",1740,7
308-0628-000,3013 N 38TH ST,Milwaukee Bungalow,1922,1.0,"1,422",Brick,3,1,0,"4,800",2014-07,"50,000",1780,7
247-9845-000,4232 N 41ST ST,Milwaukee Bungalow,1937,1.5,"1,402",Frame,4,2,0,"5,888",2014-08,"75,900",1680,7
287-0326-000,3357 N 37TH ST,Milwaukee Bungalow,1928,1.0,"1,360",Aluminum / Vinyl,3,1,0,"4,800",2014-11,"25,550",1740,7
229-0721-000,4740 N 42ND ST,Milwaukee Bungalow,1929,1.0,"1,336",Aluminum / Vinyl,3,1,0,"4,680",2014-06,"55,000",1440,7
308-0103-000,3014 N 40TH ST,Milwaukee Bungalow,1917,1.0,"1,268",Aluminum / Vinyl,3,2,0,"4,800",2014-10,"31,000",1780,7
286-1017-000,3372 N 29TH ST,Milwaukee Bungalow,1921,1.0,"1,104",Frame,2,1,0,"4,284",2014-05,"41,900",2960,7
228-0448-000,4429 N 50TH ST,Ranch,1951,1.0,"1,151",Brick,3,1,1,"6,000",2014-08,"55,000",1680,7
266-0209-000,3816 N 57TH ST,Ranch,1948,1.0,"1,094",Stone,2,1,0,"4,995",2014-05,"62,200",1830,7
210-0261-000,4873 N 56TH ST,Ranch,1953,1.0,914,Aluminum / Vinyl,3,1,0,"6,160",2014-04,"62,600",1140,7
308-0153-000,2937 N 40TH ST,Residence O/S,1915,2.0,"2,424",Brick,4,2,0,"4,800",2014-12,"94,000",1780,7
266-0477-000,3776 N 53RD ST,Residence O/S,1900,2.0,"2,130",Brick,3,1,0,"9,600",2014-12,"70,000",1830,7
267-0891-000,3725 N 49TH ST,Residence O/S,1929,1.0,"1,416",Aluminum / Vinyl,4,1,0,"5,160",2014-10,"62,000",1820,7
286-0022-100,3261 N 34TH ST,Rm or Rooming House,1898,1.0,476,Frame,2,1,0,0,2014-10,"15,000",2960,7
288-0013-000,3408 N 46TH ST,Tudor,1935,1.5,"2,110",Stone,4,2,0,"4,800",2014-11,"112,000",1840,7
288-1015-000,3375 N 49TH ST,Tudor,1932,1.0,"1,953",Brick,5,2,0,"4,920",2014-09,"124,600",1840,7
268-0341-000,3738 N 42ND ST,Tudor,1937,1.5,"1,535",Stone,3,1,2,"4,720",2014-05,"103,400",1740,7
266-0111-000,3846 N 54TH BL,Tudor,1935,1.0,"1,438",Stone,3,1,0,"4,800",2014-04,"115,000",1830,7
247-0911-000,4102 N 40TH ST,Tudor,1937,1.5,"1,292",Stone,2,1,1,"4,578",2014-06,"67,000",1680,7
