Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
121-0471-000,6825 N 55TH ST,Bi-Level,2005,1.0,"2,204",Aluminum / Vinyl,4,2,0,"9,911",2014-06,"148,000",0560,9
074-0248-000,8457 N 111TH ST,Cape Cod,2001,1.5,"2,286",Aluminum / Vinyl,3,2,1,"15,399",2014-05,"255,000",0240,9
044-9993-000,8575 N 68TH ST,Cape Cod,1958,1.0,"1,750",Brick,3,1,1,"21,780",2014-07,"169,800",0040,9
073-0106-000,10069 W TOWER AV,Cape Cod,1965,1.0,"1,546",Aluminum / Vinyl,4,2,0,"9,322",2014-08,"137,900",0240,9
122-9979-100,4701 W GOOD HOPE RD,Cape Cod,1952,1.0,"1,480",Aluminum / Vinyl,3,2,0,"18,532",2014-03,"125,000",0600,9
104-0053-000,5232 W HEMLOCK RD,Cape Cod,1957,1.0,"1,420",Aluminum / Vinyl,4,1,1,"9,000",2014-03,"114,000",0360,9
073-0483-000,10301 W DEAN RD,Cape Cod,1976,1.0,"1,365",Aluminum / Vinyl,4,2,0,"7,200",2014-05,"131,900",0240,9
122-9945-100,6849 N 44TH ST,Cape Cod,1939,1.0,"1,245",Brick,4,1,0,"9,028",2014-04,"71,400",0560,9
121-0053-000,5538 W GREEN TREE RD,Cape Cod,1948,1.0,776,Aluminum / Vinyl,2,1,0,"21,780",2014-05,"89,900",0560,9
079-0225-000,7871 N 94TH ST,Colonial,2013,2.0,"2,678",Aluminum / Vinyl,4,2,1,"11,012",2014-04,"259,500",0240,9
079-0201-000,9502 W PARKLAND CT,Colonial,2011,2.0,"2,637",Aluminum / Vinyl,4,2,1,"9,355",2014-04,"255,000",0240,9
074-0257-000,11030 W VILLA AV,Colonial,2001,2.0,"2,421",Aluminum / Vinyl,3,2,1,"24,527",2014-11,"255,000",0240,9
038-0104-000,8618 N 117TH ST,Colonial,2009,2.0,"2,384",Fiber-Cement,4,2,1,"12,064",2014-02,"285,000",0240,9
074-0234-000,8227 N 111TH ST,Colonial,2001,2.0,"2,356",Aluminum / Vinyl,4,2,1,"13,258",2014-10,"240,000",0240,9
120-0244-000,6543 W SPOKANE ST,Colonial,1965,2.0,"1,607",Aluminum / Vinyl,4,1,1,"7,284",2014-10,"135,000",0520,9
081-9990-000,7928 W CALUMET RD,Ranch,1950,1.0,"2,104",Brick,3,1,1,"21,780",2014-12,"180,000",0240,9
117-0109-000,8701 W SPOKANE ST,Ranch,1966,1.0,"1,882",Frame,4,1,1,"13,542",2014-05,"157,000",0480,9
108-0128-000,7453 N 89TH ST,Ranch,1965,1.0,"1,863",Aluminum / Vinyl,4,2,1,"11,988",2014-07,"164,000",0440,9
117-0241-000,8700 W SPOKANE ST,Ranch,1968,1.0,"1,812",Brick,3,1,1,"9,440",2014-02,"124,000",0480,9
079-0210-000,9751 W FOUNTAIN AV,Ranch,2010,1.0,"1,776",Aluminum / Vinyl,3,2,0,"11,862",2014-08,"207,000",0240,9
118-0003-110,8405 W CHEYENNE ST,Ranch,1970,1.0,"1,636",Aluminum / Vinyl,3,2,1,"16,500",2014-05,"150,000",0480,9
118-0022-000,8215 W DENVER AV,Ranch,1973,1.0,"1,616",Frame,3,1,1,"9,000",2014-11,"142,000",0480,9
143-0228-000,8827 W CLOVERNOOK CT,Ranch,1959,1.0,"1,565",Brick,5,1,1,"18,458",2014-12,"139,000",0480,9
084-0177-000,7666 N EDGEWORTH DR,Ranch,1964,1.0,"1,539",Aluminum / Vinyl,3,1,1,"14,208",2014-05,"166,000",0360,9
005-0037-000,9379 N JOYCE AV,Ranch,1980,1.0,"1,476",Aluminum / Vinyl,3,1,2,"8,520",2014-06,"144,000",0040,9
044-9984-000,8429 N 68TH ST,Ranch,1988,1.0,"1,461",Aluminum / Vinyl,3,2,0,"36,590",2014-05,"144,500",0040,9
141-0141-000,7121 W CODY CR,Ranch,1967,1.0,"1,401",Brick,3,1,1,"8,152",2014-06,"105,000",0660,9
117-0508-000,9023 W ROCHELLE AV,Ranch,1980,1.0,"1,377",Aluminum / Vinyl,3,1,1,"11,100",2014-03,"107,000",0480,9
141-0245-000,7125 W LIMA ST,Ranch,1968,1.0,"1,370",Aluminum / Vinyl,3,1,1,"7,200",2014-07,"107,000",0660,9
117-0522-000,7015 N 89TH ST,Ranch,1981,1.0,"1,319",Aluminum / Vinyl,3,1,1,"11,550",2014-06,"152,000",0480,9
073-0321-000,10411 W SYLVIA ST,Ranch,1977,1.0,"1,299",Aluminum / Vinyl,3,1,1,"9,000",2014-05,"135,000",0240,9
117-0036-000,8843 W CHEYENNE ST,Ranch,1964,1.0,"1,293",Frame,3,1,1,"9,000",2014-12,"158,000",0480,9
108-0249-000,8801 W PORTAGE ST,Ranch,1969,1.0,"1,248",Aluminum / Vinyl,3,2,1,"9,000",2014-04,"148,500",0440,9
084-0191-000,7710 N EDGEWORTH DR,Ranch,1957,1.0,"1,233",Frame,3,2,0,"11,520",2014-07,"129,500",0360,9
141-0449-000,6527 N 67TH ST,Ranch,1966,1.0,"1,232",Aluminum / Vinyl,3,2,1,"9,522",2014-05,"115,000",0660,9
117-0128-000,8730 W DALLAS ST,Ranch,1966,1.0,"1,227",Aluminum / Vinyl,3,1,1,"9,000",2014-07,"128,900",0480,9
117-0173-000,6946 N 85TH ST,Ranch,1966,1.0,"1,227",Aluminum / Vinyl,3,2,0,"9,750",2014-08,"149,900",0480,9
