Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
321-1781-000,2737 N BOOTH ST,Duplex O/S,1896,2.0,"3,104",Aluminum / Vinyl,6,2,0,"3,600",2014-03,"135,000",2810,6
281-1820-000,3159 N BOOTH ST,Duplex O/S,1895,2.0,"2,484",Frame,5,2,0,"3,600",2014-01,"85,000",2800,6
313-0044-000,2728 N 4TH ST,Duplex O/S,1890,2.0,"2,383",Aluminum / Vinyl,6,2,0,"6,000",2014-04,"48,000",2930,6
282-0815-000,3156 N 1ST ST,Duplex O/S,1908,2.0,"2,296",Aluminum / Vinyl,4,2,0,"4,686",2014-05,"45,000",2900,6
321-1565-100,2535 N BUFFUM ST,Duplex O/S,1913,2.0,"2,286",Aluminum / Vinyl,5,2,0,"6,000",2014-11,"48,000",2920,6
285-0418-000,3358 N 22ND ST,Duplex O/S,1923,2.0,"2,228",Aluminum / Vinyl,6,2,0,"3,630",2014-09,"17,000",2960,6
282-1313-000,3357 N 3RD ST,Duplex O/S,1897,2.0,"2,144",Aluminum / Vinyl,4,2,0,"3,591",2014-06,"27,500",2900,6
321-1399-000,513 E WRIGHT ST,Duplex O/S,1900,1.5,"2,083",Aluminum / Vinyl,4,2,0,"2,500",2014-11,"130,000",2810,6
314-0409-000,2858 N BOOTH ST,Duplex O/S,1915,1.5,"2,073",Frame,4,2,0,"4,920",2014-07,"139,500",2810,6
322-0716-000,116 W NORTH AV,Duplex O/S,1900,1.5,"2,071",Frame,4,2,0,"4,000",2014-05,"55,000",2920,6
353-0497-110,2034 N 1ST ST,Duplex O/S,1890,1.5,"2,030",Aluminum / Vinyl,4,2,0,"11,605",2014-08,"182,840",2910,6
282-2122-000,3432 N 2ND ST,Duplex O/S,1903,2.0,"1,988",Aluminum / Vinyl,4,2,0,"4,200",2014-06,"5,000",2900,6
281-1860-000,3226 N BOOTH ST,Duplex O/S,1904,2.0,"1,959",Aluminum / Vinyl,5,2,0,"4,375",2014-05,"123,000",2800,6
282-0710-100,3337 N PALMER ST,Duplex O/S,1907,2.0,"1,946",Aluminum / Vinyl,4,2,0,"7,355",2014-12,"25,250",2900,6
283-1310-000,3454 N 9TH ST,Duplex O/S,1907,1.5,"1,931",Brick,5,2,0,"3,690",2014-10,"38,500",2850,6
313-1505-100,3037 N 5TH ST,Duplex O/S,1903,1.5,"1,922",Aluminum / Vinyl,5,2,0,"9,867",2014-03,"43,500",2930,6
313-1631-000,3060 N 1ST ST,Duplex O/S,1903,1.5,"1,909",Stucco,5,2,0,"7,500",2014-02,"18,000",2930,6
273-0432-000,3731 N 3RD ST,Duplex O/S,1900,1.5,"1,751",Aluminum / Vinyl,4,2,0,"3,660",2014-10,"25,000",2820,6
281-1835-000,3219 N BOOTH ST,Duplex O/S,1900,1.5,"1,725",Frame,5,2,0,"3,600",2014-08,"82,500",2800,6
312-0328-000,3047 N 10TH ST,Duplex O/S,1902,1.5,"1,710",Aluminum / Vinyl,4,2,0,"2,730",2014-10,"25,800",2870,6
270-1809-000,3880 N 22ND ST,Duplex O/S,1900,2.0,"1,647",Aluminum / Vinyl,3,2,0,"3,690",2014-05,"28,500",2840,6
272-0548-000,3734 N 10TH ST,Duplex O/S,1900,1.5,"1,477",Aluminum / Vinyl,4,2,0,"3,750",2014-05,"38,500",2860,6
321-1453-000,2545 N PIERCE ST,Duplex O/S,1890,1.5,"1,470",Aluminum / Vinyl,4,2,0,"3,600",2014-10,"119,000",2890,6
273-0428-000,3751 N 3RD ST,Duplex O/S,1900,1.5,"1,297",Aluminum / Vinyl,3,2,0,"3,268",2014-10,"34,900",2820,6
322-0467-000,2518 N HUBBARD ST,Milwaukee Bungalow,1923,1.5,"2,195",Stucco,4,2,0,"4,123",2014-04,"37,500",2920,6
271-0733-000,3618 N 14TH ST,Milwaukee Bungalow,1925,1.0,"1,742",Frame,5,1,0,"4,000",2014-04,"41,500",2860,6
271-0733-000,3618 N 14TH ST,Milwaukee Bungalow,1925,1.0,"1,742",Frame,5,1,0,"4,000",2014-06,"58,100",2860,6
272-2575-000,603 W MELVINA ST,Milwaukee Bungalow,1921,1.0,"1,735",Aluminum / Vinyl,3,1,0,"5,143",2014-12,"50,000",2820,6
282-0303-000,3376 N 1ST ST,Milwaukee Bungalow,1920,1.0,"1,477",Aluminum / Vinyl,3,1,0,"3,420",2014-05,"29,700",2900,6
271-0715-000,3705 N 13TH ST,Residence O/S,1900,1.5,"2,111",Aluminum / Vinyl,5,2,0,"3,750",2014-08,"56,320",2860,6
321-1782-000,2733 N BOOTH ST,Residence O/S,1894,1.5,"2,043",Aluminum / Vinyl,4,2,0,"3,600",2014-01,"112,000",2810,6
321-1458-000,2525 N PIERCE ST,Residence O/S,1891,1.0,"1,708",Aluminum / Vinyl,3,2,0,"3,810",2014-07,"141,000",2890,6
321-1221-000,2370 N HOLTON ST,Residence O/S,1890,1.0,"1,630",Aluminum / Vinyl,4,1,0,"3,600",2014-03,"30,000",2810,6
353-0883-100,1814 N 5TH ST,Residence O/S,1900,1.5,"1,580",Prem Wood,2,2,0,"8,713",2014-07,"187,500",2920,6
314-1121-000,3041 N PIERCE ST,Residence O/S,1900,1.0,"1,492",Aluminum / Vinyl,3,2,0,"3,250",2014-08,"162,500",2880,6
272-2749-000,3610 N 13TH ST,Residence O/S,1900,1.5,"1,488",Aluminum / Vinyl,3,1,0,"5,625",2014-05,"31,500",2860,6
354-0142-000,521 E GARFIELD AV,Residence O/S,1875,1.5,"1,368",Aluminum / Vinyl,3,1,1,"1,485",2014-03,"91,000",2810,6
272-1610-000,3526 N 10TH ST,Residence O/S,1918,1.0,"1,311",Aluminum / Vinyl,4,1,1,"4,000",2014-04,"22,000",2860,6
354-0151-000,2115 N BOOTH ST,Residence O/S,1925,1.0,"1,220",Aluminum / Vinyl,3,2,0,"3,690",2014-06,"135,000",2810,6
314-0764-000,2769 N BUFFUM ST,Residence O/S,1893,1.0,"1,106",Aluminum / Vinyl,3,1,0,"3,600",2014-07,"19,000",2930,6
321-1342-000,2427 N HOLTON ST,Residence O/S,1895,1.0,"1,036",Aluminum / Vinyl,2,1,0,"3,600",2014-09,"30,000",2810,6
314-0751-000,2745 N HOLTON ST,Residence O/S,1889,1.0,"1,035",Frame,2,1,0,"3,600",2014-05,"25,000",2810,6
313-0721-000,3015 N PALMER ST,Residence O/S,1895,1.0,992,Frame,2,1,0,"2,660",2014-01,"15,000",2930,6
312-1594-100,2927 N 8TH ST,Residence O/S,1884,1.0,986,Aluminum / Vinyl,3,1,0,"6,660",2014-08,"16,500",2870,6
281-2620-000,3414 N BOOTH ST,Residence O/S,1897,1.0,976,Aluminum / Vinyl,3,1,0,"3,600",2014-01,"80,000",2800,6
313-1819-000,2919 N PALMER ST,Residence O/S,1900,1.0,976,Aluminum / Vinyl,4,1,0,"4,500",2014-01,"15,000",2930,6
354-0161-000,2136 N HOLTON ST,Residence O/S,1906,1.0,960,Aluminum / Vinyl,2,1,0,"3,690",2014-07,"54,500",2810,6
285-2167-000,3331 N 21ST ST,Residence O/S,1912,1.0,922,Frame,3,1,0,"3,600",2014-03,"18,000",2960,6
272-2820-000,3552 N 11TH ST,Residence O/S,1897,1.0,873,Aluminum / Vinyl,3,1,1,"3,750",2014-04,"36,500",2860,6
353-1202-000,2125 N HUBBARD ST,Townhouse,1992,2.0,"2,788",Aluminum / Vinyl,6,2,2,"7,755",2014-09,"240,000",2910,6
311-1322-000,2933 N 18TH ST,Triplex,1907,2.0,"2,336",Aluminum / Vinyl,7,3,0,"3,600",2014-04,"17,500",2950,6
