Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
554-0161-000,3744 S CHEROKEE  WA,Bi-Level,2006,1.0,"5,104",Fiber-Cement,5,4,1,"8,293",2015-10,"520,200",4425,11
561-1832-000,3622 S 96TH ST,Cape Cod,1993,1.5,"2,315",Aluminum / Vinyl,3,2,1,"8,062",2015-08,"245,000",4340,11
529-0535-000,3361 S 63RD ST,Cape Cod,1953,1.0,"1,790",Brick,4,2,0,"9,310",2015-06,"154,000",4380,11
533-0910-000,3350 W POE ST,Cape Cod,1950,1.0,"1,771",Brick,4,2,0,"6,840",2015-12,"139,800",4400,11
530-0202-000,3260 S 58TH ST,Cape Cod,1952,1.5,"1,669",Aluminum / Vinyl,3,2,1,"7,744",2015-04,"162,900",4420,11
511-0159-000,2916 S 38TH ST,Cape Cod,1947,1.0,"1,641",Brick,4,2,0,"4,920",2015-05,"170,000",4320,11
558-0625-000,7330 W WEDGEWOOD DR,Cape Cod,1960,1.0,"1,638",Aluminum / Vinyl,4,2,0,"7,260",2015-05,"182,000",4330,11
531-0331-000,3263 S 50TH ST,Cape Cod,1953,1.5,"1,629",Brick,3,1,1,"8,750",2015-06,"155,000",4420,11
533-0306-000,3321 W LAKEFIELD DR,Cape Cod,1947,1.5,"1,624",Brick,3,1,1,"6,000",2015-09,"125,000",4400,11
533-0231-000,3210 W DRURY LA,Cape Cod,1948,1.0,"1,600",Aluminum / Vinyl,3,1,0,"6,720",2015-05,"137,500",4400,11
492-0538-000,4919 W JACKSON PARK DR,Cape Cod,1950,1.5,"1,598",Stone,3,1,1,"6,930",2015-05,"198,000",4280,11
533-0226-000,3240 W DRURY LA,Cape Cod,1951,1.0,"1,575",Brick,3,1,1,"4,800",2015-11,"93,000",4400,11
513-9913-000,2967 S 55TH ST,Cape Cod,1951,1.0,"1,567",Brick,4,1,0,"5,984",2015-09,"130,500",4240,11
560-0337-100,3644 S 92ND ST,Cape Cod,1948,1.0,"1,528",Aluminum / Vinyl,3,1,1,"7,920",2015-01,"147,900",4350,11
513-0125-000,3052 S 54TH ST,Cape Cod,1941,1.5,"1,526",Aluminum / Vinyl,3,2,0,"6,800",2015-07,"145,000",4240,11
512-0778-000,2776 S 45TH ST,Cape Cod,1940,1.0,"1,510",Stone,3,2,0,"5,000",2015-04,"159,900",4320,11
530-1036-000,3134 S 57TH ST,Cape Cod,1948,1.5,"1,505",Aluminum / Vinyl,3,1,1,"8,160",2015-01,"138,000",4420,11
558-0104-000,3686 S 69TH ST,Cape Cod,1959,1.0,"1,502",Aluminum / Vinyl,4,1,1,"8,756",2015-12,"137,000",4330,11
532-0530-000,3200 S 41ST ST,Cape Cod,1952,1.0,"1,497",Aluminum / Vinyl,3,1,1,"5,043",2015-11,"119,900",4410,11
512-0966-000,2912 S 45TH ST,Cape Cod,1948,1.0,"1,477",Brick,4,2,0,"5,480",2015-08,"150,000",4320,11
512-0712-000,2754 S 47TH ST,Cape Cod,1941,1.5,"1,453",Stone,3,2,1,"5,000",2015-02,"167,000",4320,11
512-0883-000,2860 S 46TH ST,Cape Cod,1950,1.0,"1,451",Brick,3,1,0,"5,080",2015-03,"139,900",4320,11
530-0507-000,3120 S 55TH ST,Cape Cod,1949,1.0,"1,424",Aluminum / Vinyl,4,2,0,"6,300",2015-05,"140,500",4420,11
531-0612-000,3173 S 43RD ST,Cape Cod,1952,1.5,"1,407",Aluminum / Vinyl,4,1,0,"5,280",2015-09,"148,000",4410,11
490-1212-000,2636 S 65TH ST,Cape Cod,1949,1.0,"1,406",Block,4,2,0,"4,900",2015-07,"159,500",4240,11
