Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
363-2866-000,1434 N 18TH CT,Ranch,1969,1.0,"1,101",Aluminum / Vinyl,3,1,1,"6,000",2014-06,"64,000",3040,15
363-2827-000,1440 N 18TH ST,Ranch,1970,1.0,"1,098",Aluminum / Vinyl,4,1,1,"7,850",2014-10,"40,000",3040,15
366-0608-111,1430 N 40TH ST,Residence O/S,1860,2.0,"2,572",Brick,4,1,1,"13,200",2014-06,"130,000",2380,15
365-1127-100,1522 N 33RD ST,Residence O/S,1895,2.0,"2,396",Frame,4,1,1,"7,200",2014-03,"44,000",2400,15
348-9992-000,2216 N SHERMAN BL,Residence O/S,1907,2.0,"2,307",Frame,5,1,2,"7,080",2014-04,"65,000",2500,15
364-1972-100,2319 W CHERRY ST,Residence O/S,1892,2.0,"1,952",Aluminum / Vinyl,4,1,1,"3,600",2014-12,"5,000",3040,15
348-1118-000,2118 N 36TH ST,Residence O/S,1900,2.0,"1,756",Aluminum / Vinyl,3,1,1,"3,600",2014-04,"35,000",2380,15
328-1234-000,2330 N 48TH ST,Residence O/S,1921,1.5,"1,753",Brick,3,1,0,"5,187",2014-01,"45,000",2520,15
348-0554-000,2156 N 42ND ST,Residence O/S,1907,1.5,"1,640",Frame,4,1,0,"3,600",2014-05,"19,000",2380,15
312-2207-000,2851 N 11TH ST,Residence O/S,1900,1.5,"1,616",Aluminum / Vinyl,3,1,0,"1,800",2014-12,"13,500",2870,15
387-0322-000,3529 W HIGHLAND BL,Residence O/S,1924,1.5,"1,558",Stucco,3,1,1,"2,880",2014-02,"72,000",2180,15
310-1925-000,2747 N 26TH ST,Residence O/S,1897,1.5,"1,348",Aluminum / Vinyl,3,1,0,"3,750",2014-09,"18,000",2950,15
325-1355-000,2454 W CLARKE ST,Residence O/S,1900,1.5,"1,307",Aluminum / Vinyl,3,1,0,"2,250",2014-05,"15,000",2940,15
311-0825-111,1327 W ALBANY PL,Residence O/S,1905,1.0,"1,276",Aluminum / Vinyl,5,1,1,"7,750",2014-04,"16,000",2870,15
310-1371-100,2843 N 23RD ST,Residence O/S,1891,1.0,"1,212",Frame,4,1,0,"7,538",2014-12,"32,000",2950,15
311-2054-000,2853 N 16TH ST,Residence O/S,1918,1.0,"1,128",Stucco,3,1,1,"3,600",2014-08,"20,000",2950,15
