Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
175-0901-000,7329 W THURSTON AV,Bi-Level,1972,1.0,"1,525",Frame,3,1,1,"13,728",2015-06,"79,900",0980,2
188-0320-110,7334 W CUSTER AV,Cape Cod,1952,1.5,"1,789",Aluminum / Vinyl,3,2,0,"11,248",2015-04,"121,900",1380,2
250-0936-000,4237 N 63RD ST,Cape Cod,1945,1.5,"1,588",Aluminum / Vinyl,4,1,1,"5,200",2015-10,"26,000",1490,2
250-0936-000,4237 N 63RD ST,Cape Cod,1945,1.5,"1,588",Aluminum / Vinyl,4,1,1,"5,200",2015-10,"39,000",1490,2
174-0745-000,5725 N 64TH ST,Cape Cod,1950,1.0,"1,550",Stone,3,1,0,"7,500",2015-02,"86,000",0960,2
190-9798-000,5227 N 58TH ST,Cape Cod,1950,1.5,"1,510",Aluminum / Vinyl,4,2,1,"6,160",2015-09,"106,500",1140,2
214-9987-100,8520 W APPLETON AV,Cape Cod,1951,1.0,"1,495",Brick,5,1,1,"7,277",2015-08,"85,000",1400,2
189-0084-000,5252 N 66TH ST,Cape Cod,1953,1.0,"1,487",Stone,4,1,0,"8,400",2015-04,"78,000",1140,2
250-0019-000,4208 N 64TH ST,Cape Cod,1947,1.0,"1,440",Brick,3,1,0,"5,200",2015-09,"85,000",1490,2
150-9920-000,6255 N 105TH ST,Cape Cod,1938,1.0,"1,430",Aluminum / Vinyl,3,1,0,"15,960",2015-08,"123,900",0820,2
250-0918-000,4302 N 64TH ST,Cape Cod,1946,1.5,"1,415",Aluminum / Vinyl,4,1,1,"5,850",2015-07,"92,500",1490,2
251-0413-000,4149 N 72ND ST,Cape Cod,1940,1.5,"1,384",Aluminum / Vinyl,3,1,1,"7,200",2015-08,"105,500",1480,2
211-0334-000,5175 N 67TH ST,Cape Cod,1956,1.0,"1,326",Brick,3,1,0,"5,160",2015-10,"75,000",1380,2
213-0314-000,8140 W KATHRYN AV,Cape Cod,1955,1.5,"1,304",Aluminum / Vinyl,4,1,1,"6,288",2015-04,"76,900",1400,2
212-0612-000,7137 W FOND DU LAC AV,Cape Cod,1952,1.0,"1,296",Brick,3,1,0,"5,880",2015-04,"81,000",1480,2
211-0709-000,4855 N 64TH ST,Cape Cod,1953,1.0,"1,290",Brick,4,2,0,"4,920",2015-06,"110,000",1380,2
