Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
280-1607-000,3354 N GORDON PL,Cape Cod,1935,1.5,"1,832",Brick,3,1,1,"5,625",2014-03,"247,700",3320,3
317-0272-000,2845 N HACKETT AV,Colonial,1894,3.0,"3,255",Stucco,3,2,2,"4,800",2014-09,"455,000",3060,3
318-0119-000,2665 N LAKE DR,Colonial,1914,2.0,"3,177",Stucco,5,2,1,"8,700",2014-10,"517,400",3060,3
278-0688-000,3417 N HACKETT AV,Colonial,1921,2.0,"3,020",Brick,5,3,1,"7,200",2014-12,"442,000",3060,3
278-0743-000,3333 N SHEPARD AV,Colonial,1925,2.0,"2,783",Brick,4,2,1,"7,200",2014-08,"507,000",3060,3
279-0304-000,3482 N FREDERICK AV,Colonial,1923,1.5,"2,351",Brick,4,2,2,"7,050",2014-06,"376,000",3060,3
281-2002-000,3405 N HUMBOLDT BL,Colonial,1922,2.0,"1,852",Frame,3,1,1,"8,040",2014-07,"209,900",3320,3
280-0714-100,3225 N DOUSMAN ST,Colonial,1971,2.0,"1,145",Aluminum / Vinyl,4,1,1,"7,200",2014-09,"147,900",3320,3
354-0644-000,1815 N MARSHALL ST,Cottage,1900,2.0,"1,368",Aluminum / Vinyl,2,1,1,"2,300",2014-09,"185,000",3240,3
355-0665-000,1870 N WARREN AV,Cottage,1890,1.0,"1,184",Frame,3,1,0,"2,540",2014-05,"162,300",3240,3
355-0863-000,1323 E HAMILTON ST,Cottage,1915,1.0,"1,170",Aluminum / Vinyl,3,2,0,"3,600",2014-03,"223,500",3240,3
320-1118-000,2464 N BARTLETT AV,Cottage,1895,1.0,"1,143",Aluminum / Vinyl,2,2,0,"3,000",2014-09,"120,000",3190,3
355-0277-000,1926 N BARTLETT AV,Cottage,1880,1.5,948,Aluminum / Vinyl,2,1,0,"3,600",2014-05,"146,000",3190,3
355-0742-000,1748 N PULASKI ST,Cottage,1880,1.0,888,Aluminum / Vinyl,2,1,0,"2,340",2014-09,"160,000",3240,3
320-0632-000,1605 E WEBSTER PL,Cottage,1890,1.0,840,Aluminum / Vinyl,2,1,0,"3,000",2014-03,"140,000",3190,3
355-0822-000,1728 N HUMBOLDT AV,Cottage,1890,1.0,792,Frame,2,1,0,"2,780",2014-05,"120,000",3240,3
280-0401-000,3494 N HUMBOLDT BL,Dplx Bungalow,1927,2.0,"3,264",Masonry / Frame,6,2,0,"5,900",2014-04,"262,500",3320,3
316-0925-000,3043 N MARYLAND AV,Dplx Bungalow,1926,2.0,"3,106",Brick,6,2,0,"5,200",2014-12,"257,000",3160,3
316-1290-000,2733 N DOWNER AV,Dplx Bungalow,1922,2.0,"2,672",Aluminum / Vinyl,6,2,0,"4,880",2014-09,"259,500",3170,3
315-0628-000,1202 E CHAMBERS ST,Dplx Bungalow,1928,2.0,"2,636",Frame,6,2,0,"5,640",2014-04,"166,500",3320,3
315-0327-000,2930 N NEWHALL ST,Dplx Bungalow,1915,2.0,"2,620",Aluminum / Vinyl,4,2,0,"4,800",2014-05,"188,000",3150,3
281-2065-000,3145 N HUMBOLDT BL,Dplx Bungalow,1927,2.0,"2,202",Aluminum / Vinyl,4,2,0,"4,422",2014-05,"130,000",3320,3
279-0158-000,3376 N CRAMER ST,Dplx Bungalow,1924,1.5,"1,953",Brick,4,2,0,"5,080",2014-10,"216,000",3160,3
281-1210-000,3312 N WEIL ST,Dplx Bungalow,1926,1.5,"1,919",Aluminum / Vinyl,4,2,0,"4,560",2014-10,"152,000",3320,3
281-0766-000,3440 N FRATNEY ST,Dplx Bungalow,1921,1.5,"1,678",Aluminum / Vinyl,4,2,0,"3,690",2014-05,"142,000",2880,3
280-9995-200,1129 E CONCORDIA AV,Duplex N/S,1958,2.0,"3,064",Brick,6,3,0,"9,855",2014-04,"220,000",3320,3
280-0801-000,3413 N DOUSMAN ST,Duplex N/S,1953,1.5,"2,087",Stone,4,2,1,"4,720",2014-07,"236,000",3320,3
316-1654-000,3022 N FARWELL AV,Duplex O/S,1914,2.0,"4,425",Masonry / Frame,8,3,0,"4,840",2014-02,"297,273",3160,3
317-0271-000,2849 N HACKETT AV,Duplex O/S,1894,2.0,"3,634",Aluminum / Vinyl,5,3,0,"4,800",2014-10,"320,000",3060,3
278-0254-000,3268 N SHEPARD AV,Duplex O/S,1911,2.0,"3,508",Frame,8,2,0,"4,800",2014-07,"285,000",3060,3
317-0223-000,2822 N SHEPARD AV,Duplex O/S,1897,2.0,"3,370",Stucco,6,3,1,"5,400",2014-10,"405,000",3060,3
359-0164-000,1656 N HUMBOLDT AV,Duplex O/S,1890,2.0,"3,162",Brick,4,2,0,"5,440",2014-12,"320,000",3240,3
317-0090-000,3040 N DOWNER AV,Duplex O/S,1922,2.0,"3,020",Aluminum / Vinyl,6,2,0,"7,200",2014-03,"260,000",3060,3
