Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
419-0664-000,517 S 75TH ST,Bi-Level,1984,1.0,"1,414",Aluminum / Vinyl,3,2,0,"3,600",2015-06,"133,000",2710,10
386-0617-000,4304 W MARTIN DR,Cape Cod,1939,1.5,"2,047",Stone,4,2,0,"4,896",2015-06,"140,000",2610,10
265-0294-000,3623 N 61ST ST,Cape Cod,1953,1.0,"1,948",Brick,4,2,1,"5,330",2015-03,"114,500",1940,10
289-0472-000,5515 W BROOKLYN PL,Cape Cod,1936,1.5,"1,785",Brick,2,1,2,"4,800",2015-08,"125,000",1850,10
305-0567-000,2708 N 68TH ST,Cape Cod,1936,1.5,"1,663",Stone,3,1,1,"4,715",2015-02,"156,500",1980,10
304-0347-000,2941 N 69TH ST,Cape Cod,1940,1.5,"1,642",Stone,3,1,2,"5,831",2015-06,"187,500",1980,10
418-0486-000,315 S 82ND ST,Cape Cod,1942,1.0,"1,591",Aluminum / Vinyl,4,1,0,"5,500",2015-12,"142,900",2720,10
305-0712-000,2750 N 71ST ST,Cape Cod,1937,1.5,"1,584",Brick,3,1,1,"5,136",2015-08,"196,000",1980,10
264-0352-000,3863 N 66TH ST,Cape Cod,1953,1.0,"1,574",Brick,4,2,0,"9,180",2015-06,"106,400",1940,10
409-9996-000,119 N 92ND ST,Cape Cod,1952,1.0,"1,547",Frame,3,1,0,"7,200",2015-05,"136,900",2760,10
289-0617-000,5544 W BROOKLYN PL,Cape Cod,1937,1.5,"1,528",Brick,3,1,1,"4,800",2015-10,"118,900",1850,10
418-0416-000,146 S 81ST ST,Cape Cod,1948,1.5,"1,498",Aluminum / Vinyl,4,2,1,"6,272",2015-09,"174,000",2720,10
289-0090-000,3456 N 56TH ST,Cape Cod,1946,1.0,"1,484",Brick,4,1,0,"4,797",2015-05,"75,500",1850,10
305-0623-000,2829 N 67TH ST,Cape Cod,1938,1.0,"1,473",Stone,3,1,0,"5,604",2015-05,"130,200",1980,10
408-0066-000,134 N 90TH ST,Cape Cod,1950,1.0,"1,441",Brick,3,2,0,"5,936",2015-08,"174,000",2760,10
306-0788-000,2777 N 57TH ST,Cape Cod,1927,1.0,"1,430",Brick,4,1,0,"4,171",2015-12,"67,000",1860,10
289-0079-000,3425 N 56TH ST,Cape Cod,1939,1.5,"1,402",Frame,3,1,1,"4,880",2015-06,"83,900",1850,10
289-0017-000,3406 N 60TH ST,Cape Cod,1948,1.0,"1,395",Brick,4,1,0,"5,400",2015-08,"77,000",1850,10
408-1039-000,9034 W MT VERNON AV,Cape Cod,1951,1.0,"1,377",Aluminum / Vinyl,3,2,0,"6,138",2015-12,"130,000",2760,10
403-0607-000,317 N STORY PK,Cape Cod,1953,1.5,"1,362",Brick,4,2,0,"5,928",2015-08,"212,000",2680,10
264-0518-000,7113 W BECKETT AV,Cape Cod,1953,1.0,"1,344",Aluminum / Vinyl,3,1,0,"4,800",2015-12,"61,000",1940,10
386-0643-000,1127 N 44TH ST,Cape Cod,1950,1.5,"1,342",Aluminum / Vinyl,4,2,0,"4,800",2015-11,"96,500",2610,10
304-0111-000,2966 N 73RD ST,Cape Cod,1941,1.0,"1,332",Stone,3,1,0,"5,400",2015-06,"105,000",2080,10
304-0219-000,2967 N 75TH ST,Cape Cod,1947,1.0,"1,329",Brick,4,1,0,"5,400",2015-07,"133,350",2080,10
385-0108-000,5710 W VALLEY FORGE DR,Cape Cod,1948,1.0,"1,325",Brick,3,2,0,"7,100",2015-07,"180,000",2660,10
346-0103-000,5816 W ELLIOTT CR,Cape Cod,1945,1.0,"1,324",Brick,3,1,0,"4,940",2015-11,"116,500",2540,10
419-0371-100,103 N 75TH ST,Cape Cod,1982,1.0,"1,321",Aluminum / Vinyl,4,2,0,"3,600",2015-10,"158,000",2720,10
304-0216-000,2951 N 75TH ST,Cape Cod,1953,1.0,"1,312",Brick,2,2,0,"5,400",2015-05,"139,000",2080,10
404-0015-000,5612 W MICHIGAN ST,Cape Cod,1940,1.0,"1,312",Aluminum / Vinyl,4,1,1,"6,000",2015-09,"151,000",2660,10
289-0646-000,3346 N 58TH ST,Cape Cod,1936,1.5,"1,301",Brick,2,1,0,"5,200",2015-08,"75,000",1850,10
304-0376-000,2945 N 70TH ST,Cape Cod,1938,1.5,"1,297",Aluminum / Vinyl,3,1,1,"5,382",2015-09,"174,000",1980,10
406-1237-000,177 N 70TH ST,Cape Cod,1941,1.5,"1,294",Aluminum / Vinyl,4,1,1,"4,600",2015-09,"155,500",2720,10
408-0065-000,142 N 90TH ST,Cape Cod,1950,1.0,"1,273",Frame,3,1,1,"5,936",2015-12,"145,400",2760,10
305-1058-000,6227 W GIRARD AV,Cape Cod,1949,1.0,"1,272",Brick,3,1,0,"5,760",2015-07,"90,000",1870,10
304-0048-000,3019 N 74TH ST,Cape Cod,1948,1.0,"1,266",Brick,3,2,0,"5,400",2015-09,"150,000",2080,10
304-0450-000,2828 N 74TH ST,Cape Cod,1937,1.5,"1,263",Brick,3,1,1,"5,029",2015-08,"110,000",2080,10
406-0603-000,151 N 72ND ST,Cape Cod,1942,1.0,"1,247",Aluminum / Vinyl,3,2,0,"5,160",2015-07,"174,000",2720,10
407-0527-000,122 N 80TH ST,Cape Cod,1949,1.0,"1,244",Aluminum / Vinyl,3,2,0,"5,985",2015-07,"143,000",2720,10
289-0071-000,3418 N 57TH ST,Cape Cod,1942,1.5,"1,226",Masonry / Frame,3,1,1,"5,040",2015-04,"95,000",1850,10
264-0816-000,3795 N 75TH ST,Cape Cod,1952,1.0,"1,192",Aluminum / Vinyl,4,1,0,"5,640",2015-12,"109,900",1940,10
264-0187-000,3942 N 70TH ST,Cape Cod,1953,1.5,"1,184",Aluminum / Vinyl,4,2,0,"4,920",2015-11,"100,000",1940,10
409-0334-000,9425 W ST PAUL AV,Cape Cod,1953,1.0,"1,183",Aluminum / Vinyl,3,1,1,"6,250",2015-09,"127,000",2760,10
408-0009-000,332 N 90TH ST,Cape Cod,1949,1.0,"1,181",Brick,3,1,1,"6,840",2015-01,"75,000",2760,10
408-0009-000,332 N 90TH ST,Cape Cod,1949,1.0,"1,181",Brick,3,1,1,"6,840",2015-08,"125,000",2760,10
405-0581-000,6026 W STEVENSON ST,Cape Cod,1952,1.0,"1,176",Aluminum / Vinyl,3,1,0,"7,659",2015-10,"110,000",2700,10
407-0432-000,168 N 78TH ST,Cape Cod,1950,1.0,"1,167",Brick,3,1,0,"8,325",2015-11,"129,800",2720,10
406-0994-000,519 S 68TH ST,Cape Cod,1950,1.0,"1,157",Aluminum / Vinyl,3,1,0,"5,520",2015-10,"122,000",2710,10
305-0589-000,6602 W HADLEY ST,Cape Cod,1937,1.5,"1,154",Brick,3,1,1,"4,674",2015-02,"160,000",1980,10
418-0436-000,144 S HONEY CREEK PK,Cape Cod,1948,1.0,"1,152",Aluminum / Vinyl,3,1,0,"6,000",2015-10,"150,000",2720,10
289-0635-000,5550 W PHILIP PL,Cape Cod,1946,1.0,"1,140",Brick,3,1,0,"4,800",2015-08,"64,900",1850,10
265-0255-000,3755 N 60TH ST,Cape Cod,1946,1.0,"1,118",Brick,3,1,0,"5,750",2015-10,"38,000",1940,10
405-0574-000,158 N 62ND ST,Cape Cod,1947,1.0,"1,113",Brick,3,1,0,"7,396",2015-01,"104,000",2700,10
407-0650-000,218 N 79TH ST,Cape Cod,1945,1.0,"1,110",Brick,3,1,0,"4,320",2015-09,"148,000",2720,10
407-0659-000,144 N 79TH ST,Cape Cod,1945,1.0,"1,098",Brick,3,2,0,"4,320",2015-04,"162,000",2720,10
