Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
547-1100-100,3800 S LOGAN AV,Cape Cod,1984,1.0,"2,529",Stucco,4,2,1,"7,740",2014-05,"235,000",4620,14
582-9946-000,3985 S LENOX ST,Cape Cod,1955,1.0,"1,914",Stone,4,2,1,"8,424",2014-10,"160,000",4700,14
581-1220-000,3984 S TAYLOR AV,Cape Cod,1948,1.5,"1,805",Brick,5,2,0,"4,675",2014-08,"138,600",4700,14
548-0382-000,3861 S GRIFFIN AV,Cape Cod,1956,1.5,"1,486",Aluminum / Vinyl,3,2,0,"7,040",2014-08,"162,000",4620,14
582-9943-100,3956 S PINE AV,Cape Cod,1952,1.5,"1,461",Aluminum / Vinyl,4,1,1,"5,546",2014-07,"91,200",4700,14
539-1132-000,3340 S LENOX ST,Cape Cod,1953,1.5,"1,413",Aluminum / Vinyl,4,1,1,"5,535",2014-10,"146,000",4580,14
548-0862-000,3603 S PINE AV,Cape Cod,1944,1.0,"1,411",Aluminum / Vinyl,4,2,0,"4,956",2014-03,"153,300",4620,14
539-1020-000,915 E MORGAN AV,Cape Cod,1950,1.0,"1,393",Aluminum / Vinyl,3,1,1,"5,400",2014-06,"161,500",4620,14
547-1411-000,3775 S BRUST AV,Cape Cod,1947,1.5,"1,371",Aluminum / Vinyl,3,1,1,"6,000",2014-11,"148,700",4620,14
536-0617-000,3430 S 11TH ST,Cape Cod,1937,1.5,"1,362",Aluminum / Vinyl,3,1,1,"4,636",2014-07,"125,000",4520,14
547-0510-000,1305 E TRIPOLI AV,Cape Cod,1951,1.0,"1,356",Aluminum / Vinyl,4,2,0,"5,088",2014-05,"159,900",4620,14
582-1037-000,4246 S WHITNALL AV,Cape Cod,1953,1.0,"1,325",Aluminum / Vinyl,4,1,0,"7,200",2014-04,"106,750",4700,14
536-0530-000,3377 S 11TH ST,Cape Cod,1949,1.0,"1,315",Stone,3,1,1,"4,880",2014-07,"119,900",4520,14
539-0450-000,1027 E HOLT AV,Cape Cod,1955,1.0,"1,302",Brick,3,2,0,"4,800",2014-03,"145,000",4580,14
547-0586-000,3868 S HANSON AV,Cape Cod,1950,1.0,"1,245",Aluminum / Vinyl,3,1,1,"6,208",2014-09,"165,000",4620,14
538-0622-000,3218 S CHASE AV,Cape Cod,1948,1.0,"1,239",Aluminum / Vinyl,3,1,1,"5,060",2014-07,"110,000",4580,14
548-9928-000,326 E BRADLEY AV,Cape Cod,1947,1.5,"1,238",Brick,3,1,1,"5,160",2014-07,"190,000",4620,14
547-0548-000,1222 E CRAWFORD AV,Cape Cod,1947,1.0,"1,232",Brick,3,1,0,"6,000",2014-06,"100,000",4620,14
547-0548-000,1222 E CRAWFORD AV,Cape Cod,1947,1.0,"1,232",Brick,3,1,0,"6,000",2014-10,"142,500",4620,14
540-0215-000,3329 S SPRINGFIELD AV,Cape Cod,1951,1.0,"1,196",Aluminum / Vinyl,3,1,0,"4,800",2014-08,"132,000",4610,14
546-0466-000,3750 S BRUST AV,Cape Cod,1950,1.0,"1,173",Aluminum / Vinyl,3,1,1,"5,400",2014-06,"158,000",4620,14
582-1003-000,4121 S LOGAN AV,Cape Cod,1956,1.0,"1,121",Aluminum / Vinyl,4,2,0,"7,198",2014-03,"153,000",4700,14
548-0053-000,219 E BRADLEY AV,Cape Cod,1937,1.5,"1,117",Brick,2,1,1,"6,320",2014-12,"119,000",4620,14
503-9985-000,1836 E OKLAHOMA AV,Cape Cod,1950,1.0,"1,116",Aluminum / Vinyl,3,1,0,"5,760",2014-05,"120,000",4610,14
547-1098-000,3771 S HERMAN ST,Cape Cod,1952,1.0,"1,104",Aluminum / Vinyl,4,1,0,"4,674",2014-04,"101,500",4620,14
582-1230-000,1122 E NORWICH ST,Cape Cod,1953,1.0,"1,102",Aluminum / Vinyl,3,1,0,"3,720",2014-08,"90,000",4700,14
540-0213-000,3319 S SPRINGFIELD AV,Cape Cod,1950,1.0,"1,100",Brick,2,1,0,"4,800",2014-09,"145,000",4610,14
539-0214-000,3420 S NEVADA ST,Cape Cod,1948,1.0,"1,091",Aluminum / Vinyl,3,1,0,"6,150",2014-07,"109,000",4580,14
547-0522-000,1227 E CRAWFORD AV,Cape Cod,1946,1.0,"1,073",Brick,2,1,0,"5,625",2014-06,"135,000",4620,14
548-0817-000,609 E MORGAN AV,Cape Cod,1944,1.0,"1,058",Block,4,1,0,"4,578",2014-01,"132,400",4620,14
538-0491-100,3308 S WHITNALL AV,Cape Cod,1950,1.0,"1,047",Aluminum / Vinyl,3,1,0,"6,880",2014-09,"121,000",4580,14
547-1218-000,3528 S HERMAN ST,Cape Cod,1950,1.0,"1,040",Aluminum / Vinyl,4,1,0,"6,480",2014-07,"152,000",4620,14
538-0960-000,206 E HOLT AV,Cape Cod,1948,1.0,"1,022",Aluminum / Vinyl,2,1,0,"6,600",2014-07,"124,000",4580,14
