Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
266-0629-000,3509 N 57TH ST,Cape Cod,1948,1.5,"1,921",Brick,5,2,0,"4,920",2015-08,"85,000",1830,7
288-0413-000,3259 N 48TH ST,Cape Cod,1936,1.0,"1,830",Stone,4,2,0,"4,560",2015-02,"133,900",1840,7
266-0747-000,3873 N 51ST BL,Cape Cod,1935,1.0,"1,815",Stone,4,2,1,"5,760",2015-08,"125,000",1820,7
266-0559-000,3628 N 55TH ST,Cape Cod,1945,1.0,"1,783",Stone,4,1,1,"4,920",2015-07,"100,000",1830,7
248-0231-000,4175 N 50TH ST,Cape Cod,1950,1.5,"1,683",Aluminum / Vinyl,5,2,0,"7,800",2015-04,"96,000",1680,7
289-1001-000,3166 N 53RD ST,Cape Cod,1937,1.0,"1,637",Stone,3,2,0,"4,800",2015-07,"124,900",1850,7
266-0628-000,3515 N 57TH ST,Cape Cod,1948,1.0,"1,590",Brick,3,1,0,"4,920",2015-10,"85,000",1830,7
248-0392-000,4034 N 47TH ST,Cape Cod,1950,1.0,"1,576",Brick,4,1,1,"5,166",2015-12,"62,800",1680,7
227-0016-110,4685 N 51ST BL,Cape Cod,1940,1.0,"1,521",Aluminum / Vinyl,4,2,0,"5,474",2015-11,"83,500",1150,7
267-0914-000,4937 W MEDFORD AV,Cape Cod,1937,1.0,"1,447",Brick,4,2,0,"4,880",2015-10,"78,000",1820,7
266-0090-000,3867 N 53RD ST,Cape Cod,1950,1.0,"1,412",Brick,3,1,0,"4,800",2015-04,"79,500",1830,7
266-0545-000,3509 N 54TH BL,Cape Cod,1941,1.0,"1,385",Brick,3,1,1,"4,920",2015-08,"99,500",1830,7
248-0185-100,4241 N 47TH ST,Cape Cod,1940,1.0,"1,380",Frame,3,1,0,"4,370",2015-12,"25,000",1680,7
249-0442-000,4239 N 52ND ST,Cape Cod,1950,1.5,"1,374",Stucco,3,1,1,"4,920",2015-09,"70,000",1560,7
266-0343-000,3737 N 56TH ST,Cape Cod,1945,1.0,"1,368",Brick,3,2,0,"4,773",2015-01,"89,000",1830,7
268-1294-000,3608 W ROOSEVELT DR,Cape Cod,1952,1.0,"1,339",Brick,3,1,0,"4,800",2015-12,"33,000",1740,7
268-1273-000,3864 N 37TH ST,Cape Cod,1946,1.5,"1,325",Aluminum / Vinyl,2,1,1,"4,800",2015-07,"35,000",1740,7
228-0096-000,4719 N 46TH ST,Cape Cod,1952,1.5,"1,309",Aluminum / Vinyl,4,1,1,"5,590",2015-04,"42,500",1150,7
266-0212-000,3834 N 57TH ST,Cape Cod,1948,1.0,"1,287",Brick,3,1,0,"4,995",2015-06,"86,700",1830,7
247-0215-000,4056 N 42ND ST,Cape Cod,1940,1.0,"1,198",Brick,2,2,0,"5,031",2015-09,"62,500",1680,7
248-0536-000,4134 N 46TH ST,Cape Cod,1939,1.5,"1,163",Brick,2,1,1,"4,960",2015-11,"60,000",1680,7
248-0331-000,4118 N 49TH ST,Cape Cod,1940,1.0,"1,131",Aluminum / Vinyl,3,1,0,"4,680",2015-04,"61,000",1680,7
248-0630-000,4102 N 45TH ST,Cape Cod,1944,1.5,"1,120",Brick,2,1,1,"4,800",2015-09,"64,900",1680,7
228-1117-000,4528 N 44TH ST,Cape Cod,1950,1.0,"1,110",Aluminum / Vinyl,4,2,0,"5,368",2015-08,"62,100",1150,7
210-0301-000,5150 N 56TH ST,Cape Cod,1952,1.0,"1,092",Aluminum / Vinyl,4,1,0,"6,160",2015-09,"65,000",1140,7
249-0043-100,4323 N 54TH ST,Cape Cod,1951,1.0,"1,042",Aluminum / Vinyl,2,0,2,"4,920",2015-11,"67,500",1560,7
227-0510-000,4514 N 60TH ST,Cape Cod,1941,1.0,"1,033",Aluminum / Vinyl,3,1,1,"5,520",2015-10,"72,000",1560,7
249-0046-000,4339 N 54TH ST,Cape Cod,1947,1.0,"1,006",Aluminum / Vinyl,3,1,0,"4,920",2015-02,"73,000",1560,7
247-0822-000,4239 N 38TH ST,Cape Cod,1950,1.0,943,Aluminum / Vinyl,3,1,0,"5,000",2015-12,"25,000",1680,7
210-0052-100,4820 N 60TH ST,Cape Cod,1951,1.0,868,Frame,3,1,0,"6,072",2015-06,"38,200",1140,7
227-0219-000,4753 N 57TH ST,Cape Cod,1950,1.0,808,Aluminum / Vinyl,2,1,0,"9,427",2015-11,"52,000",1150,7
228-0383-000,4729 N 50TH ST,Cape Cod,1956,1.0,784,Aluminum / Vinyl,2,1,0,"6,110",2015-04,"23,000",1150,7
247-0307-000,4124 N 36TH ST,Cape Cod,1940,1.0,743,Aluminum / Vinyl,2,1,0,"4,800",2015-10,"31,900",1680,7
248-0539-000,4116 N 46TH ST,Colonial,1947,2.0,"1,794",Brick,6,1,0,"4,960",2015-06,"53,000",1680,7
288-0909-000,4824 W TOWNSEND ST,Colonial,1938,2.0,"1,732",Brick,3,1,1,"4,888",2015-09,"128,000",1840,7
267-0715-000,4505 W MEDFORD AV,Colonial,1935,2.0,"1,605",Brick,3,1,1,"5,760",2015-09,"97,050",1840,7
288-0309-000,3408 N 47TH ST,Colonial,1939,2.0,"1,430",Aluminum / Vinyl,3,1,1,"4,920",2015-12,"119,900",1840,7
307-0618-000,3034 N 44TH ST,Colonial,1930,2.0,"1,404",Masonry / Frame,3,1,1,"5,040",2015-07,"39,900",2510,7
268-0163-000,3934 N 42ND ST,Colonial,1938,2.0,"1,288",Brick,3,1,1,"4,800",2015-08,"85,000",1740,7
227-0507-000,4530 N 60TH ST,Colonial,1941,2.0,"1,109",Frame,2,1,0,"5,520",2015-03,"20,500",1560,7
229-0785-100,4655 N 42ND ST,Colonial,1946,2.0,"1,008",Masonry / Frame,2,1,0,"5,160",2015-04,"38,250",1440,7
247-9889-000,4359 N 41ST ST,Cottage,1941,2.0,"1,422",Frame,5,1,0,"3,645",2015-05,"17,200",1680,7
247-0527-000,4176 N 39TH ST,Cottage,1928,1.5,934,Aluminum / Vinyl,2,1,1,"4,800",2015-05,"28,000",1680,7
310-1389-000,2908 N 24TH ST,Cottage,1890,1.0,552,Aluminum / Vinyl,2,1,0,"3,375",2015-04,"10,000",2950,7
307-0334-000,2801 N 49TH ST,Dplx Bungalow,1923,2.0,"2,694",Aluminum / Vinyl,5,2,0,"5,160",2015-04,"98,000",2510,7
307-1020-000,2707 N 47TH ST,Dplx Bungalow,1924,2.0,"2,618",Aluminum / Vinyl,4,2,0,"5,720",2015-02,"26,200",2510,7
310-0513-000,3029 N 24TH ST,Dplx Bungalow,1926,2.0,"2,608",Aluminum / Vinyl,6,2,0,"3,600",2015-08,"25,000",2950,7
268-1412-000,3809 W CAPITOL DR,Dplx Bungalow,1936,2.0,"2,380",Masonry / Frame,4,2,0,"5,160",2015-12,"51,000",1740,7
288-0401-000,3324 N 47TH ST,Dplx Bungalow,1942,2.0,"2,366",Aluminum / Vinyl,4,2,0,"4,800",2015-10,"117,000",1840,7
266-0707-000,3931 N 52ND ST,Dplx Bungalow,1937,1.5,"2,338",Stone,4,2,0,"4,920",2015-02,"109,000",1830,7
268-1114-000,3604 N 39TH ST,Dplx Bungalow,1927,1.5,"2,261",Aluminum / Vinyl,5,2,0,"5,740",2015-02,"31,200",1740,7
267-0341-000,4400 W MELVINA ST,Dplx Bungalow,1927,1.5,"2,248",Aluminum / Vinyl,6,2,1,"5,160",2015-03,"58,500",1820,7
285-0925-000,2404 W BURLEIGH ST,Dplx Bungalow,1925,1.5,"1,975",Stucco,4,2,1,"3,150",2015-03,"8,000",2950,7
307-0280-000,2850 N 48TH ST,Dplx Bungalow,1924,1.5,"1,797",Aluminum / Vinyl,3,2,0,"4,960",2015-08,"35,000",2510,7
229-1143-000,4765 N 35TH ST,Dplx Bungalow,1929,1.5,"1,740",Frame,4,2,0,"3,780",2015-11,"32,000",1440,7
267-0986-000,3748 N 51ST BL,Duplex N/S,1946,2.0,"2,388",Stone,4,2,0,"4,840",2015-08,"106,300",1820,7
249-0711-000,5617 W CONGRESS ST,Duplex N/S,1958,2.0,"2,236",Aluminum / Vinyl,6,2,0,"4,800",2015-02,"90,000",1560,7
267-0464-000,4765 W LEON TR,Duplex N/S,1952,2.0,"2,110",Masonry / Frame,4,2,0,"4,800",2015-06,"65,000",1820,7
266-0154-000,3879-A N 55TH ST,Duplex N/S,1945,1.5,"2,069",Stone,3,2,0,"10,735",2015-12,"82,500",1830,7
268-1332-000,3702 W VIENNA AV,Duplex N/S,1945,2.0,"1,934",Masonry / Frame,4,2,0,"4,800",2015-07,"12,500",1740,7
288-0509-000,3171 N 48TH ST,Duplex N/S,1952,2.0,"1,858",Masonry / Frame,4,2,0,"5,040",2015-05,"92,000",1840,7
228-1462-000,4455 N 46TH ST,Duplex N/S,1952,2.0,"1,812",Aluminum / Vinyl,4,2,0,"5,117",2015-08,"99,500",1150,7
228-1301-000,4661 N 45TH ST,Duplex N/S,1952,2.0,"1,564",Aluminum / Vinyl,4,2,0,"5,891",2015-11,"58,500",1150,7
266-0259-000,3815A N 58TH BL,Duplex N/S,1949,1.5,"1,347",Aluminum / Vinyl,3,2,0,"4,800",2015-08,"55,000",1830,7
286-0450-000,3122 N 35TH ST,Duplex O/S,1914,2.0,"3,055",Aluminum / Vinyl,7,2,0,"3,600",2015-05,"44,500",2960,7
229-1138-000,4745 N 35TH ST,Duplex O/S,1908,2.0,"2,772",Aluminum / Vinyl,6,2,0,"3,780",2015-05,"61,068",1440,7
286-0736-000,3232 N 30TH ST,Duplex O/S,1917,2.0,"2,335",Aluminum / Vinyl,5,2,0,"3,960",2015-10,"24,000",2960,7
285-0625-000,3257 N 26TH ST,Duplex O/S,1901,2.0,"2,028",Aluminum / Vinyl,6,2,0,"3,600",2015-02,"29,200",2960,7
229-0807-000,4629 N 42ND ST,Duplex O/S,1930,1.5,"1,998",Frame,3,2,0,"4,800",2015-07,"52,000",1440,7
285-0720-000,3228A N 24TH PL,Duplex O/S,1912,2.0,"1,842",Aluminum / Vinyl,4,2,0,"3,600",2015-02,"22,000",2960,7
286-0735-100,3236 N 30TH ST,Duplex O/S,1900,1.5,"1,768",Frame,3,2,0,"3,960",2015-11,"5,000",2960,7
228-0388-000,4719-A N 50TH ST,Duplex O/S,1921,1.0,"1,622",Aluminum / Vinyl,3,2,0,"9,108",2015-02,"21,500",1150,7
307-1162-000,2814 N 46TH ST,Milwaukee Bungalow,1925,1.0,"2,547",Brick,4,2,0,"5,000",2015-01,"120,000",2510,7
307-0234-000,2755 N 49TH ST,Milwaukee Bungalow,1924,1.0,"1,977",Brick,5,2,0,"5,160",2015-05,"63,200",2510,7
307-0614-000,3012 N 44TH ST,Milwaukee Bungalow,1926,1.0,"1,737",Brick,4,1,0,"5,040",2015-09,"64,000",2510,7
267-0245-000,3882 N 51ST BL,Milwaukee Bungalow,1931,1.0,"1,682",Brick,4,1,0,"4,840",2015-11,"52,500",1820,7
307-1034-000,2768 N 48TH ST,Milwaukee Bungalow,1922,1.0,"1,662",Aluminum / Vinyl,4,2,0,"4,960",2015-03,"119,000",2510,7
287-0505-000,3157 N 41ST ST,Milwaukee Bungalow,1928,1.0,"1,631",Brick,4,1,1,"3,450",2015-10,"104,900",1780,7
288-0518-000,3121 N 48TH ST,Milwaukee Bungalow,1929,1.0,"1,596",Frame,4,1,0,"5,040",2015-05,"65,000",1840,7
287-1020-000,3438 N 41ST ST,Milwaukee Bungalow,1930,1.0,"1,594",Aluminum / Vinyl,3,1,0,"5,220",2015-08,"65,000",1740,7
308-0771-000,2967 N 38TH ST,Milwaukee Bungalow,1920,1.0,"1,450",Aluminum / Vinyl,4,1,0,"4,800",2015-05,"43,000",1780,7
288-0805-000,3374 N 44TH ST,Milwaukee Bungalow,1928,1.0,"1,412",Brick,3,1,0,"4,704",2015-10,"79,900",1840,7
308-0129-000,3011 N 40TH ST,Milwaukee Bungalow,1919,1.0,"1,374",Aluminum / Vinyl,4,2,0,"4,320",2015-05,"50,000",1780,7
286-0204-100,2717 W AUER AV,Milwaukee Bungalow,1923,1.0,"1,264",Aluminum / Vinyl,3,1,0,"4,725",2015-01,"18,000",2960,7
