Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
385-0121-000,5835 W TRENTON PL,Bi-Level,1940,1.0,"1,833",Brick,3,1,1,"6,600",2014-03,"163,000",2660,10
403-0642-000,231 N PINECREST ST,Cape Cod,1940,1.5,"1,888",Stone,4,3,0,"6,344",2014-07,"284,900",2680,10
305-0585-000,2760 N HARTUNG AV,Cape Cod,1937,1.5,"1,789",Brick,2,1,1,"5,869",2014-07,"224,900",1980,10
306-0775-000,2775 N 58TH ST,Cape Cod,1948,1.5,"1,747",Brick,4,2,0,"4,760",2014-12,"139,900",1860,10
305-1360-000,6112 W RICHMOND AV,Cape Cod,1940,1.0,"1,658",Aluminum / Vinyl,3,2,0,"5,120",2014-09,"115,000",1870,10
304-0470-000,2811 N 74TH ST,Cape Cod,1941,1.5,"1,648",Stone,3,1,1,"4,982",2014-02,"195,000",2080,10
385-0422-000,5418 W NOTRE DAME CT,Cape Cod,1939,1.5,"1,633",Stone,3,1,1,"5,308",2014-07,"145,200",2600,10
305-0574-000,6641 W HADLEY ST,Cape Cod,1941,1.5,"1,609",Brick,3,2,0,"7,738",2014-07,"183,000",1980,10
305-0034-000,3014 N 62ND ST,Cape Cod,1938,1.0,"1,567",Brick,3,1,0,"4,800",2014-12,"67,000",1870,10
385-0032-000,908 N 58TH ST,Cape Cod,1953,1.0,"1,529",Stone,3,2,0,"5,400",2014-12,"160,500",2660,10
329-0160-000,2372 N 60TH ST,Cape Cod,1937,1.5,"1,518",Stone,3,1,1,"5,040",2014-06,"127,600",2540,10
419-0537-000,540 S 73RD ST,Cape Cod,1937,1.5,"1,496",Frame,2,1,1,"4,920",2014-05,"145,000",2710,10
418-0415-000,152 S 81ST ST,Cape Cod,1948,1.5,"1,494",Aluminum / Vinyl,3,1,1,"6,419",2014-06,"152,900",2720,10
289-0302-000,3223 N 54TH ST,Cape Cod,1938,1.5,"1,426",Aluminum / Vinyl,3,1,1,"4,935",2014-04,"97,500",1850,10
304-0497-000,2809 N 75TH ST,Cape Cod,1941,1.0,"1,410",Aluminum / Vinyl,4,1,0,"4,730",2014-03,"133,900",2080,10
264-0820-000,7502 W VIENNA CT,Cape Cod,1952,1.0,"1,396",Aluminum / Vinyl,4,2,0,"4,450",2014-05,"65,000",1940,10
304-0340-000,2938 N 70TH ST,Cape Cod,1937,1.5,"1,392",Brick,3,1,1,"5,382",2014-07,"168,000",1980,10
408-1066-000,178 N 92ND ST,Cape Cod,1952,1.0,"1,389",Aluminum / Vinyl,3,1,1,"5,500",2014-08,"174,000",2760,10
403-0608-000,311 N STORY PK,Cape Cod,1953,1.0,"1,355",Brick,4,2,1,"6,048",2014-08,"230,000",2680,10
420-0716-000,226 S 65TH ST,Cape Cod,1964,1.0,"1,338",Frame,3,2,0,"3,870",2014-05,"138,000",2710,10
406-1343-000,231 N 71ST ST,Cape Cod,1952,1.0,"1,335",Masonry / Frame,4,2,0,"3,680",2014-09,"140,000",2720,10
419-0302-100,117 S 72ND ST,Cape Cod,1982,1.0,"1,321",Aluminum / Vinyl,4,2,0,"3,870",2014-04,"110,000",2720,10
406-0852-000,181 N 69TH ST,Cape Cod,1941,1.0,"1,300",Aluminum / Vinyl,3,1,1,"4,800",2014-07,"106,500",2720,10
420-0362-000,517 S 67TH ST,Cape Cod,1948,1.5,"1,265",Aluminum / Vinyl,3,2,0,"3,720",2014-06,"117,900",2710,10
408-1102-000,159 N 91ST ST,Cape Cod,1953,1.0,"1,260",Aluminum / Vinyl,3,1,0,"5,060",2014-11,"142,000",2760,10
418-0197-000,176 S 80TH ST,Cape Cod,1948,1.0,"1,251",Brick,3,1,0,"5,560",2014-06,"141,000",2720,10
408-1042-000,9016 W MT VERNON AV,Cape Cod,1951,1.0,"1,228",Stone,4,1,1,"5,969",2014-07,"169,000",2760,10
419-0324-000,139 S 73RD ST,Cape Cod,1952,1.0,"1,224",Brick,3,2,1,"5,490",2014-01,"163,000",2720,10
406-0855-000,167 N 69TH ST,Cape Cod,1950,1.0,"1,220",Brick,2,1,0,"4,800",2014-05,"152,900",2720,10
418-0130-000,129 S 77TH ST,Cape Cod,1956,1.0,"1,210",Aluminum / Vinyl,4,1,1,"5,200",2014-02,"118,500",2720,10
264-0885-000,7314 W VIENNA CT,Cape Cod,1952,1.0,"1,176",Aluminum / Vinyl,4,1,0,"6,191",2014-09,"142,500",1940,10
305-1214-000,2709 N 63RD ST,Cape Cod,1948,1.0,"1,170",Aluminum / Vinyl,4,1,1,"5,460",2014-07,"129,900",1980,10
418-0124-000,122 S 77TH ST,Cape Cod,1936,1.0,"1,166",Stone,3,2,0,"5,360",2014-03,"130,500",2720,10
304-0449-000,2822 N 74TH ST,Cape Cod,1940,1.0,"1,161",Brick,4,1,1,"4,982",2014-10,"105,000",2080,10
418-0131-000,135 S 77TH ST,Cape Cod,1953,1.0,"1,154",Frame,4,1,0,"5,200",2014-10,"79,500",2720,10
418-0428-000,173 S 81ST ST,Cape Cod,1948,1.0,"1,139",Aluminum / Vinyl,4,1,0,"6,962",2014-02,"146,000",2720,10
289-0666-000,3333 N 57TH ST,Cape Cod,1948,1.0,"1,117",Brick,3,1,0,"5,200",2014-02,"83,000",1850,10
305-0210-000,2744 N CARLTON PL,Cape Cod,1946,1.0,"1,115",Brick,3,1,0,"4,956",2014-06,"115,900",1980,10
264-0503-000,3913 N 70TH ST,Cape Cod,1953,1.0,"1,114",Aluminum / Vinyl,3,1,1,"4,800",2014-06,"58,600",1940,10
418-0218-000,307 S 79TH ST,Cape Cod,1950,1.0,"1,105",Aluminum / Vinyl,3,2,0,"5,600",2014-07,"130,500",2720,10
420-1086-000,219 S 60TH ST,Cape Cod,1948,1.0,"1,082",Aluminum / Vinyl,3,1,0,"5,040",2014-07,"102,300",2710,10
407-0652-000,206 N 79TH ST,Cape Cod,1946,1.0,"1,038",Brick,3,1,0,"4,320",2014-06,"165,500",2720,10
406-0512-000,7113 W ST PAUL AV,Cape Cod,1947,1.0,"1,023",Aluminum / Vinyl,2,1,1,"5,323",2014-04,"125,000",2720,10
420-1068-000,334 S 62ND ST,Cape Cod,1948,1.0,"1,018",Aluminum / Vinyl,3,1,0,"5,040",2014-07,"95,500",2710,10
418-0213-000,221 S 79TH ST,Cape Cod,1949,1.0,"1,012",Aluminum / Vinyl,3,1,0,"5,880",2014-01,"92,000",2720,10
418-0423-000,135 S 81ST ST,Cape Cod,1948,1.0,976,Aluminum / Vinyl,3,1,0,"6,600",2014-07,"132,800",2720,10
264-0846-000,3778 N 75TH ST,Cape Cod,1952,1.0,964,Frame,3,1,0,"4,953",2014-08,"49,900",1940,10
407-0651-000,212 N 79TH ST,Cape Cod,1947,1.0,899,Brick,3,1,0,"4,320",2014-06,"154,000",2720,10
409-0374-000,9335 W MT VERNON AV,Cape Cod,1953,1.0,831,Brick,2,1,0,"5,568",2014-09,"110,000",2760,10
264-0587-000,7062 W BECKETT AV,Cape Cod,1953,1.0,784,Aluminum / Vinyl,2,1,0,"4,920",2014-07,"52,650",1940,10
291-0122-000,3128 N 75TH ST,Cape Cod,1951,1.0,761,Brick,2,1,0,"5,000",2014-09,"94,900",2100,10
306-1272-000,2856 N 54TH ST,Cape Cod,1950,1.0,728,Frame,2,1,0,"4,640",2014-07,"35,000",1860,10
346-1722-000,2015 N 52ND ST,Colonial,1912,2.0,"2,526",Aluminum / Vinyl,4,1,1,"4,600",2014-10,"204,900",2540,10
346-0727-000,5809 W WASHINGTON BL,Colonial,1915,2.0,"2,379",Stucco,4,1,1,"6,486",2014-02,"132,000",2580,10
289-0100-000,3400 N 56TH ST,Colonial,1950,2.0,"2,168",Brick,3,1,1,"5,248",2014-11,"108,000",1850,10
403-0330-000,4837 W WISCONSIN AV,Colonial,1917,2.0,"2,136",Aluminum / Vinyl,3,1,0,"9,000",2014-02,"141,000",2680,10
289-0390-000,5731 W ROOSEVELT DR,Colonial,1948,2.0,"1,996",Stone,3,2,1,"5,400",2014-07,"162,000",1850,10
403-0533-000,415 N 49TH ST,Colonial,1927,2.0,"1,955",Masonry / Frame,3,1,1,"7,865",2014-06,"270,000",2680,10
305-0495-000,2867 N 72ND ST,Colonial,1931,2.0,"1,926",Brick,4,1,1,"7,296",2014-09,"175,000",1980,10
264-0332-000,3833 N 67TH ST,Colonial,1957,2.0,"1,895",Masonry / Frame,4,1,1,"5,117",2014-06,"99,000",1940,10
305-0649-000,2765 N 68TH ST,Colonial,1936,2.0,"1,869",Brick,3,1,1,"5,088",2014-04,"218,000",1980,10
347-0093-000,1745 N 49TH ST,Colonial,1912,2.0,"1,711",Frame,4,1,1,"4,680",2014-09,"182,500",2540,10
289-0591-000,5740 W BROOKLYN PL,Colonial,1946,2.0,"1,680",Brick,3,1,2,"3,963",2014-03,"138,000",1850,10
304-0343-000,2920 N 70TH ST,Colonial,1941,2.0,"1,629",Aluminum / Vinyl,3,1,1,"4,905",2014-10,"195,000",1980,10
304-0420-000,2829 N LEFEBER AV,Colonial,1930,2.0,"1,627",Brick,3,1,1,"5,550",2014-09,"189,000",1980,10
403-0355-000,4934 W WOODLAWN CT,Colonial,1925,2.0,"1,615",Aluminum / Vinyl,3,1,1,"2,747",2014-07,"198,200",2680,10
305-0220-000,2778 N AVONDALE BL,Colonial,1936,2.0,"1,591",Stone,3,1,1,"6,250",2014-03,"151,500",1980,10
416-1026-000,535 S 94TH PL,Colonial,1929,2.0,"1,578",Aluminum / Vinyl,3,1,1,"5,160",2014-06,"125,000",2710,10
289-0507-000,5602 W ROOSEVELT DR,Colonial,1941,2.0,"1,472",Masonry / Frame,3,1,1,"5,400",2014-10,"79,900",1850,10
403-0314-000,5022 W BLUE MOUND RD,Colonial,1921,2.0,"1,458",Stucco,3,1,0,"7,200",2014-07,"175,000",2680,10
306-0745-000,2816 N 58TH ST,Colonial,1927,2.0,"1,352",Aluminum / Vinyl,3,1,0,"4,268",2014-11,"52,500",1860,10
304-0480-000,2854 N 75TH ST,Colonial,1939,2.0,"1,232",Aluminum / Vinyl,3,1,1,"5,088",2014-02,"151,000",2080,10
405-0184-000,216 N 61ST ST,Cottage,1893,1.0,"1,140",Aluminum / Vinyl,3,1,0,"6,650",2014-08,"127,000",2700,10
404-0624-000,5914 W ST PAUL AV,Cottage,1910,1.0,"1,070",Aluminum / Vinyl,3,1,1,"6,000",2014-05,"99,000",2700,10
406-1013-000,428A S 69TH ST,Cottage,1923,1.0,902,Aluminum / Vinyl,3,1,0,"3,564",2014-12,"48,500",2710,10
406-0516-000,7139 W ST PAUL AV,Cottage,1920,1.0,816,Frame,2,1,0,"5,720",2014-06,"35,000",2720,10
305-1338-000,2774 N 61ST ST,Cottage,1930,1.0,594,Aluminum / Vinyl,1,1,0,"4,920",2014-09,"35,500",1870,10
406-1002-000,518 S 69TH ST,Cottage,1937,1.0,540,Block,1,1,0,"5,520",2014-05,"20,000",2710,10
346-1417-000,2211 N 55TH ST,Dplx Bungalow,1921,2.0,"3,258",Frame,4,2,0,"4,520",2014-08,"99,500",2540,10
367-0612-000,1621 N 50TH ST,Dplx Bungalow,1915,2.0,"3,185",Aluminum / Vinyl,4,2,0,"4,140",2014-05,"157,000",2600,10
289-1083-000,3201 N 53RD ST,Dplx Bungalow,1930,2.0,"3,070",Brick,5,4,0,"4,060",2014-03,"185,000",1850,10
347-0080-000,1738 N 49TH ST,Dplx Bungalow,1913,2.0,"2,904",Frame,6,2,0,"6,360",2014-07,"196,500",2540,10
346-1178-000,1922 N 60TH ST,Dplx Bungalow,1924,2.0,"2,830",Aluminum / Vinyl,6,2,0,"4,800",2014-04,"190,000",2540,10
346-9941-000,5402 W LLOYD ST,Dplx Bungalow,1925,2.0,"2,794",Aluminum / Vinyl,6,2,0,"4,800",2014-08,"151,000",2540,10
329-0209-000,2331 N 57TH ST,Dplx Bungalow,1936,2.0,"2,747",Brick,4,2,0,"4,998",2014-07,"173,400",2540,10
367-0112-000,1271 N 46TH ST,Dplx Bungalow,1921,2.0,"2,609",Aluminum / Vinyl,6,2,0,"4,800",2014-07,"119,900",2610,10
306-0465-000,3051-A N 54TH ST,Dplx Bungalow,1929,1.5,"2,583",Brick,4,2,0,"4,640",2014-07,"60,000",1860,10
368-0317-000,1417 N 57TH ST,Dplx Bungalow,1924,2.0,"2,560",Aluminum / Vinyl,4,2,0,"4,760",2014-10,"179,900",2600,10
367-0174-000,1222 N 46TH ST,Dplx Bungalow,1924,2.0,"2,531",Frame,6,2,0,"4,800",2014-02,"104,000",2610,10
330-1235-000,2555 N 60TH ST,Dplx Bungalow,1929,2.0,"2,509",Masonry / Frame,4,2,0,"4,800",2014-10,"87,000",2540,10
330-1258-000,2572 N 61ST ST,Dplx Bungalow,1929,2.0,"2,383",Masonry / Frame,4,2,0,"4,800",2014-09,"171,900",2540,10
346-0817-000,1544 N 59TH ST,Dplx Bungalow,1924,2.0,"2,333",Aluminum / Vinyl,4,2,0,"4,760",2014-05,"160,000",2600,10
305-0065-000,3013 N 60TH ST,Dplx Bungalow,1940,2.0,"2,300",Masonry / Frame,4,2,0,"4,800",2014-08,"65,200",1870,10
346-0305-000,1828 N 53RD ST,Dplx Bungalow,1922,2.0,"2,269",Frame,4,2,0,"4,880",2014-10,"157,500",2540,10
367-0661-000,1542 N 50TH PL,Dplx Bungalow,1923,2.0,"2,256",Stucco,4,2,0,"4,140",2014-07,"155,500",2600,10
346-1675-000,2128 N 52ND ST,Dplx Bungalow,1911,2.0,"2,222",Frame,4,2,0,"4,920",2014-10,"93,000",2540,10
367-0158-000,1263 N 45TH ST,Dplx Bungalow,1920,1.5,"2,210",Stucco,4,2,0,"4,800",2014-09,"80,000",2610,10
346-1833-000,1610 N HAWLEY RD,Dplx Bungalow,1919,1.5,"2,185",Aluminum / Vinyl,3,2,0,"4,920",2014-12,"83,000",2600,10
346-1891-000,5407 W CHERRY ST,Dplx Bungalow,1923,2.0,"2,155",Frame,4,2,0,"4,920",2014-06,"182,000",2600,10
289-0445-000,3358 N 55TH ST,Dplx Bungalow,1940,1.5,"2,058",Brick,3,2,0,"5,200",2014-12,"111,500",1850,10
346-1821-000,5409 W WASHINGTON BL,Dplx Bungalow,1918,1.5,"2,045",Stucco,4,2,0,"4,400",2014-08,"167,000",2580,10
306-0552-000,2973-A N 52ND ST,Dplx Bungalow,1927,1.5,"2,018",Aluminum / Vinyl,4,2,0,"4,800",2014-12,"51,500",1860,10
404-0507-000,622 N 52ND ST,Dplx Bungalow,1926,1.5,"2,018",Brick,4,2,0,"5,250",2014-10,"143,000",2660,10
368-0025-000,1506 N 52ND ST,Dplx Bungalow,1918,1.5,"1,989",Brick,4,2,0,"5,080",2014-03,"120,000",2600,10
306-0822-000,2727-A N 56TH ST,Dplx Bungalow,1928,1.5,"1,817",Aluminum / Vinyl,3,2,0,"4,171",2014-07,"82,000",1860,10
289-0483-000,5546 W ROOSEVELT DR,Duplex N/S,1947,2.0,"2,674",Brick,5,2,0,"5,400",2014-08,"128,000",1850,10
289-0035-000,5713 W KEEFE AV,Duplex N/S,1945,2.0,"2,544",Stone,4,2,0,"4,800",2014-07,"100,000",1850,10
290-0031-000,6501 W KEEFE AVENUE PK,Duplex N/S,1956,2.0,"2,509",Masonry / Frame,6,2,0,"6,500",2014-07,"113,500",1940,10
289-0106-000,3429 N 55TH ST,Duplex N/S,1945,2.0,"2,414",Stone,4,2,0,"4,960",2014-08,"122,000",1850,10
289-0403-000,5609 W ROOSEVELT DR,Duplex N/S,1940,2.0,"2,378",Masonry / Frame,4,2,0,"5,400",2014-03,"113,500",1850,10
420-0188-000,6713 W DIXON ST,Duplex N/S,1944,2.0,"1,742",Block,4,2,0,"7,440",2014-03,"82,000",2710,10
289-0592-000,3292 N NORWOOD PL,Duplex N/S,1953,1.0,"1,706",Brick,3,3,0,"4,800",2014-02,"112,000",1850,10
405-0388-000,146 N 64TH ST,Duplex N/S,1942,2.0,"1,552",Aluminum / Vinyl,4,2,0,"4,200",2014-08,"130,000",2700,10
347-0015-000,1928 N 51ST ST,Duplex O/S,1915,2.0,"2,628",Aluminum / Vinyl,6,2,0,"4,440",2014-06,"157,500",2540,10
