Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
561-1502-000,3815 S 96TH ST,Cape Cod,1951,1.5,"2,384",Brick,5,2,1,"14,534",2014-06,"233,000",4340,11
491-1046-000,5166 W JERELYN PL,Cape Cod,1966,1.0,"2,115",Brick,3,2,1,"9,414",2014-07,"226,000",4280,11
571-0642-000,6950 W NORWICH ST,Cape Cod,1996,1.5,"2,114",Prem Wood,4,2,1,"7,242",2014-09,"255,000",4430,11
557-0055-000,6613 W DODGE PL,Cape Cod,1959,1.5,"1,850",Brick,4,1,1,"5,760",2014-06,"162,000",4420,11
533-0926-000,3344 S 35TH ST,Cape Cod,1949,1.5,"1,824",Brick,3,1,1,"7,000",2014-01,"120,000",4400,11
533-0418-000,3121 S 34TH ST,Cape Cod,1953,1.5,"1,814",Aluminum / Vinyl,5,2,1,"4,800",2014-07,"149,000",4400,11
533-0236-000,3121 S 32ND ST,Cape Cod,1946,1.5,"1,786",Stone,4,2,0,"5,160",2014-02,"155,700",4400,11
533-0929-000,3366 S 35TH ST,Cape Cod,1952,1.0,"1,743",Brick,3,2,0,"8,680",2014-05,"153,000",4400,11
512-1134-000,3026 S 45TH ST,Cape Cod,1941,1.0,"1,733",Brick,4,3,0,"5,080",2014-07,"199,900",4320,11
560-9961-114,8801 W TRIPOLI AV,Cape Cod,1969,1.0,"1,670",Brick,5,2,1,"5,940",2014-07,"183,750",4340,11
556-0462-000,3755 S 53RD ST,Cape Cod,1952,1.5,"1,651",Brick,2,2,0,"4,880",2014-01,"132,000",4420,11
527-0153-000,8221 W HOLT AV,Cape Cod,1954,1.5,"1,600",Aluminum / Vinyl,4,2,0,"7,973",2014-06,"164,500",4340,11
532-0454-000,3146 S 42ND ST,Cape Cod,1939,1.0,"1,581",Brick,3,1,1,"4,800",2014-06,"158,000",4410,11
512-0885-000,2870 S 46TH ST,Cape Cod,1938,1.0,"1,552",Brick,3,1,0,"5,461",2014-09,"132,000",4320,11
512-0945-000,2960 S 46TH ST,Cape Cod,1949,1.0,"1,504",Stone,3,2,0,"5,520",2014-10,"145,000",4320,11
533-0925-000,3338 S 35TH ST,Cape Cod,1948,1.0,"1,492",Brick,3,2,0,"7,000",2014-06,"145,000",4400,11
511-0115-000,2901 S 38TH ST,Cape Cod,1954,1.5,"1,488",Frame,4,2,0,"5,461",2014-09,"124,800",4320,11
513-0513-000,2776 S 55TH ST,Cape Cod,1949,1.5,"1,488",Aluminum / Vinyl,3,2,0,"10,088",2014-07,"147,900",4240,11
492-0279-000,4905 W MONTROSE AV,Cape Cod,1953,1.0,"1,487",Aluminum / Vinyl,3,1,0,"5,280",2014-02,"144,500",4260,11
512-1136-000,3036 S 45TH ST,Cape Cod,1946,1.5,"1,480",Stone,3,1,1,"4,800",2014-10,"139,000",4320,11
556-0456-000,3725 S 53RD ST,Cape Cod,1953,1.0,"1,479",Aluminum / Vinyl,3,2,0,"4,920",2014-10,"143,500",4420,11
560-0426-000,3728 S 88TH ST,Cape Cod,1955,1.0,"1,452",Aluminum / Vinyl,3,2,0,"8,040",2014-03,"163,000",4350,11
490-1204-000,2617 S 65TH ST,Cape Cod,1954,1.0,"1,446",Brick,5,2,0,"5,150",2014-12,"145,000",4240,11
529-0609-000,3337 S 65TH ST,Cape Cod,1953,1.0,"1,415",Aluminum / Vinyl,4,2,0,"14,310",2014-09,"155,000",4380,11
514-9974-000,2712 S 67TH ST,Cape Cod,1941,1.5,"1,388",Aluminum / Vinyl,2,1,0,"7,410",2014-09,"126,000",4240,11
573-0622-000,5633 W HOWARD AV,Cape Cod,1950,1.0,"1,370",Aluminum / Vinyl,3,2,0,"6,840",2014-03,"130,000",4420,11
492-0233-000,4602 W SUMAC PL,Cape Cod,1949,1.0,"1,368",Brick,3,1,0,"5,112",2014-06,"127,000",4260,11
556-0503-000,3520 S 60TH ST,Cape Cod,1942,1.0,"1,365",Brick,3,1,0,"7,973",2014-08,"131,000",4420,11
514-0833-000,2762 S 64TH ST,Cape Cod,1954,1.0,"1,352",Stucco,3,1,0,"6,000",2014-08,"108,000",4240,11
514-0424-000,6200 W BENNETT AV,Cape Cod,1952,1.5,"1,349",Aluminum / Vinyl,4,2,0,"9,000",2014-06,"140,000",4240,11
533-0004-000,3138 S 34TH ST,Cape Cod,1950,1.0,"1,348",Brick,3,1,1,"5,220",2014-06,"114,000",4400,11
572-9972-100,3958 S 68TH ST,Cape Cod,1942,1.0,"1,337",Aluminum / Vinyl,4,1,0,"13,600",2014-05,"90,000",4340,11
