Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
148-0141-000,11935 W KAUL AV,Bi-Level,1972,1.0,"2,209",Aluminum / Vinyl,3,2,1,"9,000",2015-05,"171,000",0780,5
216-9991-000,4857 N 103RD ST,Bi-Level,1950,1.0,"1,484",Aluminum / Vinyl,4,2,0,"6,336",2015-12,"75,000",1040,5
148-0001-000,6005 N RIVER TRAIL DR,Bi-Level,1971,1.0,"1,446",Aluminum / Vinyl,4,1,1,"10,221",2015-12,"107,900",0780,5
148-0023-000,6201 N RIVER TRAIL DR,Bi-Level,1971,1.0,"1,446",Aluminum / Vinyl,4,2,0,"10,350",2015-08,"133,500",0780,5
148-0783-000,6105 N 116TH ST,Cape Cod,1940,1.5,"2,828",Aluminum / Vinyl,4,2,0,"21,027",2015-03,"157,000",0780,5
114-0144-000,6825 N COVENTRY CT,Cape Cod,2003,2.0,"2,703",Fiber-Cement,4,4,0,"16,999",2015-07,"335,000",0800,5
302-0414-000,8504 W LOCUST ST,Cape Cod,1949,1.5,"2,422",Brick,3,2,0,"5,875",2015-10,"195,000",2080,5
180-0291-000,11405 W FLORIST AV,Cape Cod,1994,1.5,"2,186",Aluminum / Vinyl,3,2,1,"13,564",2015-04,"178,000",0780,5
303-0903-000,7930 W HADLEY ST,Cape Cod,1949,1.5,"2,186",Stone,3,2,0,"6,016",2015-08,"186,000",2080,5
303-0960-000,2815 N 81ST ST,Cape Cod,1950,1.0,"2,115",Brick,4,3,0,"6,400",2015-04,"180,500",2080,5
148-0056-000,11924 W DOUGLAS AV,Cape Cod,1970,1.5,"2,090",Aluminum / Vinyl,4,2,0,"10,050",2015-07,"131,500",0780,5
148-0812-000,11621 W MILL RD,Cape Cod,1998,1.5,"2,080",Aluminum / Vinyl,3,3,1,"15,390",2015-07,"210,000",0780,5
302-0402-000,2969 N 85TH ST,Cape Cod,1938,1.0,"1,941",Brick,4,2,1,"7,500",2015-12,"160,900",2080,5
110-0031-000,10600 W GOOD HOPE RD,Cape Cod,1992,1.5,"1,933",Prem Wood,3,2,1,"21,780",2015-10,"202,000",0440,5
293-0411-000,3630 N 92ND ST,Cape Cod,1951,1.0,"1,892",Aluminum / Vinyl,4,1,0,"5,700",2015-10,"20,000",2100,5
292-0165-000,3340 N 82ND ST,Cape Cod,1952,1.0,"1,872",Brick,4,2,1,"7,841",2015-12,"155,000",2100,5
334-0006-000,9705 W CENTER ST,Cape Cod,1950,1.0,"1,839",Stone,3,2,1,"9,100",2015-06,"217,900",2120,5
292-0412-000,3209 N 77TH ST,Cape Cod,1949,1.5,"1,770",Brick,4,2,0,"4,800",2015-09,"134,900",2100,5
223-0077-000,8817 W GRANTOSA DR,Cape Cod,1964,1.5,"1,767",Brick,3,2,0,"7,080",2015-09,"132,500",1460,5
303-0517-000,3040 N 77TH ST,Cape Cod,1938,1.0,"1,745",Stone,4,2,1,"4,800",2015-05,"193,000",2080,5
303-0930-000,2815 N 80TH ST,Cape Cod,1942,1.5,"1,737",Aluminum / Vinyl,4,2,0,"5,120",2015-04,"176,000",2080,5
303-1023-000,2808 N 84TH ST,Cape Cod,1948,1.0,"1,727",Brick,4,1,0,"4,715",2015-09,"139,900",2080,5
294-0550-000,3369 N 97TH PL,Cape Cod,1955,1.5,"1,691",Aluminum / Vinyl,4,2,0,"6,000",2015-05,"120,000",2100,5
302-0343-000,3021 N 85TH ST,Cape Cod,1948,1.5,"1,662",Brick,4,2,0,"5,000",2015-03,"185,000",2080,5
303-0555-000,3041 N 78TH ST,Cape Cod,1948,1.0,"1,637",Brick,3,2,1,"5,120",2015-06,"154,000",2080,5
253-0261-000,4037 N 90TH ST,Cape Cod,1958,1.0,"1,618",Frame,3,2,0,"5,080",2015-03,"102,500",1460,5
303-0851-000,2846 N 78TH ST,Cape Cod,1948,1.0,"1,616",Stone,3,1,1,"4,800",2015-04,"125,000",2080,5
303-0916-000,2872 N 80TH ST,Cape Cod,1945,1.5,"1,615",Brick,5,1,1,"5,120",2015-06,"148,000",2080,5
252-0609-000,4186 N 77TH ST,Cape Cod,1960,1.5,"1,607",Aluminum / Vinyl,3,1,1,"5,565",2015-11,"96,500",1470,5
303-1441-000,2969 N 83RD ST,Cape Cod,1949,1.5,"1,592",Aluminum / Vinyl,3,2,0,"7,560",2015-11,"147,000",2080,5
293-0484-000,3312 N 92ND ST,Cape Cod,1937,1.5,"1,590",Aluminum / Vinyl,3,1,1,"9,920",2015-08,"179,900",2120,5
263-1034-100,3527 N 77TH ST,Cape Cod,1940,1.0,"1,587",Aluminum / Vinyl,4,2,0,"4,920",2015-01,"142,500",2040,5
294-0053-000,3309 N 96TH ST,Cape Cod,1952,1.0,"1,585",Brick,4,2,1,"5,800",2015-04,"162,100",2120,5
261-1104-000,3726 N 100TH ST,Cape Cod,1953,1.0,"1,584",Brick,4,1,0,"5,060",2015-11,"151,000",2100,5
303-0511-000,3008 N 77TH ST,Cape Cod,1941,1.0,"1,530",Aluminum / Vinyl,3,2,0,"4,800",2015-06,"157,000",2080,5
303-0445-000,2954 N 80TH ST,Cape Cod,1948,1.0,"1,520",Brick,3,2,0,"5,632",2015-04,"150,000",2080,5
302-0153-000,2947 N 90TH ST,Cape Cod,1940,1.0,"1,515",Aluminum / Vinyl,3,1,1,"5,000",2015-10,"185,000",2080,5
293-0738-100,3360 N 90TH ST,Cape Cod,1950,1.0,"1,512",Aluminum / Vinyl,3,2,0,"10,000",2015-07,"150,000",2100,5
260-0207-000,3701 N 100TH ST,Cape Cod,1955,1.0,"1,501",Aluminum / Vinyl,4,1,2,"5,400",2015-05,"125,000",2100,5
261-1323-000,9522 W METCALF PL,Cape Cod,1952,1.0,"1,501",Aluminum / Vinyl,3,1,1,"4,800",2015-04,"109,000",2100,5
292-0201-000,3317 N 81ST ST,Cape Cod,1951,1.0,"1,496",Aluminum / Vinyl,3,1,1,"8,256",2015-12,"151,500",2100,5
261-0807-000,3379 N 94TH ST,Cape Cod,1953,1.0,"1,494",Frame,3,1,1,"6,000",2015-09,"172,500",2100,5
224-0514-000,4640 N 80TH ST,Cape Cod,1959,1.0,"1,490",Aluminum / Vinyl,4,2,0,"4,800",2015-11,"80,000",1470,5
303-1033-000,2862 N 84TH ST,Cape Cod,1947,1.0,"1,479",Stone,3,1,0,"4,879",2015-05,"157,900",2080,5
293-0485-100,3300 N 92ND ST,Cape Cod,1952,1.0,"1,469",Brick,4,1,1,"4,960",2015-11,"160,000",2120,5
302-0748-000,2751 N 89TH ST,Cape Cod,1952,1.0,"1,459",Brick,3,1,1,"6,625",2015-06,"168,000",2120,5
