Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
145-0432-000,6610 N 107TH ST,Cape Cod,1999,1.5,"2,112",Aluminum / Vinyl,3,3,1,"11,523",2016-03,"205,000",0820,5
294-0233-000,3275 N 93RD ST,Cape Cod,1950,1.0,"1,925",Brick,3,1,1,"9,000",2016-03,"144,900",2120,5
303-0010-000,8110 W CENTER ST,Cape Cod,1946,1.5,"1,774",Aluminum / Vinyl,3,2,0,"4,520",2016-03,"187,000",2080,5
292-0365-000,3245 N 79TH ST,Cape Cod,1948,1.0,"1,522",Brick,3,1,0,"4,800",2016-02,"97,000",2100,5
302-0364-000,3018 N 87TH ST,Cape Cod,1952,1.0,"1,502",Brick,3,2,0,"5,000",2016-03,"128,500",2080,5
303-0932-000,2805 N 80TH ST,Cape Cod,1947,1.0,"1,464",Brick,3,1,1,"6,016",2016-03,"156,000",2080,5
303-0888-000,2879 N 79TH ST,Cape Cod,1948,1.0,"1,440",Brick,3,1,1,"5,120",2016-01,"152,900",2080,5
303-1175-000,2771 N 81ST ST,Cape Cod,1949,1.0,"1,426",Brick,3,1,1,"5,760",2016-03,"159,900",2080,5
114-9982-000,7101 N 107TH ST,Cape Cod,1948,1.0,"1,419",Stone,3,1,1,"21,780",2016-02,"159,900",0440,5
294-0341-000,3177 N 95TH ST,Cape Cod,1952,1.0,"1,364",Stone,4,1,1,"7,320",2016-01,"119,420",2120,5
223-0354-000,9111 W GLENDALE AV,Cape Cod,1938,1.0,"1,277",Brick,3,1,1,"11,880",2016-02,"80,800",1460,5
252-0425-000,4156 N 80TH ST,Cape Cod,1956,1.0,"1,257",Aluminum / Vinyl,4,2,0,"6,050",2016-02,"112,000",1470,5
224-0475-000,4657 N 77TH ST,Cape Cod,1953,1.0,"1,214",Aluminum / Vinyl,4,1,0,"6,000",2016-02,"43,000",1470,5
261-1084-000,3764 N 98TH ST,Cape Cod,1953,1.0,"1,213",Aluminum / Vinyl,4,1,0,"5,265",2016-01,"86,000",2100,5
303-0590-000,3002 N 80TH ST,Cape Cod,1942,1.0,"1,199",Aluminum / Vinyl,3,1,0,"5,120",2016-02,"95,000",2080,5
293-0442-000,3460 N 92ND ST,Cape Cod,1948,1.0,"1,194",Brick,3,1,0,"4,960",2016-01,"135,000",2100,5
263-1086-000,7936 W KEEFE AV,Cape Cod,1940,1.0,"1,167",Stone,2,1,1,"7,200",2016-03,"121,500",2040,5
293-0861-000,3318 N 89TH ST,Cape Cod,1952,1.0,"1,138",Aluminum / Vinyl,3,1,0,"5,000",2016-03,"85,000",2100,5
261-0769-000,3535 N 94TH ST,Cape Cod,1947,1.0,"1,072",Aluminum / Vinyl,3,2,0,"6,000",2016-03,"98,500",2100,5
223-0208-000,4741 N 91ST ST,Cape Cod,1938,1.5,"1,060",Brick,2,1,1,"5,848",2016-03,"94,000",1460,5
303-0320-000,2903 N 77TH ST,Cape Cod,1940,1.0,"1,057",Stone,2,1,0,"5,040",2016-03,"137,000",2080,5
261-1170-000,3625 N 99TH ST,Cape Cod,1953,1.0,"1,055",Aluminum / Vinyl,3,1,0,"4,950",2016-01,"112,500",2100,5
293-0755-000,3333 N 89TH ST,Cape Cod,1950,1.0,"1,032",Aluminum / Vinyl,3,1,0,"5,000",2016-01,"79,300",2100,5
263-1093-000,3620 N 80TH ST,Cape Cod,1948,1.0,"1,019",Aluminum / Vinyl,3,1,1,"6,579",2016-01,"86,000",2040,5
263-0351-000,3837 N 80TH ST,Cape Cod,1954,1.0,994,Brick,2,1,0,"6,840",2016-01,"65,000",2040,5
262-0657-000,3851 N 86TH ST,Cape Cod,1949,1.0,948,Aluminum / Vinyl,3,1,0,"6,800",2016-03,"97,500",2040,5
146-0201-000,6705 N 108TH ST,Colonial,2002,2.0,"3,106",Prem Wood,4,2,1,"16,452",2016-02,"281,000",0800,5
109-0144-000,7333 N 95TH ST,Colonial,2008,2.0,"2,672",Aluminum / Vinyl,4,3,1,"13,000",2016-03,"242,000",0440,5
301-0016-000,2801 N 98TH ST,Colonial,1950,2.0,"1,922",Brick,3,1,1,"10,106",2016-01,"270,000",2140,5
263-0752-100,8300 W KEEFE AV,Colonial,1954,2.0,"1,614",Masonry / Frame,3,1,1,"7,320",2016-01,"146,500",2040,5
303-0512-000,3014 N 77TH ST,Colonial,1940,2.0,"1,499",Brick,3,1,0,"4,800",2016-02,"157,000",2080,5
302-0797-000,2751 N 87TH ST,Colonial,1946,2.0,"1,498",Brick,3,1,1,"5,400",2016-03,"202,000",2080,5
261-0027-000,3823 N 97TH PL,Duplex N/S,1953,1.0,"3,223",Masonry / Frame,5,2,2,"9,992",2016-03,"170,000",2100,5
302-0354-000,8621 W BURLEIGH ST,Duplex N/S,1953,2.0,"2,358",Brick,4,2,0,"5,400",2016-01,"135,000",2080,5
253-0556-000,8931 W CONGRESS ST,Duplex N/S,1958,2.0,"2,222",Masonry / Frame,4,2,1,"5,760",2016-02,"140,000",1460,5
149-9926-200,11200 W APPLETON AV,Ranch,2007,1.0,"2,874",Fiber-Cement,4,3,0,"15,320",2016-03,"295,000",0800,5
116-0158-000,7024 N 97TH ST,Ranch,1964,1.0,"1,851",Brick,3,1,1,"12,300",2016-01,"179,900",0440,5
181-0602-000,5958 N 119TH ST,Ranch,2003,1.0,"1,672",Aluminum / Vinyl,3,2,0,"10,873",2016-03,"209,000",0780,5
116-0122-000,7075 N 97TH ST,Ranch,1963,1.0,"1,635",Brick,3,1,1,"12,000",2016-03,"142,900",0440,5
294-0054-000,3301 N 96TH ST,Ranch,1953,1.0,"1,450",Brick,3,1,1,"9,245",2016-03,"168,900",2140,5
294-0068-000,9728 W CONCORDIA AV,Ranch,1956,1.0,"1,432",Brick,3,1,1,"7,200",2016-01,"146,400",2140,5
148-0108-000,11901 W LYNX AV,Ranch,1969,1.0,"1,344",Aluminum / Vinyl,3,1,1,"11,025",2016-03,"155,000",0780,5
261-0760-000,3462 N 94TH ST,Ranch,1956,1.0,"1,326",Brick,3,1,0,"6,000",2016-03,"106,000",2100,5
148-0077-000,12042 W LYNX AV,Ranch,1968,1.0,"1,322",Aluminum / Vinyl,3,1,1,"10,125",2016-02,"150,500",0780,5
252-0321-100,4076 N 83RD ST,Ranch,1967,1.0,"1,264",Brick,3,1,1,"5,590",2016-01,"80,900",1470,5
261-0877-000,3431 N 96TH ST,Ranch,1953,1.0,"1,263",Aluminum / Vinyl,3,1,0,"6,000",2016-03,"129,000",2100,5
261-0746-000,3445 N 93RD ST,Ranch,1950,1.0,"1,231",Aluminum / Vinyl,2,1,0,"9,000",2016-01,"164,000",2100,5
217-0071-000,10813 W STARK ST,Ranch,1959,1.0,"1,167",Brick,3,2,0,"7,488",2016-03,"112,000",1040,5
261-0471-000,3927 N 98TH ST,Ranch,1956,1.0,"1,130",Frame,3,1,1,"7,320",2016-03,"124,500",2100,5
223-0364-000,8961 W HERBERT AV,Ranch,1961,1.0,"1,120",Brick,3,1,1,"4,800",2016-01,"61,500",1460,5
223-0506-000,9100 W GRANTOSA DR,Ranch,1966,1.0,"1,059",Brick,3,1,0,"7,080",2016-03,"65,000",1460,5
217-0036-100,4953 N 107TH ST,Ranch,1959,1.0,"1,036",Brick,3,1,0,"7,440",2016-03,"95,000",1040,5
261-0622-000,9500 W LISBON AV,Ranch,1955,1.0,"1,008",Aluminum / Vinyl,3,1,0,"6,000",2016-02,"80,500",2100,5
293-0131-000,3239 N 86TH ST,Ranch,1951,1.0,984,Aluminum / Vinyl,2,1,0,"5,000",2016-01,"94,000",2100,5
263-0866-000,8019 W KEEFE AV,Ranch,1950,1.0,977,Aluminum / Vinyl,3,1,0,"4,800",2016-01,"72,500",2040,5
303-0525-000,3049 N 77TH ST,Ranch,1950,1.0,977,Aluminum / Vinyl,2,1,0,"4,800",2016-03,"113,000",2080,5
184-0238-000,5268 N 107TH ST,Ranch,1956,1.0,941,Brick,3,1,0,"7,015",2016-02,"97,000",1040,5
302-0531-000,2835 N 85TH ST,Ranch,1951,1.0,912,Aluminum / Vinyl,3,2,0,"6,250",2016-03,"161,500",2080,5
334-0113-000,9521 W CENTER ST,Ranch,1950,1.0,912,Frame,2,1,0,"7,020",2016-02,"110,000",2120,5
261-0506-000,3855 N 94TH ST,Ranch,1956,1.0,885,Aluminum / Vinyl,3,1,0,"5,857",2016-02,"100,450",2100,5
302-0039-000,3052 N 91ST ST,Ranch,1950,1.0,737,Frame,2,1,0,"5,000",2016-03,"93,000",2080,5
261-0772-000,3517 N 94TH ST,Ranch,1950,1.0,728,Aluminum / Vinyl,2,1,0,"6,000",2016-01,"70,000",2100,5
292-0774-000,3171 N 83RD ST,Ranch,1949,1.0,688,Aluminum / Vinyl,2,1,0,"5,640",2016-02,"62,000",2100,5
254-0089-000,9837 W SARASOTA PL,Split Level,1961,1.0,"1,597",Aluminum / Vinyl,3,1,1,"6,810",2016-01,"123,000",1460,5
180-0182-000,10810 W WREN AV,Townhouse,1980,2.0,"2,896",Aluminum / Vinyl,6,2,2,"7,200",2016-02,"137,950",0780,5
